afd_support_t,electoral_loss,party_clean,wahlperiode_cat,afd_support_c,electoral_loss_c,afd_x_loss,loss_level,predicted_distance,ci_95_low,ci_95_high
16.040,1.188,cdu/csu,WP19,1.527,1.174,1.793,Hoher Verlust,3.947,3.772,4.121
16.212,1.188,cdu/csu,WP19,1.699,1.174,1.995,Hoher Verlust,3.944,3.768,4.120
16.384,1.188,cdu/csu,WP19,1.871,1.174,2.196,Hoher Verlust,3.941,3.763,4.120
16.556,1.188,cdu/csu,WP19,2.042,1.174,2.398,Hoher Verlust,3.939,3.758,4.119
16.727,1.188,cdu/csu,WP19,2.214,1.174,2.600,Hoher Verlust,3.936,3.753,4.119
16.899,1.188,cdu/csu,WP19,2.386,1.174,2.801,Hoher Verlust,3.933,3.748,4.119
17.071,1.188,cdu/csu,WP19,2.557,1.174,3.003,Hoher Verlust,3.931,3.743,4.119
17.242,1.188,cdu/csu,WP19,2.729,1.174,3.205,Hoher Verlust,3.928,3.738,4.119
17.414,1.188,cdu/csu,WP19,2.901,1.174,3.406,Hoher Verlust,3.925,3.732,4.119
17.586,1.188,cdu/csu,WP19,3.073,1.174,3.608,Hoher Verlust,3.923,3.727,4.119
17.758,1.188,cdu/csu,WP19,3.244,1.174,3.809,Hoher Verlust,3.920,3.721,4.119
17.929,1.188,cdu/csu,WP19,3.416,1.174,4.011,Hoher Verlust,3.918,3.716,4.119
18.101,1.188,cdu/csu,WP19,3.588,1.174,4.213,Hoher Verlust,3.915,3.710,4.120
18.273,1.188,cdu/csu,WP19,3.760,1.174,4.414,Hoher Verlust,3.912,3.705,4.120
18.444,1.188,cdu/csu,WP19,3.931,1.174,4.616,Hoher Verlust,3.910,3.699,4.120
18.616,1.188,cdu/csu,WP19,4.103,1.174,4.817,Hoher Verlust,3.907,3.693,4.121
18.788,1.188,cdu/csu,WP19,4.275,1.174,5.019,Hoher Verlust,3.904,3.687,4.122
18.960,1.188,cdu/csu,WP19,4.446,1.174,5.221,Hoher Verlust,3.902,3.681,4.122
19.131,1.188,cdu/csu,WP19,4.618,1.174,5.422,Hoher Verlust,3.899,3.675,4.123
19.303,1.188,cdu/csu,WP19,4.790,1.174,5.624,Hoher Verlust,3.897,3.670,4.124
19.475,1.188,cdu/csu,WP19,4.962,1.174,5.826,Hoher Verlust,3.894,3.663,4.124
19.646,1.188,cdu/csu,WP19,5.133,1.174,6.027,Hoher Verlust,3.891,3.657,4.125
19.818,1.188,cdu/csu,WP19,5.305,1.174,6.229,Hoher Verlust,3.889,3.651,4.126
19.990,1.188,cdu/csu,WP19,5.477,1.174,6.430,Hoher Verlust,3.886,3.645,4.127
20.162,1.188,cdu/csu,WP19,5.648,1.174,6.632,Hoher Verlust,3.883,3.639,4.128
20.333,1.188,cdu/csu,WP19,5.820,1.174,6.834,Hoher Verlust,3.881,3.633,4.129
20.505,1.188,cdu/csu,WP19,5.992,1.174,7.035,Hoher Verlust,3.878,3.627,4.130
20.677,1.188,cdu/csu,WP19,6.164,1.174,7.237,Hoher Verlust,3.875,3.620,4.131
20.848,1.188,cdu/csu,WP19,6.335,1.174,7.439,Hoher Verlust,3.873,3.614,4.132
21.020,1.188,cdu/csu,WP19,6.507,1.174,7.640,Hoher Verlust,3.870,3.608,4.133
21.192,1.188,cdu/csu,WP19,6.679,1.174,7.842,Hoher Verlust,3.868,3.601,4.134
21.364,1.188,cdu/csu,WP19,6.850,1.174,8.043,Hoher Verlust,3.865,3.595,4.135
21.535,1.188,cdu/csu,WP19,7.022,1.174,8.245,Hoher Verlust,3.862,3.588,4.136
21.707,1.188,cdu/csu,WP19,7.194,1.174,8.447,Hoher Verlust,3.860,3.582,4.137
21.879,1.188,cdu/csu,WP19,7.366,1.174,8.648,Hoher Verlust,3.857,3.576,4.139
22.051,1.188,cdu/csu,WP19,7.537,1.174,8.850,Hoher Verlust,3.854,3.569,4.140
22.222,1.188,cdu/csu,WP19,7.709,1.174,9.052,Hoher Verlust,3.852,3.563,4.141
22.394,1.188,cdu/csu,WP19,7.881,1.174,9.253,Hoher Verlust,3.849,3.556,4.142
22.566,1.188,cdu/csu,WP19,8.052,1.174,9.455,Hoher Verlust,3.846,3.549,4.144
22.737,1.188,cdu/csu,WP19,8.224,1.174,9.656,Hoher Verlust,3.844,3.543,4.145
22.909,1.188,cdu/csu,WP19,8.396,1.174,9.858,Hoher Verlust,3.841,3.536,4.146
23.081,1.188,cdu/csu,WP19,8.568,1.174,10.060,Hoher Verlust,3.839,3.530,4.148
23.253,1.188,cdu/csu,WP19,8.739,1.174,10.261,Hoher Verlust,3.836,3.523,4.149
23.424,1.188,cdu/csu,WP19,8.911,1.174,10.463,Hoher Verlust,3.833,3.516,4.150
23.596,1.188,cdu/csu,WP19,9.083,1.174,10.665,Hoher Verlust,3.831,3.510,4.152
23.768,1.188,cdu/csu,WP19,9.254,1.174,10.866,Hoher Verlust,3.828,3.503,4.153
23.939,1.188,cdu/csu,WP19,9.426,1.174,11.068,Hoher Verlust,3.825,3.496,4.155
24.111,1.188,cdu/csu,WP19,9.598,1.174,11.269,Hoher Verlust,3.823,3.490,4.156
24.283,1.188,cdu/csu,WP19,9.770,1.174,11.471,Hoher Verlust,3.820,3.483,4.158
24.455,1.188,cdu/csu,WP19,9.941,1.174,11.673,Hoher Verlust,3.818,3.476,4.159
24.626,1.188,cdu/csu,WP19,10.113,1.174,11.874,Hoher Verlust,3.815,3.469,4.160
24.798,1.188,cdu/csu,WP19,10.285,1.174,12.076,Hoher Verlust,3.812,3.463,4.162
24.970,1.188,cdu/csu,WP19,10.456,1.174,12.278,Hoher Verlust,3.810,3.456,4.164
25.141,1.188,cdu/csu,WP19,10.628,1.174,12.479,Hoher Verlust,3.807,3.449,4.165
25.313,1.188,cdu/csu,WP19,10.800,1.174,12.681,Hoher Verlust,3.804,3.442,4.167
25.485,1.188,cdu/csu,WP19,10.972,1.174,12.882,Hoher Verlust,3.802,3.435,4.168
25.657,1.188,cdu/csu,WP19,11.143,1.174,13.084,Hoher Verlust,3.799,3.428,4.170
25.828,1.188,cdu/csu,WP19,11.315,1.174,13.286,Hoher Verlust,3.796,3.422,4.171
26.000,1.188,cdu/csu,WP19,11.487,1.174,13.487,Hoher Verlust,3.794,3.415,4.173
