hypothesis,operationalization,model_label,model,outcome,predictor,moderator,interaction,expected_direction,coefficient,cluster_robust_se,t_value,p_value,ci_95_low,ci_95_high,n_observations,n_clusters,n_periods,r_squared,adjusted_r_squared,afd_support_mean,proximity_mean,supported,interpretation
H1a,distance,Positionelle Distanz zur AfD,party_and_period_fixed_effects,gal_tan_distance_to_afd,afd_support_t,afd_proximity_ordinal,afd_x_proximity,negative,-0.031,0.007,-4.420,0.012,-0.050,-0.011,725,5,3,0.489,0.483,14.541,1.992,True,Positionelle Distanz zur AfD: Der Interaktionseffekt weist in die erwartete Richtung und ist statistisch signifikant.
