hypothesis,operationalization,model_label,model,outcome,predictor,moderator,interaction,expected_direction,coefficient,cluster_robust_se,t_value,p_value,ci_95_low,ci_95_high,n_observations,n_clusters,n_periods,r_squared,adjusted_r_squared,afd_support_mean,proximity_mean,supported,interpretation
H1a,absolute,Absolute GAL-TAN-Position,party_and_period_fixed_effects,mean_gal_tan_score,afd_support_t,afd_proximity_ordinal,afd_x_proximity,positive,0.032,0.007,4.547,0.010,0.012,0.051,732,5,3,0.652,0.649,14.556,1.990,True,Absolute GAL-TAN-Position: Der Interaktionseffekt weist in die erwartete Richtung und ist statistisch signifikant.
