afd_support_t,afd_proximity_ordinal,party_clean,wahlperiode_cat,afd_support_c,proximity_c,afd_x_proximity,predicted_gal_tan,ci_95_low,ci_95_high
12.434,4.000,cdu/csu,WP19,-2.122,2.010,-4.264,2.810,2.700,2.920
12.606,4.000,cdu/csu,WP19,-1.950,2.010,-3.919,2.832,2.723,2.941
12.778,4.000,cdu/csu,WP19,-1.778,2.010,-3.573,2.854,2.746,2.962
12.949,4.000,cdu/csu,WP19,-1.607,2.010,-3.228,2.876,2.768,2.983
13.121,4.000,cdu/csu,WP19,-1.435,2.010,-2.883,2.898,2.791,3.005
13.293,4.000,cdu/csu,WP19,-1.263,2.010,-2.538,2.920,2.813,3.026
13.465,4.000,cdu/csu,WP19,-1.091,2.010,-2.193,2.941,2.835,3.048
13.636,4.000,cdu/csu,WP19,-0.920,2.010,-1.848,2.963,2.857,3.070
13.808,4.000,cdu/csu,WP19,-0.748,2.010,-1.503,2.985,2.879,3.091
13.980,4.000,cdu/csu,WP19,-0.576,2.010,-1.158,3.007,2.901,3.114
14.152,4.000,cdu/csu,WP19,-0.404,2.010,-0.813,3.029,2.922,3.136
14.323,4.000,cdu/csu,WP19,-0.233,2.010,-0.468,3.051,2.944,3.158
14.495,4.000,cdu/csu,WP19,-0.061,2.010,-0.123,3.073,2.965,3.180
14.667,4.000,cdu/csu,WP19,0.111,2.010,0.222,3.095,2.986,3.203
14.838,4.000,cdu/csu,WP19,0.282,2.010,0.567,3.117,3.008,3.226
15.010,4.000,cdu/csu,WP19,0.454,2.010,0.913,3.138,3.029,3.248
15.182,4.000,cdu/csu,WP19,0.626,2.010,1.258,3.160,3.050,3.271
15.354,4.000,cdu/csu,WP19,0.798,2.010,1.603,3.182,3.070,3.294
15.525,4.000,cdu/csu,WP19,0.969,2.010,1.948,3.204,3.091,3.317
15.697,4.000,cdu/csu,WP19,1.141,2.010,2.293,3.226,3.112,3.340
15.869,4.000,cdu/csu,WP19,1.313,2.010,2.638,3.248,3.132,3.364
16.040,4.000,cdu/csu,WP19,1.484,2.010,2.983,3.270,3.153,3.387
16.212,4.000,cdu/csu,WP19,1.656,2.010,3.328,3.292,3.173,3.411
16.384,4.000,cdu/csu,WP19,1.828,2.010,3.673,3.314,3.193,3.434
16.556,4.000,cdu/csu,WP19,2.000,2.010,4.018,3.336,3.213,3.458
16.727,4.000,cdu/csu,WP19,2.171,2.010,4.363,3.357,3.233,3.482
16.899,4.000,cdu/csu,WP19,2.343,2.010,4.708,3.379,3.253,3.505
17.071,4.000,cdu/csu,WP19,2.515,2.010,5.053,3.401,3.273,3.529
17.242,4.000,cdu/csu,WP19,2.686,2.010,5.399,3.423,3.293,3.553
17.414,4.000,cdu/csu,WP19,2.858,2.010,5.744,3.445,3.313,3.577
17.586,4.000,cdu/csu,WP19,3.030,2.010,6.089,3.467,3.332,3.602
17.758,4.000,cdu/csu,WP19,3.202,2.010,6.434,3.489,3.352,3.626
17.929,4.000,cdu/csu,WP19,3.373,2.010,6.779,3.511,3.371,3.650
18.101,4.000,cdu/csu,WP19,3.545,2.010,7.124,3.533,3.391,3.674
18.273,4.000,cdu/csu,WP19,3.717,2.010,7.469,3.554,3.410,3.699
18.444,4.000,cdu/csu,WP19,3.888,2.010,7.814,3.576,3.430,3.723
18.616,4.000,cdu/csu,WP19,4.060,2.010,8.159,3.598,3.449,3.747
18.788,4.000,cdu/csu,WP19,4.232,2.010,8.504,3.620,3.468,3.772
18.960,4.000,cdu/csu,WP19,4.404,2.010,8.849,3.642,3.488,3.796
19.131,4.000,cdu/csu,WP19,4.575,2.010,9.194,3.664,3.507,3.821
19.303,4.000,cdu/csu,WP19,4.747,2.010,9.539,3.686,3.526,3.846
19.475,4.000,cdu/csu,WP19,4.919,2.010,9.885,3.708,3.545,3.870
19.646,4.000,cdu/csu,WP19,5.090,2.010,10.230,3.730,3.564,3.895
19.818,4.000,cdu/csu,WP19,5.262,2.010,10.575,3.752,3.583,3.920
19.990,4.000,cdu/csu,WP19,5.434,2.010,10.920,3.773,3.603,3.944
20.162,4.000,cdu/csu,WP19,5.606,2.010,11.265,3.795,3.622,3.969
20.333,4.000,cdu/csu,WP19,5.777,2.010,11.610,3.817,3.641,3.994
20.505,4.000,cdu/csu,WP19,5.949,2.010,11.955,3.839,3.659,4.019
20.677,4.000,cdu/csu,WP19,6.121,2.010,12.300,3.861,3.678,4.044
20.848,4.000,cdu/csu,WP19,6.292,2.010,12.645,3.883,3.697,4.068
21.020,4.000,cdu/csu,WP19,6.464,2.010,12.990,3.905,3.716,4.093
21.192,4.000,cdu/csu,WP19,6.636,2.010,13.335,3.927,3.735,4.118
21.364,4.000,cdu/csu,WP19,6.808,2.010,13.680,3.949,3.754,4.143
21.535,4.000,cdu/csu,WP19,6.979,2.010,14.025,3.970,3.773,4.168
21.707,4.000,cdu/csu,WP19,7.151,2.010,14.371,3.992,3.792,4.193
21.879,4.000,cdu/csu,WP19,7.323,2.010,14.716,4.014,3.810,4.218
22.051,4.000,cdu/csu,WP19,7.494,2.010,15.061,4.036,3.829,4.243
22.222,4.000,cdu/csu,WP19,7.666,2.010,15.406,4.058,3.848,4.268
22.394,4.000,cdu/csu,WP19,7.838,2.010,15.751,4.080,3.867,4.293
22.566,4.000,cdu/csu,WP19,8.010,2.010,16.096,4.102,3.885,4.318
22.737,4.000,cdu/csu,WP19,8.181,2.010,16.441,4.124,3.904,4.343
22.909,4.000,cdu/csu,WP19,8.353,2.010,16.786,4.146,3.923,4.369
23.081,4.000,cdu/csu,WP19,8.525,2.010,17.131,4.168,3.941,4.394
23.253,4.000,cdu/csu,WP19,8.697,2.010,17.476,4.189,3.960,4.419
23.424,4.000,cdu/csu,WP19,8.868,2.010,17.821,4.211,3.979,4.444
23.596,4.000,cdu/csu,WP19,9.040,2.010,18.166,4.233,3.997,4.469
23.768,4.000,cdu/csu,WP19,9.212,2.010,18.511,4.255,4.016,4.494
23.939,4.000,cdu/csu,WP19,9.383,2.010,18.856,4.277,4.035,4.519
24.111,4.000,cdu/csu,WP19,9.555,2.010,19.202,4.299,4.053,4.545
24.283,4.000,cdu/csu,WP19,9.727,2.010,19.547,4.321,4.072,4.570
24.455,4.000,cdu/csu,WP19,9.899,2.010,19.892,4.343,4.090,4.595
24.626,4.000,cdu/csu,WP19,10.070,2.010,20.237,4.365,4.109,4.620
24.798,4.000,cdu/csu,WP19,10.242,2.010,20.582,4.386,4.127,4.645
24.970,4.000,cdu/csu,WP19,10.414,2.010,20.927,4.408,4.146,4.671
25.141,4.000,cdu/csu,WP19,10.585,2.010,21.272,4.430,4.165,4.696
25.313,4.000,cdu/csu,WP19,10.757,2.010,21.617,4.452,4.183,4.721
25.485,4.000,cdu/csu,WP19,10.929,2.010,21.962,4.474,4.202,4.746
25.657,4.000,cdu/csu,WP19,11.101,2.010,22.307,4.496,4.220,4.772
25.828,4.000,cdu/csu,WP19,11.272,2.010,22.652,4.518,4.239,4.797
26.000,4.000,cdu/csu,WP19,11.444,2.010,22.997,4.540,4.257,4.822
