hypothesis,operationalization,model_label,model,outcome,predictor,moderator,interaction,expected_direction,coefficient,cluster_robust_se,t_value,p_value,ci_95_low,ci_95_high,n_observations,n_clusters,n_periods,r_squared,adjusted_r_squared,afd_support_mean,electoral_loss_mean,electoral_loss_sd,supported,interpretation
H2b,distance,Rhetorische Distanz zur AfD,party_and_period_fixed_effects,populism_distance_to_afd,afd_support_t,electoral_loss,afd_x_loss,negative,0.001,0.002,0.339,0.752,-0.006,0.007,733,5,3,0.343,0.335,14.536,0.014,1.175,False,Rhetorische Distanz zur AfD: Der Interaktionseffekt weist nicht in die erwartete Richtung und ist nicht statistisch signifikant.
