poll_interval_id,poll_date,next_poll_date,afd_support_t,party_clean,party_support_t,party_support_t_minus_1,party_support_change,party_support_change_abs,mean_populism_score,mean_populism_sum,mean_gal_tan_score,mean_P1_people,mean_P2_anti_elite,mean_P3_outgroup,mean_G1_environment,mean_G2_migration,mean_G3_society,mean_G4_civil_rights,mean_G5_cosmopolitanism,n_speeches_environment,n_speeches_migration,n_speeches_society,n_speeches_civil_rights,n_speeches_cosmopolitanism,n_speeches,n_speeches_with_gal_tan,mean_word_count,is_mainstream_party,is_afd,afd_proximity_ordinal,afd_proximity_label,share_environment_of_party_speeches,share_migration_of_party_speeches,share_society_of_party_speeches,share_civil_rights_of_party_speeches,share_cosmopolitanism_of_party_speeches,n_mainstream_speeches,n_mainstream_speeches_environment,n_mainstream_speeches_migration,n_mainstream_speeches_society,n_mainstream_speeches_civil_rights,n_mainstream_speeches_cosmopolitanism,share_environment_of_mainstream_speeches,share_migration_of_mainstream_speeches,share_society_of_mainstream_speeches,share_civil_rights_of_mainstream_speeches,share_cosmopolitanism_of_mainstream_speeches,share_party_of_mainstream_environment_speeches,share_party_of_mainstream_migration_speeches,share_party_of_mainstream_society_speeches,share_party_of_mainstream_civil_rights_speeches,share_party_of_mainstream_cosmopolitanism_speeches,government_label_interval,is_government,is_opposition,wahlperiode,wahlperiode_cat,poll_year,poll_month,interval_length_days,afd_mean_populism_score,afd_mean_populism_sum,afd_mean_gal_tan_score,afd_mean_P1_people,afd_mean_P2_anti_elite,afd_mean_P3_outgroup,afd_mean_G1_environment,afd_mean_G2_migration,afd_mean_G3_society,afd_mean_G4_civil_rights,afd_mean_G5_cosmopolitanism,afd_n_speeches,afd_n_speeches_with_gal_tan,afd_n_speeches_environment,afd_n_speeches_migration,afd_n_speeches_society,afd_n_speeches_civil_rights,afd_n_speeches_cosmopolitanism,afd_share_environment_of_party_speeches,afd_share_migration_of_party_speeches,afd_share_society_of_party_speeches,afd_share_civil_rights_of_party_speeches,afd_share_cosmopolitanism_of_party_speeches,populism_distance_to_afd,populism_sum_distance_to_afd,gal_tan_distance_to_afd,P1_people_distance_to_afd,P2_anti_elite_distance_to_afd,P3_outgroup_distance_to_afd,G1_environment_distance_to_afd,G2_migration_distance_to_afd,G3_society_distance_to_afd,G4_civil_rights_distance_to_afd,G5_cosmopolitanism_distance_to_afd,cluster_id,electoral_loss,afd_support_c,electoral_loss_c,afd_x_loss
1,2017-10-20,2017-11-09,12,cdu/csu,31.000,32.000,-1.000,1.000,0.000,0.000,,0.000,0.000,0.000,,,,,,0,0,0,0,0,1,0,656.000,True,False,4.000,CDU/CSU,0.000,0.000,0.000,0.000,0.000,6,0,0,0,1,1,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,Regierung,1.000,0.000,19.000,WP19,2017,10,20,1.667,5.000,7.667,2.000,2.000,1.000,,8.000,,7.000,8.000,1,1,0,1,0,1,1,0.000,1.000,0.000,1.000,1.000,1.667,5.000,,2.000,2.000,1.000,,,,,,0,1.000,-2.536,0.986,-2.502
1,2017-10-20,2017-11-09,12,fdp,12.000,11.000,1.000,1.000,0.333,1.000,,0.000,1.000,0.000,,,,,,0,0,0,0,0,1,0,479.000,True,False,3.000,FDP,0.000,0.000,0.000,0.000,0.000,6,0,0,0,1,1,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,Opposition,0.000,1.000,19.000,WP19,2017,10,20,1.667,5.000,7.667,2.000,2.000,1.000,,8.000,,7.000,8.000,1,1,0,1,0,1,1,0.000,1.000,0.000,1.000,1.000,1.333,4.000,,2.000,1.000,1.000,,,,,,1,-1.000,-2.536,-1.014,2.571
1,2017-10-20,2017-11-09,12,grüne,11.000,10.000,1.000,1.000,0.000,0.000,,0.000,0.000,0.000,,,,,,0,0,0,0,0,2,0,894.000,True,False,1.000,Bündnis 90/Die Grünen,0.000,0.000,0.000,0.000,0.000,6,0,0,0,1,1,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,Opposition,0.000,1.000,19.000,WP19,2017,10,20,1.667,5.000,7.667,2.000,2.000,1.000,,8.000,,7.000,8.000,1,1,0,1,0,1,1,0.000,1.000,0.000,1.000,1.000,1.667,5.000,,2.000,2.000,1.000,,,,,,2,-1.000,-2.536,-1.014,2.571
1,2017-10-20,2017-11-09,12,linke,9.000,10.000,-1.000,1.000,0.333,1.000,1.000,1.000,0.000,0.000,,,,2.000,0.000,0,0,0,1,1,1,1,646.000,True,False,0.000,Die Linke,0.000,0.000,0.000,1.000,1.000,6,0,0,0,1,1,0.000,0.000,0.000,0.167,0.167,,,,1.000,1.000,Opposition,0.000,1.000,19.000,WP19,2017,10,20,1.667,5.000,7.667,2.000,2.000,1.000,,8.000,,7.000,8.000,1,1,0,1,0,1,1,0.000,1.000,0.000,1.000,1.000,1.333,4.000,6.667,1.000,2.000,1.000,,,,5.000,8.000,3,1.000,-2.536,0.986,-2.502
1,2017-10-20,2017-11-09,12,spd,21.000,20.000,1.000,1.000,0.667,2.000,,1.000,1.000,0.000,,,,,,0,0,0,0,0,1,0,559.000,True,False,2.000,SPD,0.000,0.000,0.000,0.000,0.000,6,0,0,0,1,1,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,Regierung,1.000,0.000,19.000,WP19,2017,10,20,1.667,5.000,7.667,2.000,2.000,1.000,,8.000,,7.000,8.000,1,1,0,1,0,1,1,0.000,1.000,0.000,1.000,1.000,1.000,3.000,,1.000,1.000,1.000,,,,,,4,-1.000,-2.536,-1.014,2.571
4,2017-11-20,2017-12-07,11,cdu/csu,32.000,31.000,1.000,1.000,0.070,0.211,2.075,0.026,0.158,0.026,2.714,3.250,,1.000,1.704,7,12,0,2,27,38,29,694.763,True,False,4.000,CDU/CSU,0.184,0.316,0.000,0.053,0.711,116,17,35,0,10,83,0.060,0.103,0.000,0.017,0.233,0.412,0.343,,0.200,0.325,Regierung,1.000,0.000,19.000,WP19,2017,11,17,0.683,2.050,6.526,0.700,1.050,0.300,9.250,7.143,8.000,4.500,6.737,20,19,4,7,1,4,19,0.200,0.350,0.050,0.200,0.950,0.613,1.839,4.452,0.674,0.892,0.274,6.536,3.893,,3.500,5.033,0,-1.000,-3.536,-1.014,3.584
4,2017-11-20,2017-12-07,11,fdp,10.000,11.000,-1.000,1.000,0.111,0.333,2.036,0.056,0.278,0.000,7.000,1.714,,2.000,1.846,1,7,0,1,13,18,14,579.889,True,False,3.000,FDP,0.056,0.389,0.000,0.056,0.722,116,17,35,0,10,83,0.009,0.060,0.000,0.009,0.112,0.059,0.200,,0.100,0.157,Opposition,0.000,1.000,19.000,WP19,2017,11,17,0.683,2.050,6.526,0.700,1.050,0.300,9.250,7.143,8.000,4.500,6.737,20,19,4,7,1,4,19,0.200,0.350,0.050,0.200,0.950,0.572,1.717,4.491,0.644,0.772,0.300,2.250,5.429,,2.500,4.891,1,1.000,-3.536,0.986,-3.488
4,2017-11-20,2017-12-07,11,grüne,11.000,11.000,0.000,0.000,0.185,0.556,1.167,0.167,0.389,0.000,1.250,1.667,,2.000,0.857,4,3,0,2,14,18,15,614.111,True,False,1.000,Bündnis 90/Die Grünen,0.222,0.167,0.000,0.111,0.778,116,17,35,0,10,83,0.034,0.026,0.000,0.017,0.121,0.235,0.086,,0.200,0.169,Opposition,0.000,1.000,19.000,WP19,2017,11,17,0.683,2.050,6.526,0.700,1.050,0.300,9.250,7.143,8.000,4.500,6.737,20,19,4,7,1,4,19,0.200,0.350,0.050,0.200,0.950,0.498,1.494,5.360,0.533,0.661,0.300,8.000,5.476,,2.500,5.880,2,-0.000,-3.536,-0.014,0.048
4,2017-11-20,2017-12-07,11,linke,10.000,10.000,0.000,0.000,0.519,1.556,1.904,0.389,0.944,0.222,0.000,3.286,,1.500,1.462,2,7,0,4,13,18,13,581.278,True,False,0.000,Die Linke,0.111,0.389,0.000,0.222,0.722,116,17,35,0,10,83,0.017,0.060,0.000,0.034,0.112,0.118,0.200,,0.400,0.157,Opposition,0.000,1.000,19.000,WP19,2017,11,17,0.683,2.050,6.526,0.700,1.050,0.300,9.250,7.143,8.000,4.500,6.737,20,19,4,7,1,4,19,0.200,0.350,0.050,0.200,0.950,0.165,0.494,4.622,0.311,0.106,0.078,9.250,3.857,,3.000,5.275,3,-0.000,-3.536,-0.014,0.048
4,2017-11-20,2017-12-07,11,spd,22.000,21.000,1.000,1.000,0.222,0.667,1.611,0.250,0.417,0.000,1.667,2.667,,1.000,1.562,3,6,0,1,16,24,18,720.250,True,False,2.000,SPD,0.125,0.250,0.000,0.042,0.667,116,17,35,0,10,83,0.026,0.052,0.000,0.009,0.138,0.176,0.171,,0.100,0.193,Regierung,1.000,0.000,19.000,WP19,2017,11,17,0.683,2.050,6.526,0.700,1.050,0.300,9.250,7.143,8.000,4.500,6.737,20,19,4,7,1,4,19,0.200,0.350,0.050,0.200,0.950,0.461,1.383,4.915,0.450,0.633,0.300,7.583,4.476,,3.500,5.174,4,-1.000,-3.536,-1.014,3.584
5,2017-12-07,2017-12-15,13,cdu/csu,32.000,32.000,0.000,0.000,0.082,0.245,3.209,0.020,0.184,0.041,5.000,4.778,,3.812,2.107,3,9,0,16,28,49,39,694.184,True,False,4.000,CDU/CSU,0.061,0.184,0.000,0.327,0.571,149,17,28,6,42,89,0.020,0.060,0.000,0.107,0.188,0.176,0.321,0.000,0.381,0.315,Regierung,1.000,0.000,19.000,WP19,2017,12,8,0.894,2.682,6.509,1.000,1.364,0.318,8.000,6.286,,7.000,6.765,22,19,2,7,0,8,17,0.091,0.318,0.000,0.364,0.773,0.812,2.437,3.299,0.980,1.180,0.277,3.000,1.508,,3.188,4.658,0,-0.000,-1.536,-0.014,0.021
5,2017-12-07,2017-12-15,13,fdp,9.000,10.000,-1.000,1.000,0.117,0.350,2.693,0.000,0.300,0.050,5.000,4.000,7.000,2.833,2.143,2,5,1,6,14,20,16,567.800,True,False,3.000,FDP,0.100,0.250,0.050,0.300,0.700,149,17,28,6,42,89,0.013,0.034,0.007,0.040,0.094,0.118,0.179,0.167,0.143,0.157,Opposition,0.000,1.000,19.000,WP19,2017,12,8,0.894,2.682,6.509,1.000,1.364,0.318,8.000,6.286,,7.000,6.765,22,19,2,7,0,8,17,0.091,0.318,0.000,0.364,0.773,0.777,2.332,3.816,1.000,1.064,0.268,3.000,2.286,,4.167,4.622,1,1.000,-1.536,0.986,-1.515
5,2017-12-07,2017-12-15,13,grüne,11.000,11.000,0.000,0.000,0.217,0.652,1.368,0.043,0.565,0.043,1.750,1.500,0.000,1.571,1.077,4,4,2,7,13,23,17,523.957,True,False,1.000,Bündnis 90/Die Grünen,0.174,0.174,0.087,0.304,0.565,149,17,28,6,42,89,0.027,0.027,0.013,0.047,0.087,0.235,0.143,0.333,0.167,0.146,Opposition,0.000,1.000,19.000,WP19,2017,12,8,0.894,2.682,6.509,1.000,1.364,0.318,8.000,6.286,,7.000,6.765,22,19,2,7,0,8,17,0.091,0.318,0.000,0.364,0.773,0.677,2.030,5.141,0.957,0.798,0.275,6.250,4.786,,5.429,5.688,2,-0.000,-1.536,-0.014,0.021
5,2017-12-07,2017-12-15,13,linke,10.000,10.000,0.000,0.000,0.507,1.522,1.927,0.435,0.913,0.174,0.333,3.000,0.500,1.200,1.846,3,5,2,5,13,23,16,495.261,True,False,0.000,Die Linke,0.130,0.217,0.087,0.217,0.565,149,17,28,6,42,89,0.020,0.034,0.013,0.034,0.087,0.176,0.179,0.333,0.119,0.146,Opposition,0.000,1.000,19.000,WP19,2017,12,8,0.894,2.682,6.509,1.000,1.364,0.318,8.000,6.286,,7.000,6.765,22,19,2,7,0,8,17,0.091,0.318,0.000,0.364,0.773,0.387,1.160,4.582,0.565,0.451,0.144,7.667,3.286,,5.800,4.919,3,-0.000,-1.536,-0.014,0.021
5,2017-12-07,2017-12-15,13,spd,21.000,22.000,-1.000,1.000,0.225,0.676,1.048,0.147,0.441,0.088,0.600,1.800,0.000,1.625,1.000,5,5,1,8,21,34,26,626.059,True,False,2.000,SPD,0.147,0.147,0.029,0.235,0.618,149,17,28,6,42,89,0.034,0.034,0.007,0.054,0.141,0.294,0.179,0.167,0.190,0.236,Regierung,1.000,0.000,19.000,WP19,2017,12,8,0.894,2.682,6.509,1.000,1.364,0.318,8.000,6.286,,7.000,6.765,22,19,2,7,0,8,17,0.091,0.318,0.000,0.364,0.773,0.668,2.005,5.461,0.853,0.922,0.230,7.400,4.486,,5.375,5.765,4,1.000,-1.536,0.986,-1.515
7,2018-01-04,2018-01-26,13,cdu/csu,33.000,32.000,1.000,1.000,0.182,0.545,3.328,0.114,0.205,0.227,2.333,5.667,3.750,3.714,2.815,6,18,4,14,27,44,32,749.227,True,False,4.000,CDU/CSU,0.136,0.409,0.091,0.318,0.614,127,25,48,15,38,72,0.047,0.142,0.031,0.110,0.213,0.240,0.375,0.267,0.368,0.375,Regierung,1.000,0.000,19.000,WP19,2018,1,22,1.159,3.476,8.033,1.095,1.476,0.905,7.400,8.571,8.250,7.700,8.316,21,20,5,14,8,10,19,0.238,0.667,0.381,0.476,0.905,0.977,2.931,4.705,0.982,1.272,0.677,5.067,2.905,4.500,3.986,5.501,0,-1.000,-1.536,-1.014,1.557
7,2018-01-04,2018-01-26,13,fdp,9.000,9.000,0.000,0.000,0.157,0.471,2.778,0.176,0.235,0.059,4.167,3.125,0.500,1.750,1.900,6,8,2,4,10,17,15,641.588,True,False,3.000,FDP,0.353,0.471,0.118,0.235,0.588,127,25,48,15,38,72,0.047,0.063,0.016,0.031,0.079,0.240,0.167,0.133,0.105,0.139,Opposition,0.000,1.000,19.000,WP19,2018,1,22,1.159,3.476,8.033,1.095,1.476,0.905,7.400,8.571,8.250,7.700,8.316,21,20,5,14,8,10,19,0.238,0.667,0.381,0.476,0.905,1.002,3.006,5.256,0.919,1.241,0.846,3.233,5.446,7.750,5.950,6.416,1,-0.000,-1.536,-0.014,0.021
7,2018-01-04,2018-01-26,13,grüne,11.000,12.000,-1.000,1.000,0.431,1.294,0.731,0.353,0.647,0.294,1.167,0.800,0.333,0.750,0.250,6,5,3,8,8,17,13,658.647,True,False,1.000,Bündnis 90/Die Grünen,0.353,0.294,0.176,0.471,0.471,127,25,48,15,38,72,0.047,0.039,0.024,0.063,0.063,0.240,0.104,0.200,0.211,0.111,Opposition,0.000,1.000,19.000,WP19,2018,1,22,1.159,3.476,8.033,1.095,1.476,0.905,7.400,8.571,8.250,7.700,8.316,21,20,5,14,8,10,19,0.238,0.667,0.381,0.476,0.905,0.727,2.182,7.303,0.742,0.829,0.611,6.233,7.771,7.917,6.950,8.066,2,1.000,-1.536,0.986,-1.515
7,2018-01-04,2018-01-26,13,linke,9.000,9.000,0.000,0.000,0.579,1.737,1.762,0.526,1.053,0.158,1.600,1.429,1.000,0.750,1.333,5,7,1,4,9,19,14,583.579,True,False,0.000,Die Linke,0.263,0.368,0.053,0.211,0.474,127,25,48,15,38,72,0.039,0.055,0.008,0.031,0.071,0.200,0.146,0.067,0.105,0.125,Opposition,0.000,1.000,19.000,WP19,2018,1,22,1.159,3.476,8.033,1.095,1.476,0.905,7.400,8.571,8.250,7.700,8.316,21,20,5,14,8,10,19,0.238,0.667,0.381,0.476,0.905,0.580,1.739,6.271,0.569,0.424,0.747,5.800,7.143,7.250,6.950,6.982,3,-0.000,-1.536,-0.014,0.021
7,2018-01-04,2018-01-26,13,spd,21.000,20.000,1.000,1.000,0.178,0.533,1.258,0.167,0.267,0.100,1.500,1.900,0.400,1.750,1.056,2,10,5,8,18,30,22,721.167,True,False,2.000,SPD,0.067,0.333,0.167,0.267,0.600,127,25,48,15,38,72,0.016,0.079,0.039,0.063,0.142,0.080,0.208,0.333,0.211,0.250,Regierung,1.000,0.000,19.000,WP19,2018,1,22,1.159,3.476,8.033,1.095,1.476,0.905,7.400,8.571,8.250,7.700,8.316,21,20,5,14,8,10,19,0.238,0.667,0.381,0.476,0.905,0.981,2.943,6.776,0.929,1.210,0.805,5.900,6.671,7.850,5.950,7.260,4,-1.000,-1.536,-1.014,1.557
8,2018-01-26,2018-02-01,12,cdu/csu,33.000,33.000,0.000,0.000,0.083,0.250,2.500,0.000,0.000,0.250,,,,2.000,2.250,0,0,0,1,4,4,4,687.500,True,False,4.000,CDU/CSU,0.000,0.000,0.000,0.250,1.000,11,0,0,0,1,11,0.000,0.000,0.000,0.091,0.364,,,,1.000,0.364,Regierung,1.000,0.000,19.000,WP19,2018,1,6,1.500,4.500,9.500,1.500,2.000,1.000,,,,,9.500,2,2,0,0,0,0,2,0.000,0.000,0.000,0.000,1.000,1.417,4.250,7.000,1.500,2.000,0.750,,,,,7.250,0,-0.000,-2.536,-0.014,0.035
8,2018-01-26,2018-02-01,12,fdp,10.000,9.000,1.000,1.000,0.167,0.500,4.000,0.000,0.500,0.000,,,,,4.000,0,0,0,0,2,2,2,763.000,True,False,3.000,FDP,0.000,0.000,0.000,0.000,1.000,11,0,0,0,1,11,0.000,0.000,0.000,0.000,0.182,,,,0.000,0.182,Opposition,0.000,1.000,19.000,WP19,2018,1,6,1.500,4.500,9.500,1.500,2.000,1.000,,,,,9.500,2,2,0,0,0,0,2,0.000,0.000,0.000,0.000,1.000,1.333,4.000,5.500,1.500,1.500,1.000,,,,,5.500,1,-1.000,-2.536,-1.014,2.571
8,2018-01-26,2018-02-01,12,grüne,11.000,11.000,0.000,0.000,0.333,1.000,2.000,0.000,1.000,0.000,,,,,2.000,0,0,0,0,1,1,1,752.000,True,False,1.000,Bündnis 90/Die Grünen,0.000,0.000,0.000,0.000,1.000,11,0,0,0,1,11,0.000,0.000,0.000,0.000,0.091,,,,0.000,0.091,Opposition,0.000,1.000,19.000,WP19,2018,1,6,1.500,4.500,9.500,1.500,2.000,1.000,,,,,9.500,2,2,0,0,0,0,2,0.000,0.000,0.000,0.000,1.000,1.167,3.500,7.500,1.500,1.000,1.000,,,,,7.500,2,-0.000,-2.536,-0.014,0.035
8,2018-01-26,2018-02-01,12,linke,10.000,9.000,1.000,1.000,1.000,3.000,3.000,1.000,2.000,0.000,,,,,3.000,0,0,0,0,1,1,1,628.000,True,False,0.000,Die Linke,0.000,0.000,0.000,0.000,1.000,11,0,0,0,1,11,0.000,0.000,0.000,0.000,0.091,,,,0.000,0.091,Opposition,0.000,1.000,19.000,WP19,2018,1,6,1.500,4.500,9.500,1.500,2.000,1.000,,,,,9.500,2,2,0,0,0,0,2,0.000,0.000,0.000,0.000,1.000,0.500,1.500,6.500,0.500,0.000,1.000,,,,,6.500,3,-1.000,-2.536,-1.014,2.571
8,2018-01-26,2018-02-01,12,spd,19.000,21.000,-2.000,2.000,0.111,0.333,1.667,0.000,0.333,0.000,,,,,1.667,0,0,0,0,3,3,3,615.667,True,False,2.000,SPD,0.000,0.000,0.000,0.000,1.000,11,0,0,0,1,11,0.000,0.000,0.000,0.000,0.273,,,,0.000,0.273,Regierung,1.000,0.000,19.000,WP19,2018,1,6,1.500,4.500,9.500,1.500,2.000,1.000,,,,,9.500,2,2,0,0,0,0,2,0.000,0.000,0.000,0.000,1.000,1.389,4.167,7.833,1.500,1.667,1.000,,,,,7.833,4,2.000,-2.536,1.986,-5.038
9,2018-02-01,2018-02-15,14,cdu/csu,33.000,33.000,0.000,0.000,0.294,0.881,4.046,0.214,0.333,0.333,3.833,6.900,5.429,4.385,3.538,6,10,7,13,26,42,36,834.238,True,False,4.000,CDU/CSU,0.143,0.238,0.167,0.310,0.619,137,19,44,19,36,73,0.044,0.073,0.051,0.095,0.190,0.316,0.227,0.368,0.361,0.356,Regierung,1.000,0.000,19.000,WP19,2018,2,14,1.130,3.389,7.234,1.000,1.556,0.833,6.750,8.375,8.000,6.778,7.769,18,16,4,8,5,9,13,0.222,0.444,0.278,0.500,0.722,0.836,2.508,3.188,0.786,1.222,0.500,2.917,1.475,2.571,2.393,4.231,0,-0.000,-0.536,-0.014,0.007
9,2018-02-01,2018-02-15,14,fdp,10.000,10.000,0.000,0.000,0.157,0.471,3.000,0.059,0.294,0.118,6.000,3.500,2.000,2.750,1.625,2,4,1,4,8,17,14,587.000,True,False,3.000,FDP,0.118,0.235,0.059,0.235,0.471,137,19,44,19,36,73,0.015,0.029,0.007,0.029,0.058,0.105,0.091,0.053,0.111,0.110,Opposition,0.000,1.000,19.000,WP19,2018,2,14,1.130,3.389,7.234,1.000,1.556,0.833,6.750,8.375,8.000,6.778,7.769,18,16,4,8,5,9,13,0.222,0.444,0.278,0.500,0.722,0.973,2.918,4.234,0.941,1.261,0.716,0.750,4.875,6.000,4.028,6.144,1,-0.000,-0.536,-0.014,0.007
9,2018-02-01,2018-02-15,14,grüne,11.000,11.000,0.000,0.000,0.392,1.176,0.883,0.412,0.706,0.059,1.500,0.750,0.667,0.400,0.444,4,4,3,5,9,17,15,683.765,True,False,1.000,Bündnis 90/Die Grünen,0.235,0.235,0.176,0.294,0.529,137,19,44,19,36,73,0.029,0.029,0.022,0.036,0.066,0.211,0.091,0.158,0.139,0.123,Opposition,0.000,1.000,19.000,WP19,2018,2,14,1.130,3.389,7.234,1.000,1.556,0.833,6.750,8.375,8.000,6.778,7.769,18,16,4,8,5,9,13,0.222,0.444,0.278,0.500,0.722,0.737,2.212,6.351,0.588,0.850,0.775,5.250,7.625,7.333,6.378,7.325,2,-0.000,-0.536,-0.014,0.007
9,2018-02-01,2018-02-15,14,linke,11.000,10.000,1.000,1.000,0.549,1.647,0.929,0.647,0.824,0.176,0.500,0.833,0.200,0.833,0.778,2,6,5,6,9,17,13,618.765,True,False,0.000,Die Linke,0.118,0.353,0.294,0.353,0.529,137,19,44,19,36,73,0.015,0.044,0.036,0.044,0.066,0.105,0.136,0.263,0.167,0.123,Opposition,0.000,1.000,19.000,WP19,2018,2,14,1.130,3.389,7.234,1.000,1.556,0.833,6.750,8.375,8.000,6.778,7.769,18,16,4,8,5,9,13,0.222,0.444,0.278,0.500,0.722,0.581,1.742,6.305,0.353,0.732,0.657,6.250,7.542,7.800,5.944,6.991,3,-1.000,-0.536,-1.014,0.543
9,2018-02-01,2018-02-15,14,spd,18.000,19.000,-1.000,1.000,0.106,0.318,1.508,0.114,0.159,0.045,2.200,1.600,1.333,1.500,1.238,5,20,3,8,21,44,41,612.182,True,False,2.000,SPD,0.114,0.455,0.068,0.182,0.477,137,19,44,19,36,73,0.036,0.146,0.022,0.058,0.153,0.263,0.455,0.158,0.222,0.288,Regierung,1.000,0.000,19.000,WP19,2018,2,14,1.130,3.389,7.234,1.000,1.556,0.833,6.750,8.375,8.000,6.778,7.769,18,16,4,8,5,9,13,0.222,0.444,0.278,0.500,0.722,1.024,3.071,5.726,0.886,1.396,0.788,4.550,6.775,6.667,5.278,6.531,4,1.000,-0.536,0.986,-0.529
10,2018-02-15,2018-02-23,15,cdu/csu,33.000,33.000,0.000,0.000,0.242,0.725,3.544,0.100,0.375,0.250,2.900,5.500,6.083,4.389,3.056,10,10,12,18,18,40,35,765.175,True,False,4.000,CDU/CSU,0.250,0.250,0.300,0.450,0.450,111,32,30,33,47,55,0.090,0.090,0.108,0.162,0.162,0.312,0.333,0.364,0.383,0.327,Regierung,1.000,0.000,19.000,WP19,2018,2,8,1.083,3.250,8.089,1.188,1.438,0.625,8.250,8.167,8.167,7.625,8.500,16,14,4,6,6,8,10,0.250,0.375,0.375,0.500,0.625,0.842,2.525,4.545,1.087,1.062,0.375,5.350,2.667,2.083,3.236,5.444,0,-0.000,0.464,-0.014,-0.006
10,2018-02-15,2018-02-23,15,fdp,9.000,10.000,-1.000,1.000,0.333,1.000,2.271,0.200,0.533,0.267,3.750,2.750,3.333,1.500,1.571,4,4,3,6,7,15,12,683.867,True,False,3.000,FDP,0.267,0.267,0.200,0.400,0.467,111,32,30,33,47,55,0.036,0.036,0.027,0.054,0.063,0.125,0.133,0.091,0.128,0.127,Opposition,0.000,1.000,19.000,WP19,2018,2,8,1.083,3.250,8.089,1.188,1.438,0.625,8.250,8.167,8.167,7.625,8.500,16,14,4,6,6,8,10,0.250,0.375,0.375,0.500,0.625,0.750,2.250,5.818,0.988,0.904,0.358,4.500,5.417,4.833,6.125,6.929,1,1.000,0.464,0.986,0.458
10,2018-02-15,2018-02-23,15,grüne,13.000,11.000,2.000,2.000,0.476,1.429,1.077,0.429,0.714,0.286,1.167,2.000,1.000,0.857,0.875,6,4,5,7,8,14,13,698.357,True,False,1.000,Bündnis 90/Die Grünen,0.429,0.286,0.357,0.500,0.571,111,32,30,33,47,55,0.054,0.036,0.045,0.063,0.072,0.188,0.133,0.152,0.149,0.145,Opposition,0.000,1.000,19.000,WP19,2018,2,8,1.083,3.250,8.089,1.188,1.438,0.625,8.250,8.167,8.167,7.625,8.500,16,14,4,6,6,8,10,0.250,0.375,0.375,0.500,0.625,0.607,1.821,7.012,0.759,0.723,0.339,7.083,6.167,7.167,6.768,7.625,2,-2.000,0.464,-2.014,-0.934
10,2018-02-15,2018-02-23,15,linke,11.000,11.000,0.000,0.000,0.738,2.214,0.782,0.643,1.214,0.357,0.200,2.667,0.250,0.667,1.000,5,3,4,6,6,14,13,658.286,True,False,0.000,Die Linke,0.357,0.214,0.286,0.429,0.429,111,32,30,33,47,55,0.045,0.027,0.036,0.054,0.054,0.156,0.100,0.121,0.128,0.109,Opposition,0.000,1.000,19.000,WP19,2018,2,8,1.083,3.250,8.089,1.188,1.438,0.625,8.250,8.167,8.167,7.625,8.500,16,14,4,6,6,8,10,0.250,0.375,0.375,0.500,0.625,0.345,1.036,7.307,0.545,0.223,0.268,8.050,5.500,7.917,6.958,7.500,3,-0.000,0.464,-0.014,-0.006
10,2018-02-15,2018-02-23,15,spd,16.000,18.000,-2.000,2.000,0.250,0.750,1.434,0.143,0.429,0.179,1.286,3.000,1.333,0.600,1.375,7,9,9,10,16,28,24,686.321,True,False,2.000,SPD,0.250,0.321,0.321,0.357,0.571,111,32,30,33,47,55,0.063,0.081,0.081,0.090,0.144,0.219,0.300,0.273,0.213,0.291,Regierung,1.000,0.000,19.000,WP19,2018,2,8,1.083,3.250,8.089,1.188,1.438,0.625,8.250,8.167,8.167,7.625,8.500,16,14,4,6,6,8,10,0.250,0.375,0.375,0.500,0.625,0.833,2.500,6.655,1.045,1.009,0.446,6.964,5.167,6.833,7.025,7.125,4,2.000,0.464,1.986,0.921
11,2018-02-23,2018-03-01,14,cdu/csu,34.000,33.000,1.000,1.000,0.136,0.409,2.843,0.045,0.227,0.136,,5.000,3.667,1.500,2.615,0,3,3,4,13,22,17,730.909,True,False,4.000,CDU/CSU,0.000,0.136,0.136,0.182,0.591,61,1,9,10,11,40,0.000,0.049,0.049,0.066,0.213,0.000,0.333,0.300,0.364,0.325,Regierung,1.000,0.000,19.000,WP19,2018,2,6,0.900,2.700,6.979,1.000,1.200,0.500,9.000,8.600,8.000,6.333,7.125,10,8,2,5,2,3,8,0.200,0.500,0.200,0.300,0.800,0.764,2.291,4.136,0.955,0.973,0.364,,3.600,4.333,4.833,4.510,0,-1.000,-0.536,-1.014,0.543
11,2018-02-23,2018-03-01,14,fdp,9.000,9.000,0.000,0.000,0.167,0.500,1.500,0.000,0.250,0.250,,,2.000,2.000,1.200,0,0,1,1,5,8,6,581.375,True,False,3.000,FDP,0.000,0.000,0.125,0.125,0.625,61,1,9,10,11,40,0.000,0.000,0.016,0.016,0.082,0.000,0.000,0.100,0.091,0.125,Opposition,0.000,1.000,19.000,WP19,2018,2,6,0.900,2.700,6.979,1.000,1.200,0.500,9.000,8.600,8.000,6.333,7.125,10,8,2,5,2,3,8,0.200,0.500,0.200,0.300,0.800,0.733,2.200,5.479,1.000,0.950,0.250,,,6.000,4.333,5.925,1,-0.000,-0.536,-0.014,0.007
