hypothesis,operationalization,model_label,model,outcome,predictor,moderator,interaction,expected_direction,coefficient,cluster_robust_se,t_value,p_value,ci_95_low,ci_95_high,n_observations,n_clusters,n_periods,r_squared,adjusted_r_squared,afd_support_mean,electoral_loss_mean,electoral_loss_sd,supported,interpretation
H2b,absolute,Absoluter Populismus,party_and_period_fixed_effects,mean_populism_score,afd_support_t,electoral_loss,afd_x_loss,positive,-0.003,0.001,-2.158,0.097,-0.007,0.001,733,5,3,0.536,0.530,14.536,0.014,1.175,False,Absoluter Populismus: Der Interaktionseffekt weist nicht in die erwartete Richtung und ist nicht statistisch signifikant.
