afd_support_t,electoral_loss,party_clean,wahlperiode_cat,afd_support_c,electoral_loss_c,afd_x_loss,loss_level,predicted_distance,ci_95_low,ci_95_high
24.283,-1.161,cdu/csu,WP19,9.747,-1.175,-11.448,Niedriger Verlust / eher Gewinn,0.768,0.693,0.844
24.455,-1.161,cdu/csu,WP19,9.918,-1.175,-11.650,Niedriger Verlust / eher Gewinn,0.769,0.692,0.846
24.626,-1.161,cdu/csu,WP19,10.090,-1.175,-11.851,Niedriger Verlust / eher Gewinn,0.770,0.692,0.847
24.798,-1.161,cdu/csu,WP19,10.262,-1.175,-12.053,Niedriger Verlust / eher Gewinn,0.771,0.692,0.849
24.970,-1.161,cdu/csu,WP19,10.434,-1.175,-12.255,Niedriger Verlust / eher Gewinn,0.772,0.692,0.851
25.141,-1.161,cdu/csu,WP19,10.605,-1.175,-12.457,Niedriger Verlust / eher Gewinn,0.773,0.692,0.853
25.313,-1.161,cdu/csu,WP19,10.777,-1.175,-12.658,Niedriger Verlust / eher Gewinn,0.773,0.692,0.855
25.485,-1.161,cdu/csu,WP19,10.949,-1.175,-12.860,Niedriger Verlust / eher Gewinn,0.774,0.692,0.856
25.657,-1.161,cdu/csu,WP19,11.120,-1.175,-13.062,Niedriger Verlust / eher Gewinn,0.775,0.692,0.858
25.828,-1.161,cdu/csu,WP19,11.292,-1.175,-13.263,Niedriger Verlust / eher Gewinn,0.776,0.692,0.860
26.000,-1.161,cdu/csu,WP19,11.464,-1.175,-13.465,Niedriger Verlust / eher Gewinn,0.777,0.692,0.862
9.000,0.014,cdu/csu,WP19,-5.536,0.000,-0.000,Mittlerer Verlust,0.688,0.652,0.725
9.172,0.014,cdu/csu,WP19,-5.364,0.000,-0.000,Mittlerer Verlust,0.690,0.654,0.726
9.343,0.014,cdu/csu,WP19,-5.193,0.000,-0.000,Mittlerer Verlust,0.691,0.655,0.726
9.515,0.014,cdu/csu,WP19,-5.021,0.000,-0.000,Mittlerer Verlust,0.692,0.656,0.727
9.687,0.014,cdu/csu,WP19,-4.849,0.000,-0.000,Mittlerer Verlust,0.693,0.658,0.728
9.859,0.014,cdu/csu,WP19,-4.678,0.000,-0.000,Mittlerer Verlust,0.694,0.659,0.728
10.030,0.014,cdu/csu,WP19,-4.506,0.000,-0.000,Mittlerer Verlust,0.695,0.660,0.729
10.202,0.014,cdu/csu,WP19,-4.334,0.000,-0.000,Mittlerer Verlust,0.696,0.662,0.730
10.374,0.014,cdu/csu,WP19,-4.162,0.000,-0.000,Mittlerer Verlust,0.697,0.663,0.731
10.545,0.014,cdu/csu,WP19,-3.991,0.000,-0.000,Mittlerer Verlust,0.698,0.664,0.731
10.717,0.014,cdu/csu,WP19,-3.819,0.000,-0.000,Mittlerer Verlust,0.699,0.665,0.732
10.889,0.014,cdu/csu,WP19,-3.647,0.000,-0.000,Mittlerer Verlust,0.700,0.667,0.733
11.061,0.014,cdu/csu,WP19,-3.476,0.000,-0.000,Mittlerer Verlust,0.701,0.668,0.734
11.232,0.014,cdu/csu,WP19,-3.304,0.000,-0.000,Mittlerer Verlust,0.702,0.669,0.735
11.404,0.014,cdu/csu,WP19,-3.132,0.000,-0.000,Mittlerer Verlust,0.703,0.670,0.736
11.576,0.014,cdu/csu,WP19,-2.960,0.000,-0.000,Mittlerer Verlust,0.704,0.671,0.736
11.747,0.014,cdu/csu,WP19,-2.789,0.000,-0.000,Mittlerer Verlust,0.705,0.672,0.737
11.919,0.014,cdu/csu,WP19,-2.617,0.000,-0.000,Mittlerer Verlust,0.706,0.674,0.738
12.091,0.014,cdu/csu,WP19,-2.445,0.000,-0.000,Mittlerer Verlust,0.707,0.675,0.739
12.263,0.014,cdu/csu,WP19,-2.274,0.000,-0.000,Mittlerer Verlust,0.708,0.676,0.740
12.434,0.014,cdu/csu,WP19,-2.102,0.000,-0.000,Mittlerer Verlust,0.709,0.677,0.741
12.606,0.014,cdu/csu,WP19,-1.930,0.000,-0.000,Mittlerer Verlust,0.710,0.678,0.742
12.778,0.014,cdu/csu,WP19,-1.758,0.000,-0.000,Mittlerer Verlust,0.711,0.679,0.743
12.949,0.014,cdu/csu,WP19,-1.587,0.000,-0.000,Mittlerer Verlust,0.712,0.680,0.744
13.121,0.014,cdu/csu,WP19,-1.415,0.000,-0.000,Mittlerer Verlust,0.713,0.681,0.745
13.293,0.014,cdu/csu,WP19,-1.243,0.000,-0.000,Mittlerer Verlust,0.714,0.682,0.746
13.465,0.014,cdu/csu,WP19,-1.072,0.000,-0.000,Mittlerer Verlust,0.715,0.683,0.748
13.636,0.014,cdu/csu,WP19,-0.900,0.000,-0.000,Mittlerer Verlust,0.716,0.684,0.749
13.808,0.014,cdu/csu,WP19,-0.728,0.000,-0.000,Mittlerer Verlust,0.717,0.685,0.750
13.980,0.014,cdu/csu,WP19,-0.556,0.000,-0.000,Mittlerer Verlust,0.718,0.685,0.751
14.152,0.014,cdu/csu,WP19,-0.385,0.000,-0.000,Mittlerer Verlust,0.719,0.686,0.752
14.323,0.014,cdu/csu,WP19,-0.213,0.000,-0.000,Mittlerer Verlust,0.720,0.687,0.753
14.495,0.014,cdu/csu,WP19,-0.041,0.000,-0.000,Mittlerer Verlust,0.721,0.688,0.755
14.667,0.014,cdu/csu,WP19,0.131,0.000,0.000,Mittlerer Verlust,0.722,0.689,0.756
14.838,0.014,cdu/csu,WP19,0.302,0.000,0.000,Mittlerer Verlust,0.723,0.690,0.757
15.010,0.014,cdu/csu,WP19,0.474,0.000,0.000,Mittlerer Verlust,0.724,0.690,0.758
15.182,0.014,cdu/csu,WP19,0.646,0.000,0.000,Mittlerer Verlust,0.725,0.691,0.760
15.354,0.014,cdu/csu,WP19,0.817,0.000,0.000,Mittlerer Verlust,0.726,0.692,0.761
15.525,0.014,cdu/csu,WP19,0.989,0.000,0.000,Mittlerer Verlust,0.727,0.693,0.762
15.697,0.014,cdu/csu,WP19,1.161,0.000,0.000,Mittlerer Verlust,0.729,0.693,0.764
15.869,0.014,cdu/csu,WP19,1.333,0.000,0.000,Mittlerer Verlust,0.730,0.694,0.765
16.040,0.014,cdu/csu,WP19,1.504,0.000,0.000,Mittlerer Verlust,0.731,0.695,0.766
16.212,0.014,cdu/csu,WP19,1.676,0.000,0.000,Mittlerer Verlust,0.732,0.695,0.768
16.384,0.014,cdu/csu,WP19,1.848,0.000,0.000,Mittlerer Verlust,0.733,0.696,0.769
16.556,0.014,cdu/csu,WP19,2.019,0.000,0.000,Mittlerer Verlust,0.734,0.697,0.771
16.727,0.014,cdu/csu,WP19,2.191,0.000,0.000,Mittlerer Verlust,0.735,0.697,0.772
16.899,0.014,cdu/csu,WP19,2.363,0.000,0.000,Mittlerer Verlust,0.736,0.698,0.773
17.071,0.014,cdu/csu,WP19,2.535,0.000,0.000,Mittlerer Verlust,0.737,0.699,0.775
17.242,0.014,cdu/csu,WP19,2.706,0.000,0.000,Mittlerer Verlust,0.738,0.699,0.776
17.414,0.014,cdu/csu,WP19,2.878,0.000,0.000,Mittlerer Verlust,0.739,0.700,0.778
17.586,0.014,cdu/csu,WP19,3.050,0.000,0.000,Mittlerer Verlust,0.740,0.700,0.779
17.758,0.014,cdu/csu,WP19,3.221,0.000,0.000,Mittlerer Verlust,0.741,0.701,0.781
17.929,0.014,cdu/csu,WP19,3.393,0.000,0.000,Mittlerer Verlust,0.742,0.701,0.782
18.101,0.014,cdu/csu,WP19,3.565,0.000,0.000,Mittlerer Verlust,0.743,0.702,0.784
18.273,0.014,cdu/csu,WP19,3.737,0.000,0.000,Mittlerer Verlust,0.744,0.702,0.785
18.444,0.014,cdu/csu,WP19,3.908,0.000,0.000,Mittlerer Verlust,0.745,0.703,0.787
18.616,0.014,cdu/csu,WP19,4.080,0.000,0.000,Mittlerer Verlust,0.746,0.703,0.788
18.788,0.014,cdu/csu,WP19,4.252,0.000,0.000,Mittlerer Verlust,0.747,0.704,0.790
18.960,0.014,cdu/csu,WP19,4.423,0.000,0.000,Mittlerer Verlust,0.748,0.704,0.792
19.131,0.014,cdu/csu,WP19,4.595,0.000,0.000,Mittlerer Verlust,0.749,0.705,0.793
19.303,0.014,cdu/csu,WP19,4.767,0.000,0.000,Mittlerer Verlust,0.750,0.705,0.795
19.475,0.014,cdu/csu,WP19,4.939,0.000,0.000,Mittlerer Verlust,0.751,0.706,0.796
19.646,0.014,cdu/csu,WP19,5.110,0.000,0.000,Mittlerer Verlust,0.752,0.706,0.798
19.818,0.014,cdu/csu,WP19,5.282,0.000,0.000,Mittlerer Verlust,0.753,0.707,0.799
19.990,0.014,cdu/csu,WP19,5.454,0.000,0.000,Mittlerer Verlust,0.754,0.707,0.801
20.162,0.014,cdu/csu,WP19,5.625,0.000,0.000,Mittlerer Verlust,0.755,0.708,0.803
20.333,0.014,cdu/csu,WP19,5.797,0.000,0.000,Mittlerer Verlust,0.756,0.708,0.804
20.505,0.014,cdu/csu,WP19,5.969,0.000,0.000,Mittlerer Verlust,0.757,0.709,0.806
20.677,0.014,cdu/csu,WP19,6.141,0.000,0.000,Mittlerer Verlust,0.758,0.709,0.808
20.848,0.014,cdu/csu,WP19,6.312,0.000,0.000,Mittlerer Verlust,0.759,0.709,0.809
21.020,0.014,cdu/csu,WP19,6.484,0.000,0.000,Mittlerer Verlust,0.760,0.710,0.811
21.192,0.014,cdu/csu,WP19,6.656,0.000,0.000,Mittlerer Verlust,0.761,0.710,0.812
21.364,0.014,cdu/csu,WP19,6.827,0.000,0.000,Mittlerer Verlust,0.762,0.711,0.814
21.535,0.014,cdu/csu,WP19,6.999,0.000,0.000,Mittlerer Verlust,0.763,0.711,0.816
21.707,0.014,cdu/csu,WP19,7.171,0.000,0.000,Mittlerer Verlust,0.764,0.711,0.817
21.879,0.014,cdu/csu,WP19,7.343,0.000,0.000,Mittlerer Verlust,0.765,0.712,0.819
22.051,0.014,cdu/csu,WP19,7.514,0.000,0.000,Mittlerer Verlust,0.766,0.712,0.821
22.222,0.014,cdu/csu,WP19,7.686,0.000,0.000,Mittlerer Verlust,0.768,0.713,0.822
22.394,0.014,cdu/csu,WP19,7.858,0.000,0.000,Mittlerer Verlust,0.769,0.713,0.824
22.566,0.014,cdu/csu,WP19,8.030,0.000,0.000,Mittlerer Verlust,0.770,0.713,0.826
22.737,0.014,cdu/csu,WP19,8.201,0.000,0.000,Mittlerer Verlust,0.771,0.714,0.827
22.909,0.014,cdu/csu,WP19,8.373,0.000,0.000,Mittlerer Verlust,0.772,0.714,0.829
23.081,0.014,cdu/csu,WP19,8.545,0.000,0.000,Mittlerer Verlust,0.773,0.714,0.831
23.253,0.014,cdu/csu,WP19,8.716,0.000,0.000,Mittlerer Verlust,0.774,0.715,0.833
23.424,0.014,cdu/csu,WP19,8.888,0.000,0.000,Mittlerer Verlust,0.775,0.715,0.834
23.596,0.014,cdu/csu,WP19,9.060,0.000,0.000,Mittlerer Verlust,0.776,0.715,0.836
23.768,0.014,cdu/csu,WP19,9.232,0.000,0.000,Mittlerer Verlust,0.777,0.716,0.838
23.939,0.014,cdu/csu,WP19,9.403,0.000,0.000,Mittlerer Verlust,0.778,0.716,0.839
24.111,0.014,cdu/csu,WP19,9.575,0.000,0.000,Mittlerer Verlust,0.779,0.717,0.841
24.283,0.014,cdu/csu,WP19,9.747,0.000,0.000,Mittlerer Verlust,0.780,0.717,0.843
24.455,0.014,cdu/csu,WP19,9.918,0.000,0.000,Mittlerer Verlust,0.781,0.717,0.844
24.626,0.014,cdu/csu,WP19,10.090,0.000,0.000,Mittlerer Verlust,0.782,0.718,0.846
24.798,0.014,cdu/csu,WP19,10.262,0.000,0.000,Mittlerer Verlust,0.783,0.718,0.848
24.970,0.014,cdu/csu,WP19,10.434,0.000,0.000,Mittlerer Verlust,0.784,0.718,0.850
25.141,0.014,cdu/csu,WP19,10.605,0.000,0.000,Mittlerer Verlust,0.785,0.719,0.851
25.313,0.014,cdu/csu,WP19,10.777,0.000,0.000,Mittlerer Verlust,0.786,0.719,0.853
25.485,0.014,cdu/csu,WP19,10.949,0.000,0.000,Mittlerer Verlust,0.787,0.719,0.855
25.657,0.014,cdu/csu,WP19,11.120,0.000,0.000,Mittlerer Verlust,0.788,0.719,0.857
25.828,0.014,cdu/csu,WP19,11.292,0.000,0.000,Mittlerer Verlust,0.789,0.720,0.858
26.000,0.014,cdu/csu,WP19,11.464,0.000,0.000,Mittlerer Verlust,0.790,0.720,0.860
9.000,1.188,cdu/csu,WP19,-5.536,1.175,-6.503,Hoher Verlust,0.686,0.643,0.729
9.172,1.188,cdu/csu,WP19,-5.364,1.175,-6.301,Hoher Verlust,0.687,0.644,0.730
9.343,1.188,cdu/csu,WP19,-5.193,1.175,-6.099,Hoher Verlust,0.688,0.646,0.730
9.515,1.188,cdu/csu,WP19,-5.021,1.175,-5.897,Hoher Verlust,0.689,0.648,0.731
9.687,1.188,cdu/csu,WP19,-4.849,1.175,-5.696,Hoher Verlust,0.691,0.650,0.732
9.859,1.188,cdu/csu,WP19,-4.678,1.175,-5.494,Hoher Verlust,0.692,0.651,0.732
10.030,1.188,cdu/csu,WP19,-4.506,1.175,-5.292,Hoher Verlust,0.693,0.653,0.733
10.202,1.188,cdu/csu,WP19,-4.334,1.175,-5.091,Hoher Verlust,0.694,0.655,0.734
10.374,1.188,cdu/csu,WP19,-4.162,1.175,-4.889,Hoher Verlust,0.695,0.656,0.734
10.545,1.188,cdu/csu,WP19,-3.991,1.175,-4.687,Hoher Verlust,0.697,0.658,0.735
10.717,1.188,cdu/csu,WP19,-3.819,1.175,-4.486,Hoher Verlust,0.698,0.660,0.736
10.889,1.188,cdu/csu,WP19,-3.647,1.175,-4.284,Hoher Verlust,0.699,0.661,0.737
11.061,1.188,cdu/csu,WP19,-3.476,1.175,-4.082,Hoher Verlust,0.700,0.663,0.738
11.232,1.188,cdu/csu,WP19,-3.304,1.175,-3.881,Hoher Verlust,0.701,0.664,0.738
11.404,1.188,cdu/csu,WP19,-3.132,1.175,-3.679,Hoher Verlust,0.703,0.666,0.739
11.576,1.188,cdu/csu,WP19,-2.960,1.175,-3.477,Hoher Verlust,0.704,0.667,0.740
11.747,1.188,cdu/csu,WP19,-2.789,1.175,-3.275,Hoher Verlust,0.705,0.669,0.741
11.919,1.188,cdu/csu,WP19,-2.617,1.175,-3.074,Hoher Verlust,0.706,0.670,0.742
12.091,1.188,cdu/csu,WP19,-2.445,1.175,-2.872,Hoher Verlust,0.707,0.672,0.743
12.263,1.188,cdu/csu,WP19,-2.274,1.175,-2.670,Hoher Verlust,0.708,0.673,0.744
12.434,1.188,cdu/csu,WP19,-2.102,1.175,-2.469,Hoher Verlust,0.710,0.674,0.745
12.606,1.188,cdu/csu,WP19,-1.930,1.175,-2.267,Hoher Verlust,0.711,0.676,0.746
12.778,1.188,cdu/csu,WP19,-1.758,1.175,-2.065,Hoher Verlust,0.712,0.677,0.747
12.949,1.188,cdu/csu,WP19,-1.587,1.175,-1.864,Hoher Verlust,0.713,0.678,0.748
13.121,1.188,cdu/csu,WP19,-1.415,1.175,-1.662,Hoher Verlust,0.714,0.679,0.749
13.293,1.188,cdu/csu,WP19,-1.243,1.175,-1.460,Hoher Verlust,0.716,0.681,0.751
13.465,1.188,cdu/csu,WP19,-1.072,1.175,-1.259,Hoher Verlust,0.717,0.682,0.752
13.636,1.188,cdu/csu,WP19,-0.900,1.175,-1.057,Hoher Verlust,0.718,0.683,0.753
13.808,1.188,cdu/csu,WP19,-0.728,1.175,-0.855,Hoher Verlust,0.719,0.684,0.754
13.980,1.188,cdu/csu,WP19,-0.556,1.175,-0.653,Hoher Verlust,0.720,0.685,0.756
14.152,1.188,cdu/csu,WP19,-0.385,1.175,-0.452,Hoher Verlust,0.721,0.686,0.757
14.323,1.188,cdu/csu,WP19,-0.213,1.175,-0.250,Hoher Verlust,0.723,0.687,0.758
14.495,1.188,cdu/csu,WP19,-0.041,1.175,-0.048,Hoher Verlust,0.724,0.688,0.760
14.667,1.188,cdu/csu,WP19,0.131,1.175,0.153,Hoher Verlust,0.725,0.689,0.761
14.838,1.188,cdu/csu,WP19,0.302,1.175,0.355,Hoher Verlust,0.726,0.690,0.762
15.010,1.188,cdu/csu,WP19,0.474,1.175,0.557,Hoher Verlust,0.727,0.691,0.764
