afd_support_t,is_opposition,party_clean,wahlperiode_cat,afd_support_c,afd_x_opposition,status,predicted_distance,ci_95_low,ci_95_high
9.0,0,cdu/csu,WP19,-5.5406896551724145,-0.0,Regierung,4.298545765679708,4.1109012283360205,4.486190303023395
9.171717171717171,0,cdu/csu,WP19,-5.368972483455243,-0.0,Regierung,4.295771268920425,4.110226351064057,4.481316186776793
9.343434343434343,0,cdu/csu,WP19,-5.197255311738072,-0.0,Regierung,4.292996772161141,4.109481733100851,4.476511811221431
9.515151515151516,0,cdu/csu,WP19,-5.025538140020899,-0.0,Regierung,4.290222275401857,4.108665035249208,4.4717795155545055
9.686868686868687,0,cdu/csu,WP19,-4.853820968303728,-0.0,Regierung,4.287447778642574,4.107773901259224,4.467121656025924
9.858585858585858,0,cdu/csu,WP19,-4.682103796586556,-0.0,Regierung,4.28467328188329,4.10680596659557,4.462540597171009
10.030303030303031,0,cdu/csu,WP19,-4.510386624869383,-0.0,Regierung,4.281898785124006,4.105758868146256,4.458038702101756
10.202020202020202,0,cdu/csu,WP19,-4.338669453152212,-0.0,Regierung,4.279124288364723,4.104630254857071,4.453618321872375
10.373737373737374,0,cdu/csu,WP19,-4.166952281435041,-0.0,Regierung,4.276349791605439,4.103417799255312,4.449281783955565
10.545454545454545,0,cdu/csu,WP19,-3.9952351097178695,-0.0,Regierung,4.273575294846155,4.102119209803447,4.445031379888863
10.717171717171716,0,cdu/csu,WP19,-3.8235179380006983,-0.0,Regierung,4.270800798086872,4.100732243998427,4.440869352175317
10.88888888888889,0,cdu/csu,WP19,-3.6518007662835252,-0.0,Regierung,4.268026301327588,4.0992547221062345,4.436797880548941
11.06060606060606,0,cdu/csu,WP19,-3.480083594566354,-0.0,Regierung,4.265251804568304,4.097684541394441,4.432819067742166
11.232323232323232,0,cdu/csu,WP19,-3.3083664228491827,-0.0,Regierung,4.262477307809021,4.096019690699257,4.428934924918784
11.404040404040405,0,cdu/csu,WP19,-3.1366492511320097,-0.0,Regierung,4.259702811049737,4.094258265138677,4.425147356960796
11.575757575757576,0,cdu/csu,WP19,-2.9649320794148384,-0.0,Regierung,4.256928314290453,4.092398480761253,4.421458147819652
11.747474747474747,0,cdu/csu,WP19,-2.793214907697667,-0.0,Regierung,4.2541538175311695,4.090438688901744,4.417868946160595
11.919191919191919,0,cdu/csu,WP19,-2.621497735980496,-0.0,Regierung,4.2513793207718855,4.088377390001953,4.414381251541818
12.09090909090909,0,cdu/csu,WP19,-2.4497805642633246,-0.0,Regierung,4.2486048240126015,4.086213246648269,4.410996401376934
12.262626262626263,0,cdu/csu,WP19,-2.2780633925461515,-0.0,Regierung,4.245830327253318,4.0839450955779135,4.407715558928723
12.434343434343434,0,cdu/csu,WP19,-2.1063462208289803,-0.0,Regierung,4.2430558304940345,4.081571958414198,4.404539702573871
12.606060606060606,0,cdu/csu,WP19,-1.934629049111809,-0.0,Regierung,4.2402813337347505,4.079093050907593,4.401469616561908
12.777777777777779,0,cdu/csu,WP19,-1.762911877394636,-0.0,Regierung,4.237506836975467,4.076507790483844,4.398505883467091
12.94949494949495,0,cdu/csu,WP19,-1.5911947056774647,-0.0,Regierung,4.234732340216183,4.07381580193242,4.395648878499947
13.121212121212121,0,cdu/csu,WP19,-1.4194775339602934,-0.0,Regierung,4.231957843456899,4.071016921107047,4.392898765806752
