poll_interval_id,poll_date,next_poll_date,afd_support_t,party_clean,party_support_t,party_support_t_minus_1,party_support_change,party_support_change_abs,mean_populism_score,mean_populism_sum,mean_gal_tan_score,mean_P1_people,mean_P2_anti_elite,mean_P3_outgroup,mean_G1_environment,mean_G2_migration,mean_G3_society,mean_G4_civil_rights,mean_G5_cosmopolitanism,n_speeches_environment,n_speeches_migration,n_speeches_society,n_speeches_civil_rights,n_speeches_cosmopolitanism,n_speeches,n_speeches_with_gal_tan,mean_word_count,is_mainstream_party,is_afd,afd_proximity_ordinal,afd_proximity_label,share_environment_of_party_speeches,share_migration_of_party_speeches,share_society_of_party_speeches,share_civil_rights_of_party_speeches,share_cosmopolitanism_of_party_speeches,n_mainstream_speeches,n_mainstream_speeches_environment,n_mainstream_speeches_migration,n_mainstream_speeches_society,n_mainstream_speeches_civil_rights,n_mainstream_speeches_cosmopolitanism,share_environment_of_mainstream_speeches,share_migration_of_mainstream_speeches,share_society_of_mainstream_speeches,share_civil_rights_of_mainstream_speeches,share_cosmopolitanism_of_mainstream_speeches,share_party_of_mainstream_environment_speeches,share_party_of_mainstream_migration_speeches,share_party_of_mainstream_society_speeches,share_party_of_mainstream_civil_rights_speeches,share_party_of_mainstream_cosmopolitanism_speeches,government_label_interval,is_government,is_opposition,wahlperiode,wahlperiode_cat,poll_year,poll_month,interval_length_days,afd_mean_populism_score,afd_mean_populism_sum,afd_mean_gal_tan_score,afd_mean_P1_people,afd_mean_P2_anti_elite,afd_mean_P3_outgroup,afd_mean_G1_environment,afd_mean_G2_migration,afd_mean_G3_society,afd_mean_G4_civil_rights,afd_mean_G5_cosmopolitanism,afd_n_speeches,afd_n_speeches_with_gal_tan,afd_n_speeches_environment,afd_n_speeches_migration,afd_n_speeches_society,afd_n_speeches_civil_rights,afd_n_speeches_cosmopolitanism,afd_share_environment_of_party_speeches,afd_share_migration_of_party_speeches,afd_share_society_of_party_speeches,afd_share_civil_rights_of_party_speeches,afd_share_cosmopolitanism_of_party_speeches,populism_distance_to_afd,populism_sum_distance_to_afd,gal_tan_distance_to_afd,P1_people_distance_to_afd,P2_anti_elite_distance_to_afd,P3_outgroup_distance_to_afd,G1_environment_distance_to_afd,G2_migration_distance_to_afd,G3_society_distance_to_afd,G4_civil_rights_distance_to_afd,G5_cosmopolitanism_distance_to_afd,cluster_id
25,2018-09-21,2018-10-11,18,linke,10.0,10.0,0.0,0.0,0.5490196078431372,1.6470588235294117,1.4479166666666667,0.4411764705882353,1.0294117647058822,0.1764705882352941,0.9,2.5,3.0,1.4545454545454546,1.4545454545454546,10,6,3,11,11,34,24,537.4705882352941,True,False,0.0,Die Linke,0.2941176470588235,0.1764705882352941,0.088235294117647,0.3235294117647059,0.3235294117647059,242,61,34,13,60,81,0.0413223140495867,0.024793388429752,0.012396694214876,0.0454545454545454,0.0454545454545454,0.1639344262295081,0.1764705882352941,0.2307692307692307,0.1833333333333333,0.1358024691358024,Opposition,0.0,1.0,19.0,WP19,2018,9,20,0.9147286821705428,2.744186046511628,7.13063063063063,0.8604651162790697,1.3953488372093024,0.4883720930232558,7.6923076923076925,8.058823529411764,7.857142857142857,6.5,7.275862068965517,43,37,13,17,7,16,29,0.3023255813953488,0.3953488372093023,0.1627906976744186,0.3720930232558139,0.6744186046511628,0.3657090743274055,1.0971272229822162,5.682713963963963,0.4192886456908344,0.3659370725034201,0.3119015047879616,6.792307692307692,5.5588235294117645,4.857142857142857,5.045454545454545,5.821316614420063,3
25,2018-09-21,2018-10-11,18,spd,17.0,18.0,-1.0,1.0,0.1757575757575757,0.5272727272727272,1.3872549019607845,0.1636363636363636,0.2909090909090909,0.0727272727272727,1.2857142857142858,2.4,0.6666666666666666,1.2666666666666666,0.8947368421052632,14,10,3,15,19,55,34,703.9636363636364,True,False,2.0,SPD,0.2545454545454545,0.1818181818181818,0.0545454545454545,0.2727272727272727,0.3454545454545454,242,61,34,13,60,81,0.0578512396694214,0.0413223140495867,0.012396694214876,0.0619834710743801,0.0785123966942148,0.2295081967213114,0.2941176470588235,0.2307692307692307,0.25,0.2345679012345679,Regierung,1.0,0.0,19.0,WP19,2018,9,20,0.9147286821705428,2.744186046511628,7.13063063063063,0.8604651162790697,1.3953488372093024,0.4883720930232558,7.6923076923076925,8.058823529411764,7.857142857142857,6.5,7.275862068965517,43,37,13,17,7,16,29,0.3023255813953488,0.3953488372093023,0.1627906976744186,0.3720930232558139,0.6744186046511628,0.7389711064129669,2.216913319238901,5.743375728669847,0.6968287526427062,1.1044397463002116,0.415644820295983,6.406593406593407,5.658823529411764,7.19047619047619,5.233333333333333,6.381125226860254,4
26,2018-10-11,2018-10-19,16,cdu/csu,26.0,28.0,-2.0,2.0,0.0919540229885057,0.2758620689655172,2.691919191919192,0.0775862068965517,0.1034482758620689,0.0948275862068965,2.533333333333333,4.809523809523809,2.0,1.9615384615384612,2.473684210526316,15,21,11,26,38,116,66,766.8275862068965,True,False,4.0,CDU/CSU,0.1293103448275862,0.1810344827586207,0.0948275862068965,0.2241379310344827,0.3275862068965517,350,53,65,45,102,128,0.0428571428571428,0.06,0.0314285714285714,0.0742857142857142,0.1085714285714285,0.2830188679245283,0.3230769230769231,0.2444444444444444,0.2549019607843137,0.296875,Regierung,1.0,0.0,19.0,WP19,2018,10,8,0.7976190476190476,2.392857142857143,6.395833333333334,0.7678571428571429,1.2142857142857142,0.4107142857142857,7.888888888888889,7.631578947368421,9.428571428571429,5.458333333333333,6.485714285714286,56,44,9,19,7,24,35,0.1607142857142857,0.3392857142857143,0.125,0.4285714285714285,0.625,0.7056650246305418,2.116995073891625,3.7039141414141423,0.6902709359605912,1.1108374384236452,0.3158866995073891,5.355555555555556,2.822055137844612,7.428571428571429,3.496794871794872,4.01203007518797,0
26,2018-10-11,2018-10-19,16,fdp,10.0,9.0,1.0,1.0,0.3273809523809524,0.9821428571428572,2.196759259259259,0.25,0.6428571428571429,0.0892857142857142,3.857142857142857,3.583333333333333,0.8,2.0,2.1666666666666665,7,12,5,18,24,56,36,578.7678571428571,True,False,3.0,FDP,0.125,0.2142857142857142,0.0892857142857142,0.3214285714285714,0.4285714285714285,350,53,65,45,102,128,0.02,0.0342857142857142,0.0142857142857142,0.0514285714285714,0.0685714285714285,0.1320754716981132,0.1846153846153846,0.1111111111111111,0.1764705882352941,0.1875,Opposition,0.0,1.0,19.0,WP19,2018,10,8,0.7976190476190476,2.392857142857143,6.395833333333334,0.7678571428571429,1.2142857142857142,0.4107142857142857,7.888888888888889,7.631578947368421,9.428571428571429,5.458333333333333,6.485714285714286,56,44,9,19,7,24,35,0.1607142857142857,0.3392857142857143,0.125,0.4285714285714285,0.625,0.4702380952380952,1.4107142857142856,4.199074074074074,0.5178571428571429,0.5714285714285713,0.3214285714285714,4.031746031746032,4.048245614035087,8.628571428571428,3.458333333333333,4.31904761904762,1
26,2018-10-11,2018-10-19,16,grüne,17.0,15.0,2.0,2.0,0.28,0.84,1.0441176470588236,0.22,0.56,0.06,0.6923076923076923,2.125,0.875,0.9375,0.95,13,8,8,16,20,50,34,621.76,True,False,1.0,Bündnis 90/Die Grünen,0.26,0.16,0.16,0.32,0.4,350,53,65,45,102,128,0.0371428571428571,0.0228571428571428,0.0228571428571428,0.0457142857142857,0.0571428571428571,0.2452830188679245,0.123076923076923,0.1777777777777777,0.1568627450980392,0.15625,Opposition,0.0,1.0,19.0,WP19,2018,10,8,0.7976190476190476,2.392857142857143,6.395833333333334,0.7678571428571429,1.2142857142857142,0.4107142857142857,7.888888888888889,7.631578947368421,9.428571428571429,5.458333333333333,6.485714285714286,56,44,9,19,7,24,35,0.1607142857142857,0.3392857142857143,0.125,0.4285714285714285,0.625,0.5176190476190475,1.552857142857143,5.351715686274511,0.5478571428571429,0.6542857142857141,0.3507142857142857,7.196581196581197,5.506578947368421,8.553571428571429,4.520833333333333,5.535714285714286,2
26,2018-10-11,2018-10-19,16,linke,10.0,10.0,0.0,0.0,0.4965986394557823,1.489795918367347,1.4375,0.5510204081632653,0.8571428571428571,0.0816326530612244,1.8571428571428568,1.4545454545454546,0.2222222222222222,1.0625,1.1875,7,11,9,16,16,49,32,577.3877551020408,True,False,0.0,Die Linke,0.1428571428571428,0.2244897959183673,0.1836734693877551,0.3265306122448979,0.3265306122448979,350,53,65,45,102,128,0.02,0.0314285714285714,0.0257142857142857,0.0457142857142857,0.0457142857142857,0.1320754716981132,0.1692307692307692,0.2,0.1568627450980392,0.125,Opposition,0.0,1.0,19.0,WP19,2018,10,8,0.7976190476190476,2.392857142857143,6.395833333333334,0.7678571428571429,1.2142857142857142,0.4107142857142857,7.888888888888889,7.631578947368421,9.428571428571429,5.458333333333333,6.485714285714286,56,44,9,19,7,24,35,0.1607142857142857,0.3392857142857143,0.125,0.4285714285714285,0.625,0.3010204081632652,0.9030612244897958,4.958333333333334,0.2168367346938776,0.3571428571428571,0.3290816326530612,6.031746031746032,6.177033492822966,9.206349206349207,4.395833333333333,5.298214285714286,3
26,2018-10-11,2018-10-19,16,spd,15.0,17.0,-2.0,2.0,0.1687763713080168,0.5063291139240507,1.2686274509803923,0.1392405063291139,0.2911392405063291,0.0759493670886076,2.0,2.6153846153846154,0.8333333333333334,0.7692307692307693,0.8333333333333334,11,13,12,26,30,79,51,638.3417721518987,True,False,2.0,SPD,0.1392405063291139,0.1645569620253164,0.1518987341772152,0.3291139240506329,0.379746835443038,350,53,65,45,102,128,0.0314285714285714,0.0371428571428571,0.0342857142857142,0.0742857142857142,0.0857142857142857,0.2075471698113207,0.2,0.2666666666666666,0.2549019607843137,0.234375,Regierung,1.0,0.0,19.0,WP19,2018,10,8,0.7976190476190476,2.392857142857143,6.395833333333334,0.7678571428571429,1.2142857142857142,0.4107142857142857,7.888888888888889,7.631578947368421,9.428571428571429,5.458333333333333,6.485714285714286,56,44,9,19,7,24,35,0.1607142857142857,0.3392857142857143,0.125,0.4285714285714285,0.625,0.6288426763110306,1.886528028933092,5.127205882352942,0.628616636528029,0.9231464737793852,0.3347649186256781,5.888888888888889,5.016194331983806,8.595238095238095,4.689102564102564,5.652380952380953,4
27,2018-10-19,2018-11-15,16,cdu/csu,25.0,26.0,-1.0,1.0,0.144927536231884,0.4347826086956521,2.6207729468599035,0.1043478260869565,0.2521739130434782,0.0782608695652174,3.2222222222222223,5.2631578947368425,1.1666666666666667,3.208333333333333,2.0961538461538463,9,19,6,24,52,115,69,703.5391304347826,True,False,4.0,CDU/CSU,0.0782608695652174,0.1652173913043478,0.0521739130434782,0.208695652173913,0.4521739130434782,320,42,58,25,74,137,0.028125,0.059375,0.01875,0.075,0.1625,0.2142857142857142,0.3275862068965517,0.24,0.3243243243243243,0.3795620437956204,Regierung,1.0,0.0,19.0,WP19,2018,10,27,0.7559523809523808,2.267857142857143,6.422916666666668,0.6785714285714286,1.25,0.3392857142857143,8.285714285714286,8.428571428571429,7.0,5.45,6.875,56,40,7,14,5,20,32,0.125,0.25,0.0892857142857142,0.3571428571428571,0.5714285714285714,0.6110248447204968,1.833074534161491,3.802143719806764,0.5742236024844721,0.9978260869565218,0.2610248447204969,5.063492063492064,3.1654135338345863,5.833333333333333,2.2416666666666667,4.778846153846153,0
27,2018-10-19,2018-11-15,16,fdp,11.0,10.0,1.0,1.0,0.2857142857142857,0.8571428571428571,3.238095238095238,0.2244897959183673,0.5510204081632653,0.0816326530612244,3.8,5.3,3.5,2.090909090909091,2.1,5,10,2,11,20,49,28,548.9387755102041,True,False,3.0,FDP,0.1020408163265306,0.2040816326530612,0.0408163265306122,0.2244897959183673,0.4081632653061224,320,42,58,25,74,137,0.015625,0.03125,0.00625,0.034375,0.0625,0.119047619047619,0.1724137931034483,0.08,0.1486486486486486,0.145985401459854,Opposition,0.0,1.0,19.0,WP19,2018,10,27,0.7559523809523808,2.267857142857143,6.422916666666668,0.6785714285714286,1.25,0.3392857142857143,8.285714285714286,8.428571428571429,7.0,5.45,6.875,56,40,7,14,5,20,32,0.125,0.25,0.0892857142857142,0.3571428571428571,0.5714285714285714,0.4702380952380951,1.4107142857142856,3.1848214285714294,0.4540816326530612,0.6989795918367347,0.2576530612244898,4.485714285714287,3.128571428571429,3.5,3.3590909090909093,4.775,1
27,2018-10-19,2018-11-15,16,grüne,19.0,17.0,2.0,2.0,0.2878787878787878,0.8636363636363636,1.1194444444444445,0.1590909090909091,0.6818181818181818,0.0227272727272727,0.75,1.9,0.6,1.0833333333333333,0.8947368421052632,12,10,5,12,19,44,30,614.5909090909091,True,False,1.0,Bündnis 90/Die Grünen,0.2727272727272727,0.2272727272727272,0.1136363636363636,0.2727272727272727,0.4318181818181818,320,42,58,25,74,137,0.0375,0.03125,0.015625,0.0375,0.059375,0.2857142857142857,0.1724137931034483,0.2,0.1621621621621621,0.1386861313868613,Opposition,0.0,1.0,19.0,WP19,2018,10,27,0.7559523809523808,2.267857142857143,6.422916666666668,0.6785714285714286,1.25,0.3392857142857143,8.285714285714286,8.428571428571429,7.0,5.45,6.875,56,40,7,14,5,20,32,0.125,0.25,0.0892857142857142,0.3571428571428571,0.5714285714285714,0.468073593073593,1.404220779220779,5.303472222222223,0.5194805194805195,0.5681818181818182,0.3165584415584416,7.5357142857142865,6.5285714285714285,6.4,4.366666666666667,5.980263157894737,2
27,2018-10-19,2018-11-15,16,linke,9.0,10.0,-1.0,1.0,0.4696969696969696,1.4090909090909092,1.5,0.4545454545454545,0.8863636363636364,0.0681818181818181,0.8571428571428571,1.25,0.3333333333333333,2.090909090909091,1.125,7,8,3,11,16,44,29,598.3863636363636,True,False,0.0,Die Linke,0.1590909090909091,0.1818181818181818,0.0681818181818181,0.25,0.3636363636363636,320,42,58,25,74,137,0.021875,0.025,0.009375,0.034375,0.05,0.1666666666666666,0.1379310344827586,0.12,0.1486486486486486,0.1167883211678832,Opposition,0.0,1.0,19.0,WP19,2018,10,27,0.7559523809523808,2.267857142857143,6.422916666666668,0.6785714285714286,1.25,0.3392857142857143,8.285714285714286,8.428571428571429,7.0,5.45,6.875,56,40,7,14,5,20,32,0.125,0.25,0.0892857142857142,0.3571428571428571,0.5714285714285714,0.2862554112554111,0.8587662337662336,4.922916666666668,0.224025974025974,0.3636363636363636,0.2711038961038961,7.42857142857143,7.178571428571429,6.666666666666667,3.3590909090909093,5.75,3
27,2018-10-19,2018-11-15,16,spd,14.0,15.0,-1.0,1.0,0.1911764705882352,0.5735294117647058,1.5,0.1617647058823529,0.3235294117647059,0.088235294117647,1.6666666666666667,3.363636363636364,0.3333333333333333,1.0625,1.3,9,11,9,16,30,68,42,683.6911764705883,True,False,2.0,SPD,0.1323529411764706,0.1617647058823529,0.1323529411764706,0.2352941176470588,0.4411764705882353,320,42,58,25,74,137,0.028125,0.034375,0.028125,0.05,0.09375,0.2142857142857142,0.1896551724137931,0.36,0.2162162162162162,0.218978102189781,Regierung,1.0,0.0,19.0,WP19,2018,10,27,0.7559523809523808,2.267857142857143,6.422916666666668,0.6785714285714286,1.25,0.3392857142857143,8.285714285714286,8.428571428571429,7.0,5.45,6.875,56,40,7,14,5,20,32,0.125,0.25,0.0892857142857142,0.3571428571428571,0.5714285714285714,0.5647759103641455,1.694327731092437,4.922916666666668,0.5168067226890757,0.9264705882352942,0.2510504201680672,6.61904761904762,5.0649350649350655,6.666666666666667,4.3875,5.575,4
28,2018-11-15,2018-11-30,14,cdu/csu,26.0,25.0,1.0,1.0,0.0756501182033096,0.226950354609929,2.3974358974358974,0.0496453900709219,0.1347517730496454,0.0425531914893617,2.1666666666666665,5.1,1.9166666666666667,2.477272727272727,1.94,24,20,12,44,50,141,91,796.1489361702128,True,False,4.0,CDU/CSU,0.1702127659574468,0.1418439716312056,0.0851063829787234,0.3120567375886525,0.3546099290780142,433,104,64,51,135,151,0.0554272517321016,0.046189376443418,0.0277136258660508,0.1016166281755196,0.115473441108545,0.2307692307692307,0.3125,0.2352941176470588,0.3259259259259259,0.3311258278145695,Regierung,1.0,0.0,19.0,WP19,2018,11,15,0.855072463768116,2.565217391304348,6.458024691358025,0.8115942028985508,1.3043478260869563,0.4492753623188406,7.6875,8.083333333333334,7.916666666666667,5.25,7.071428571428571,69,54,16,24,12,24,42,0.2318840579710145,0.3478260869565217,0.1739130434782608,0.3478260869565217,0.6086956521739131,0.7794223455648063,2.3382670366944187,4.060588793922127,0.7619488128276288,1.169596053037311,0.4067221708294788,5.520833333333334,2.9833333333333343,6.0,2.772727272727273,5.131428571428572,0
28,2018-11-15,2018-11-30,14,fdp,8.0,11.0,-3.0,3.0,0.2275132275132275,0.6825396825396826,2.56140350877193,0.1111111111111111,0.5555555555555556,0.0158730158730158,3.9166666666666665,2.888888888888889,0.75,2.111111111111111,2.333333333333333,12,9,4,18,21,63,38,665.952380952381,True,False,3.0,FDP,0.1904761904761904,0.1428571428571428,0.0634920634920634,0.2857142857142857,0.3333333333333333,433,104,64,51,135,151,0.0277136258660508,0.0207852193995381,0.0092378752886836,0.0415704387990762,0.0484988452655889,0.1153846153846153,0.140625,0.0784313725490196,0.1333333333333333,0.1390728476821192,Opposition,0.0,1.0,19.0,WP19,2018,11,15,0.855072463768116,2.565217391304348,6.458024691358025,0.8115942028985508,1.3043478260869563,0.4492753623188406,7.6875,8.083333333333334,7.916666666666667,5.25,7.071428571428571,69,54,16,24,12,24,42,0.2318840579710145,0.3478260869565217,0.1739130434782608,0.3478260869565217,0.6086956521739131,0.6275592362548885,1.882677708764665,3.8966211825860952,0.7004830917874396,0.748792270531401,0.4334023464458247,3.7708333333333335,5.194444444444445,7.166666666666667,3.138888888888889,4.738095238095237,1
28,2018-11-15,2018-11-30,14,grüne,23.0,19.0,4.0,4.0,0.26775956284153,0.8032786885245902,1.184027777777778,0.180327868852459,0.6065573770491803,0.0163934426229508,1.0,2.2857142857142856,0.3846153846153846,0.9545454545454546,1.1363636363636365,24,7,13,22,22,61,48,656.983606557377,True,False,1.0,Bündnis 90/Die Grünen,0.3934426229508196,0.1147540983606557,0.2131147540983606,0.360655737704918,0.360655737704918,433,104,64,51,135,151,0.0554272517321016,0.0161662817551963,0.0300230946882217,0.0508083140877598,0.0508083140877598,0.2307692307692307,0.109375,0.2549019607843137,0.1629629629629629,0.1456953642384106,Opposition,0.0,1.0,19.0,WP19,2018,11,15,0.855072463768116,2.565217391304348,6.458024691358025,0.8115942028985508,1.3043478260869563,0.4492753623188406,7.6875,8.083333333333334,7.916666666666667,5.25,7.071428571428571,69,54,16,24,12,24,42,0.2318840579710145,0.3478260869565217,0.1739130434782608,0.3478260869565217,0.6086956521739131,0.587312900926586,1.7619387027797575,5.273996913580247,0.6312663340460918,0.6977904490377762,0.4328819196958897,6.6875,5.797619047619048,7.532051282051282,4.295454545454545,5.935064935064935,2
28,2018-11-15,2018-11-30,14,linke,9.0,9.0,0.0,0.0,0.5027322404371585,1.5081967213114753,1.1632478632478631,0.5573770491803278,0.918032786885246,0.0327868852459016,1.2857142857142858,0.7,0.25,1.0,0.95,14,10,12,22,20,61,39,611.8360655737705,True,False,0.0,Die Linke,0.2295081967213114,0.1639344262295081,0.1967213114754098,0.360655737704918,0.3278688524590163,433,104,64,51,135,151,0.0323325635103926,0.023094688221709,0.0277136258660508,0.0508083140877598,0.046189376443418,0.1346153846153846,0.15625,0.2352941176470588,0.1629629629629629,0.1324503311258278,Opposition,0.0,1.0,19.0,WP19,2018,11,15,0.855072463768116,2.565217391304348,6.458024691358025,0.8115942028985508,1.3043478260869563,0.4492753623188406,7.6875,8.083333333333334,7.916666666666667,5.25,7.071428571428571,69,54,16,24,12,24,42,0.2318840579710145,0.3478260869565217,0.1739130434782608,0.3478260869565217,0.6086956521739131,0.3523402233309575,1.0570206699928724,5.2947768281101615,0.2542171537182229,0.3863150392017106,0.4164884770729389,6.401785714285714,7.383333333333334,7.666666666666667,4.25,6.121428571428571,3
28,2018-11-15,2018-11-30,14,spd,14.0,14.0,0.0,0.0,0.1619937694704049,0.4859813084112149,1.304398148148148,0.1121495327102803,0.3271028037383177,0.0467289719626168,1.5333333333333334,1.8888888888888888,0.7,1.0,0.9473684210526316,30,18,10,29,38,107,72,675.0,True,False,2.0,SPD,0.2803738317757009,0.1682242990654205,0.0934579439252336,0.2710280373831775,0.3551401869158878,433,104,64,51,135,151,0.069284064665127,0.0415704387990762,0.023094688221709,0.0669745958429561,0.0877598152424942,0.2884615384615384,0.28125,0.196078431372549,0.2148148148148148,0.2516556291390728,Regierung,1.0,0.0,19.0,WP19,2018,11,15,0.855072463768116,2.565217391304348,6.458024691358025,0.8115942028985508,1.3043478260869563,0.4492753623188406,7.6875,8.083333333333334,7.916666666666667,5.25,7.071428571428571,69,54,16,24,12,24,42,0.2318840579710145,0.3478260869565217,0.1739130434782608,0.3478260869565217,0.6086956521739131,0.693078694297711,2.0792360828931327,5.153626543209877,0.6994446701882704,0.9772450223486387,0.4025463903562237,6.154166666666667,6.194444444444445,7.216666666666667,4.25,6.124060150375939,4
29,2018-11-30,2018-12-06,15,cdu/csu,28.0,26.0,2.0,2.0,0.1264367816091954,0.3793103448275862,2.373015873015873,0.0689655172413793,0.2758620689655172,0.0344827586206896,2.625,2.4444444444444446,,2.25,1.5833333333333333,8,9,0,4,12,29,21,673.1034482758621,True,False,4.0,CDU/CSU,0.2758620689655172,0.3103448275862069,0.0,0.1379310344827586,0.4137931034482758,80,22,21,5,16,34,0.1,0.1125,0.0,0.05,0.15,0.3636363636363636,0.4285714285714285,0.0,0.25,0.3529411764705882,Regierung,1.0,0.0,19.0,WP19,2018,11,6,1.0303030303030305,3.090909090909091,8.857142857142858,1.0,1.5454545454545454,0.5454545454545454,9.0,9.5,8.0,7.0,8.666666666666666,11,7,2,4,1,1,6,0.1818181818181818,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.5454545454545454,0.9038662486938348,2.7115987460815045,6.484126984126984,0.9310344827586208,1.269592476489028,0.5109717868338558,6.375,7.055555555555555,,4.75,7.083333333333333,0
29,2018-11-30,2018-12-06,15,fdp,9.0,8.0,1.0,1.0,0.3055555555555555,0.9166666666666666,3.8125,0.0833333333333333,0.6666666666666666,0.1666666666666666,7.0,3.0,0.0,1.5,2.333333333333333,3,3,1,2,6,12,8,650.5,True,False,3.0,FDP,0.25,0.25,0.0833333333333333,0.1666666666666666,0.5,80,22,21,5,16,34,0.0375,0.0375,0.0125,0.025,0.075,0.1363636363636363,0.1428571428571428,0.2,0.125,0.1764705882352941,Opposition,0.0,1.0,19.0,WP19,2018,11,6,1.0303030303030305,3.090909090909091,8.857142857142858,1.0,1.5454545454545454,0.5454545454545454,9.0,9.5,8.0,7.0,8.666666666666666,11,7,2,4,1,1,6,0.1818181818181818,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.5454545454545454,0.7247474747474747,2.1742424242424243,5.044642857142858,0.9166666666666666,0.8787878787878788,0.3787878787878788,2.0,6.5,8.0,5.5,6.333333333333332,1
29,2018-11-30,2018-12-06,15,grüne,21.0,23.0,-2.0,2.0,0.303030303030303,0.9090909090909092,0.8125,0.1818181818181818,0.6363636363636364,0.0909090909090909,0.75,0.5,,1.0,0.5,4,2,0,4,4,11,8,573.1818181818181,True,False,1.0,Bündnis 90/Die Grünen,0.3636363636363636,0.1818181818181818,0.0,0.3636363636363636,0.3636363636363636,80,22,21,5,16,34,0.05,0.025,0.0,0.05,0.05,0.1818181818181818,0.0952380952380952,0.0,0.25,0.1176470588235294,Opposition,0.0,1.0,19.0,WP19,2018,11,6,1.0303030303030305,3.090909090909091,8.857142857142858,1.0,1.5454545454545454,0.5454545454545454,9.0,9.5,8.0,7.0,8.666666666666666,11,7,2,4,1,1,6,0.1818181818181818,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.5454545454545454,0.7272727272727273,2.1818181818181817,8.044642857142858,0.8181818181818181,0.9090909090909092,0.4545454545454545,8.25,9.0,,6.0,8.166666666666666,2
29,2018-11-30,2018-12-06,15,linke,8.0,9.0,-1.0,1.0,0.4666666666666666,1.4,0.8333333333333334,0.5,0.9,0.0,0.3333333333333333,1.0,0.0,0.0,0.8,3,2,2,2,5,10,6,578.0,True,False,0.0,Die Linke,0.3,0.2,0.2,0.2,0.5,80,22,21,5,16,34,0.0375,0.025,0.025,0.025,0.0625,0.1363636363636363,0.0952380952380952,0.4,0.125,0.1470588235294117,Opposition,0.0,1.0,19.0,WP19,2018,11,6,1.0303030303030305,3.090909090909091,8.857142857142858,1.0,1.5454545454545454,0.5454545454545454,9.0,9.5,8.0,7.0,8.666666666666666,11,7,2,4,1,1,6,0.1818181818181818,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.5454545454545454,0.5636363636363637,1.690909090909091,8.023809523809524,0.5,0.6454545454545454,0.5454545454545454,8.666666666666666,8.5,8.0,7.0,7.866666666666666,3
29,2018-11-30,2018-12-06,15,spd,14.0,14.0,0.0,0.0,0.1851851851851851,0.5555555555555556,0.75,0.1666666666666666,0.3888888888888889,0.0,1.25,0.2,0.0,0.0,0.5714285714285714,4,5,2,4,7,18,12,709.5,True,False,2.0,SPD,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.2222222222222222,0.3888888888888889,80,22,21,5,16,34,0.05,0.0625,0.025,0.05,0.0875,0.1818181818181818,0.238095238095238,0.4,0.25,0.2058823529411764,Regierung,1.0,0.0,19.0,WP19,2018,11,6,1.0303030303030305,3.090909090909091,8.857142857142858,1.0,1.5454545454545454,0.5454545454545454,9.0,9.5,8.0,7.0,8.666666666666666,11,7,2,4,1,1,6,0.1818181818181818,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.5454545454545454,0.8451178451178452,2.5353535353535355,8.107142857142858,0.8333333333333334,1.1565656565656566,0.5454545454545454,7.75,9.3,8.0,7.0,8.095238095238095,4
30,2018-12-06,2018-12-14,14,cdu/csu,30.0,28.0,2.0,2.0,0.040650406504065,0.1219512195121951,1.9814814814814812,0.0,0.1219512195121951,0.0,7.0,1.0,2.6923076923076925,2.3846153846153846,1.2142857142857142,1,1,13,13,14,41,27,794.0731707317074,True,False,4.0,CDU/CSU,0.024390243902439,0.024390243902439,0.3170731707317073,0.3170731707317073,0.3414634146341463,125,4,5,38,43,40,0.008,0.008,0.104,0.104,0.112,0.25,0.2,0.3421052631578947,0.3023255813953488,0.35,Regierung,1.0,0.0,19.0,WP19,2018,12,8,0.9166666666666666,2.75,6.6157407407407405,0.9,1.3,0.55,,7.75,7.25,7.285714285714286,6.615384615384615,20,18,0,8,8,7,13,0.0,0.4,0.4,0.35,0.65,0.8760162601626016,2.6280487804878048,4.63425925925926,0.9,1.178048780487805,0.55,,6.75,4.557692307692308,4.9010989010989015,5.401098901098901,0
30,2018-12-06,2018-12-14,14,fdp,8.0,9.0,-1.0,1.0,0.2424242424242424,0.7272727272727273,2.083333333333333,0.1818181818181818,0.5454545454545454,0.0,0.0,,1.6666666666666667,0.75,2.571428571428572,1,0,6,8,7,22,12,520.7272727272727,True,False,3.0,FDP,0.0454545454545454,0.0,0.2727272727272727,0.3636363636363636,0.3181818181818182,125,4,5,38,43,40,0.008,0.0,0.048,0.064,0.056,0.25,0.0,0.1578947368421052,0.1860465116279069,0.175,Opposition,0.0,1.0,19.0,WP19,2018,12,8,0.9166666666666666,2.75,6.6157407407407405,0.9,1.3,0.55,,7.75,7.25,7.285714285714286,6.615384615384615,20,18,0,8,8,7,13,0.0,0.4,0.4,0.35,0.65,0.6742424242424242,2.0227272727272725,4.532407407407407,0.7181818181818183,0.7545454545454546,0.55,,,5.583333333333333,6.535714285714286,4.043956043956044,1
