poll_interval_id,poll_date,next_poll_date,afd_support_t,party_clean,party_support_t,party_support_t_minus_1,party_support_change,party_support_change_abs,mean_populism_score,mean_populism_sum,mean_gal_tan_score,mean_P1_people,mean_P2_anti_elite,mean_P3_outgroup,mean_G1_environment,mean_G2_migration,mean_G3_society,mean_G4_civil_rights,mean_G5_cosmopolitanism,n_speeches_environment,n_speeches_migration,n_speeches_society,n_speeches_civil_rights,n_speeches_cosmopolitanism,n_speeches,n_speeches_with_gal_tan,mean_word_count,is_mainstream_party,is_afd,afd_proximity_ordinal,afd_proximity_label,share_environment_of_party_speeches,share_migration_of_party_speeches,share_society_of_party_speeches,share_civil_rights_of_party_speeches,share_cosmopolitanism_of_party_speeches,n_mainstream_speeches,n_mainstream_speeches_environment,n_mainstream_speeches_migration,n_mainstream_speeches_society,n_mainstream_speeches_civil_rights,n_mainstream_speeches_cosmopolitanism,share_environment_of_mainstream_speeches,share_migration_of_mainstream_speeches,share_society_of_mainstream_speeches,share_civil_rights_of_mainstream_speeches,share_cosmopolitanism_of_mainstream_speeches,share_party_of_mainstream_environment_speeches,share_party_of_mainstream_migration_speeches,share_party_of_mainstream_society_speeches,share_party_of_mainstream_civil_rights_speeches,share_party_of_mainstream_cosmopolitanism_speeches,government_label_interval,is_government,is_opposition,wahlperiode,wahlperiode_cat,poll_year,poll_month,interval_length_days,afd_mean_populism_score,afd_mean_populism_sum,afd_mean_gal_tan_score,afd_mean_P1_people,afd_mean_P2_anti_elite,afd_mean_P3_outgroup,afd_mean_G1_environment,afd_mean_G2_migration,afd_mean_G3_society,afd_mean_G4_civil_rights,afd_mean_G5_cosmopolitanism,afd_n_speeches,afd_n_speeches_with_gal_tan,afd_n_speeches_environment,afd_n_speeches_migration,afd_n_speeches_society,afd_n_speeches_civil_rights,afd_n_speeches_cosmopolitanism,afd_share_environment_of_party_speeches,afd_share_migration_of_party_speeches,afd_share_society_of_party_speeches,afd_share_civil_rights_of_party_speeches,afd_share_cosmopolitanism_of_party_speeches,populism_distance_to_afd,populism_sum_distance_to_afd,gal_tan_distance_to_afd,P1_people_distance_to_afd,P2_anti_elite_distance_to_afd,P3_outgroup_distance_to_afd,G1_environment_distance_to_afd,G2_migration_distance_to_afd,G3_society_distance_to_afd,G4_civil_rights_distance_to_afd,G5_cosmopolitanism_distance_to_afd,cluster_id
1,2017-10-20,2017-11-09,12,cdu/csu,31.0,32.0,-1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0,0,0,0,0,1,0,656.0,True,False,4.0,CDU/CSU,0.0,0.0,0.0,0.0,0.0,6,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,Regierung,1.0,0.0,19.0,WP19,2017,10,20,1.6666666666666667,5.0,7.666666666666667,2.0,2.0,1.0,,8.0,,7.0,8.0,1,1,0,1,0,1,1,0.0,1.0,0.0,1.0,1.0,1.6666666666666667,5.0,,2.0,2.0,1.0,,,,,,0
1,2017-10-20,2017-11-09,12,fdp,12.0,11.0,1.0,1.0,0.3333333333333333,1.0,,0.0,1.0,0.0,,,,,,0,0,0,0,0,1,0,479.0,True,False,3.0,FDP,0.0,0.0,0.0,0.0,0.0,6,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,Opposition,0.0,1.0,19.0,WP19,2017,10,20,1.6666666666666667,5.0,7.666666666666667,2.0,2.0,1.0,,8.0,,7.0,8.0,1,1,0,1,0,1,1,0.0,1.0,0.0,1.0,1.0,1.3333333333333337,4.0,,2.0,1.0,1.0,,,,,,1
1,2017-10-20,2017-11-09,12,grüne,11.0,10.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0,0,0,0,0,2,0,894.0,True,False,1.0,Bündnis 90/Die Grünen,0.0,0.0,0.0,0.0,0.0,6,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,Opposition,0.0,1.0,19.0,WP19,2017,10,20,1.6666666666666667,5.0,7.666666666666667,2.0,2.0,1.0,,8.0,,7.0,8.0,1,1,0,1,0,1,1,0.0,1.0,0.0,1.0,1.0,1.6666666666666667,5.0,,2.0,2.0,1.0,,,,,,2
1,2017-10-20,2017-11-09,12,linke,9.0,10.0,-1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,,,2.0,0.0,0,0,0,1,1,1,1,646.0,True,False,0.0,Die Linke,0.0,0.0,0.0,1.0,1.0,6,0,0,0,1,1,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,,,,1.0,1.0,Opposition,0.0,1.0,19.0,WP19,2017,10,20,1.6666666666666667,5.0,7.666666666666667,2.0,2.0,1.0,,8.0,,7.0,8.0,1,1,0,1,0,1,1,0.0,1.0,0.0,1.0,1.0,1.3333333333333337,4.0,6.666666666666667,1.0,2.0,1.0,,,,5.0,8.0,3
1,2017-10-20,2017-11-09,12,spd,21.0,20.0,1.0,1.0,0.6666666666666666,2.0,,1.0,1.0,0.0,,,,,,0,0,0,0,0,1,0,559.0,True,False,2.0,SPD,0.0,0.0,0.0,0.0,0.0,6,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,Regierung,1.0,0.0,19.0,WP19,2017,10,20,1.6666666666666667,5.0,7.666666666666667,2.0,2.0,1.0,,8.0,,7.0,8.0,1,1,0,1,0,1,1,0.0,1.0,0.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,,4
4,2017-11-20,2017-12-07,11,cdu/csu,32.0,31.0,1.0,1.0,0.0701754385964912,0.2105263157894736,2.074712643678161,0.0263157894736842,0.1578947368421052,0.0263157894736842,2.7142857142857144,3.25,,1.0,1.7037037037037035,7,12,0,2,27,38,29,694.7631578947369,True,False,4.0,CDU/CSU,0.1842105263157894,0.3157894736842105,0.0,0.0526315789473684,0.7105263157894737,116,17,35,0,10,83,0.0603448275862069,0.1034482758620689,0.0,0.0172413793103448,0.2327586206896551,0.4117647058823529,0.3428571428571428,,0.2,0.3253012048192771,Regierung,1.0,0.0,19.0,WP19,2017,11,17,0.6833333333333333,2.05,6.526315789473684,0.7,1.05,0.3,9.25,7.142857142857143,8.0,4.5,6.7368421052631575,20,19,4,7,1,4,19,0.2,0.35,0.05,0.2,0.95,0.6131578947368421,1.839473684210526,4.451603145795524,0.6736842105263158,0.8921052631578947,0.2736842105263157,6.535714285714286,3.8928571428571432,,3.5,5.033138401559453,0
4,2017-11-20,2017-12-07,11,fdp,10.0,11.0,-1.0,1.0,0.1111111111111111,0.3333333333333333,2.0357142857142856,0.0555555555555555,0.2777777777777778,0.0,7.0,1.7142857142857142,,2.0,1.8461538461538465,1,7,0,1,13,18,14,579.8888888888889,True,False,3.0,FDP,0.0555555555555555,0.3888888888888889,0.0,0.0555555555555555,0.7222222222222222,116,17,35,0,10,83,0.0086206896551724,0.0603448275862069,0.0,0.0086206896551724,0.1120689655172413,0.0588235294117647,0.2,,0.1,0.1566265060240964,Opposition,0.0,1.0,19.0,WP19,2017,11,17,0.6833333333333333,2.05,6.526315789473684,0.7,1.05,0.3,9.25,7.142857142857143,8.0,4.5,6.7368421052631575,20,19,4,7,1,4,19,0.2,0.35,0.05,0.2,0.95,0.5722222222222222,1.7166666666666666,4.490601503759399,0.6444444444444444,0.7722222222222223,0.3,2.25,5.428571428571429,,2.5,4.890688259109311,1
4,2017-11-20,2017-12-07,11,grüne,11.0,11.0,0.0,0.0,0.1851851851851851,0.5555555555555556,1.1666666666666667,0.1666666666666666,0.3888888888888889,0.0,1.25,1.6666666666666667,,2.0,0.8571428571428571,4,3,0,2,14,18,15,614.1111111111111,True,False,1.0,Bündnis 90/Die Grünen,0.2222222222222222,0.1666666666666666,0.0,0.1111111111111111,0.7777777777777778,116,17,35,0,10,83,0.0344827586206896,0.0258620689655172,0.0,0.0172413793103448,0.1206896551724138,0.2352941176470588,0.0857142857142857,,0.2,0.1686746987951807,Opposition,0.0,1.0,19.0,WP19,2017,11,17,0.6833333333333333,2.05,6.526315789473684,0.7,1.05,0.3,9.25,7.142857142857143,8.0,4.5,6.7368421052631575,20,19,4,7,1,4,19,0.2,0.35,0.05,0.2,0.95,0.4981481481481482,1.4944444444444442,5.359649122807017,0.5333333333333333,0.6611111111111112,0.3,8.0,5.476190476190476,,2.5,5.879699248120301,2
4,2017-11-20,2017-12-07,11,linke,10.0,10.0,0.0,0.0,0.5185185185185185,1.5555555555555556,1.9038461538461535,0.3888888888888889,0.9444444444444444,0.2222222222222222,0.0,3.2857142857142856,,1.5,1.4615384615384617,2,7,0,4,13,18,13,581.2777777777778,True,False,0.0,Die Linke,0.1111111111111111,0.3888888888888889,0.0,0.2222222222222222,0.7222222222222222,116,17,35,0,10,83,0.0172413793103448,0.0603448275862069,0.0,0.0344827586206896,0.1120689655172413,0.1176470588235294,0.2,,0.4,0.1566265060240964,Opposition,0.0,1.0,19.0,WP19,2017,11,17,0.6833333333333333,2.05,6.526315789473684,0.7,1.05,0.3,9.25,7.142857142857143,8.0,4.5,6.7368421052631575,20,19,4,7,1,4,19,0.2,0.35,0.05,0.2,0.95,0.1648148148148148,0.4944444444444442,4.62246963562753,0.311111111111111,0.1055555555555556,0.0777777777777777,9.25,3.8571428571428577,,3.0,5.275303643724696,3
4,2017-11-20,2017-12-07,11,spd,22.0,21.0,1.0,1.0,0.2222222222222222,0.6666666666666666,1.6111111111111112,0.25,0.4166666666666667,0.0,1.6666666666666667,2.6666666666666665,,1.0,1.5625,3,6,0,1,16,24,18,720.25,True,False,2.0,SPD,0.125,0.25,0.0,0.0416666666666666,0.6666666666666666,116,17,35,0,10,83,0.0258620689655172,0.0517241379310344,0.0,0.0086206896551724,0.1379310344827586,0.1764705882352941,0.1714285714285714,,0.1,0.1927710843373494,Regierung,1.0,0.0,19.0,WP19,2017,11,17,0.6833333333333333,2.05,6.526315789473684,0.7,1.05,0.3,9.25,7.142857142857143,8.0,4.5,6.7368421052631575,20,19,4,7,1,4,19,0.2,0.35,0.05,0.2,0.95,0.4611111111111111,1.3833333333333333,4.9152046783625725,0.4499999999999999,0.6333333333333333,0.3,7.583333333333333,4.476190476190476,,3.5,5.1743421052631575,4
5,2017-12-07,2017-12-15,13,cdu/csu,32.0,32.0,0.0,0.0,0.0816326530612244,0.2448979591836734,3.209401709401709,0.0204081632653061,0.1836734693877551,0.0408163265306122,5.0,4.777777777777778,,3.8125,2.107142857142857,3,9,0,16,28,49,39,694.1836734693877,True,False,4.0,CDU/CSU,0.0612244897959183,0.1836734693877551,0.0,0.3265306122448979,0.5714285714285714,149,17,28,6,42,89,0.0201342281879194,0.0604026845637583,0.0,0.1073825503355704,0.1879194630872483,0.1764705882352941,0.3214285714285714,0.0,0.3809523809523809,0.3146067415730337,Regierung,1.0,0.0,19.0,WP19,2017,12,8,0.893939393939394,2.6818181818181817,6.508771929824562,1.0,1.3636363636363635,0.3181818181818182,8.0,6.285714285714286,,7.0,6.764705882352941,22,19,2,7,0,8,17,0.0909090909090909,0.3181818181818182,0.0,0.3636363636363636,0.7727272727272727,0.8123067408781696,2.4369202226345084,3.299370220422852,0.979591836734694,1.1799628942486085,0.2773654916512059,3.0,1.507936507936508,,3.1875,4.657563025210084,0
5,2017-12-07,2017-12-15,13,fdp,9.0,10.0,-1.0,1.0,0.1166666666666666,0.35,2.692708333333333,0.0,0.3,0.05,5.0,4.0,7.0,2.833333333333333,2.142857142857143,2,5,1,6,14,20,16,567.8,True,False,3.0,FDP,0.1,0.25,0.05,0.3,0.7,149,17,28,6,42,89,0.0134228187919463,0.0335570469798657,0.0067114093959731,0.0402684563758389,0.0939597315436241,0.1176470588235294,0.1785714285714285,0.1666666666666666,0.1428571428571428,0.1573033707865168,Opposition,0.0,1.0,19.0,WP19,2017,12,8,0.893939393939394,2.6818181818181817,6.508771929824562,1.0,1.3636363636363635,0.3181818181818182,8.0,6.285714285714286,,7.0,6.764705882352941,22,19,2,7,0,8,17,0.0909090909090909,0.3181818181818182,0.0,0.3636363636363636,0.7727272727272727,0.7772727272727273,2.3318181818181816,3.816063596491228,1.0,1.0636363636363635,0.2681818181818182,3.0,2.2857142857142856,,4.166666666666666,4.621848739495798,1
5,2017-12-07,2017-12-15,13,grüne,11.0,11.0,0.0,0.0,0.217391304347826,0.6521739130434783,1.3676470588235294,0.0434782608695652,0.5652173913043478,0.0434782608695652,1.75,1.5,0.0,1.5714285714285714,1.0769230769230769,4,4,2,7,13,23,17,523.9565217391304,True,False,1.0,Bündnis 90/Die Grünen,0.1739130434782608,0.1739130434782608,0.0869565217391304,0.3043478260869565,0.5652173913043478,149,17,28,6,42,89,0.0268456375838926,0.0268456375838926,0.0134228187919463,0.046979865771812,0.087248322147651,0.2352941176470588,0.1428571428571428,0.3333333333333333,0.1666666666666666,0.146067415730337,Opposition,0.0,1.0,19.0,WP19,2017,12,8,0.893939393939394,2.6818181818181817,6.508771929824562,1.0,1.3636363636363635,0.3181818181818182,8.0,6.285714285714286,,7.0,6.764705882352941,22,19,2,7,0,8,17,0.0909090909090909,0.3181818181818182,0.0,0.3636363636363636,0.7727272727272727,0.676548089591568,2.029644268774703,5.141124871001033,0.9565217391304348,0.7984189723320158,0.2747035573122529,6.25,4.785714285714286,,5.428571428571429,5.6877828054298645,2
5,2017-12-07,2017-12-15,13,linke,10.0,10.0,0.0,0.0,0.5072463768115941,1.5217391304347827,1.9270833333333333,0.4347826086956521,0.9130434782608696,0.1739130434782608,0.3333333333333333,3.0,0.5,1.2,1.8461538461538465,3,5,2,5,13,23,16,495.2608695652174,True,False,0.0,Die Linke,0.1304347826086956,0.217391304347826,0.0869565217391304,0.217391304347826,0.5652173913043478,149,17,28,6,42,89,0.0201342281879194,0.0335570469798657,0.0134228187919463,0.0335570469798657,0.087248322147651,0.1764705882352941,0.1785714285714285,0.3333333333333333,0.119047619047619,0.146067415730337,Opposition,0.0,1.0,19.0,WP19,2017,12,8,0.893939393939394,2.6818181818181817,6.508771929824562,1.0,1.3636363636363635,0.3181818181818182,8.0,6.285714285714286,,7.0,6.764705882352941,22,19,2,7,0,8,17,0.0909090909090909,0.3181818181818182,0.0,0.3636363636363636,0.7727272727272727,0.3866930171277999,1.160079051383399,4.581688596491229,0.5652173913043479,0.450592885375494,0.1442687747035573,7.666666666666667,3.2857142857142856,,5.8,4.918552036199095,3
5,2017-12-07,2017-12-15,13,spd,21.0,22.0,-1.0,1.0,0.2254901960784313,0.6764705882352942,1.0480769230769231,0.1470588235294117,0.4411764705882353,0.088235294117647,0.6,1.8,0.0,1.625,1.0,5,5,1,8,21,34,26,626.0588235294117,True,False,2.0,SPD,0.1470588235294117,0.1470588235294117,0.0294117647058823,0.2352941176470588,0.6176470588235294,149,17,28,6,42,89,0.0335570469798657,0.0335570469798657,0.0067114093959731,0.0536912751677852,0.1409395973154362,0.2941176470588235,0.1785714285714285,0.1666666666666666,0.1904761904761904,0.2359550561797752,Regierung,1.0,0.0,19.0,WP19,2017,12,8,0.893939393939394,2.6818181818181817,6.508771929824562,1.0,1.3636363636363635,0.3181818181818182,8.0,6.285714285714286,,7.0,6.764705882352941,22,19,2,7,0,8,17,0.0909090909090909,0.3181818181818182,0.0,0.3636363636363636,0.7727272727272727,0.6684491978609627,2.0053475935828877,5.460695006747638,0.8529411764705882,0.9224598930481284,0.2299465240641711,7.4,4.485714285714286,,5.375,5.764705882352941,4
7,2018-01-04,2018-01-26,13,cdu/csu,33.0,32.0,1.0,1.0,0.1818181818181818,0.5454545454545454,3.328125,0.1136363636363636,0.2045454545454545,0.2272727272727272,2.333333333333333,5.666666666666667,3.75,3.7142857142857135,2.814814814814815,6,18,4,14,27,44,32,749.2272727272727,True,False,4.0,CDU/CSU,0.1363636363636363,0.4090909090909091,0.0909090909090909,0.3181818181818182,0.6136363636363636,127,25,48,15,38,72,0.0472440944881889,0.1417322834645669,0.0314960629921259,0.1102362204724409,0.2125984251968504,0.24,0.375,0.2666666666666666,0.3684210526315789,0.375,Regierung,1.0,0.0,19.0,WP19,2018,1,22,1.1587301587301586,3.4761904761904763,8.033333333333333,1.0952380952380951,1.4761904761904765,0.9047619047619048,7.4,8.571428571428571,8.25,7.7,8.31578947368421,21,20,5,14,8,10,19,0.238095238095238,0.6666666666666666,0.3809523809523809,0.4761904761904761,0.9047619047619048,0.9769119769119768,2.930735930735931,4.705208333333333,0.9816017316017316,1.2716450216450217,0.6774891774891775,5.066666666666666,2.904761904761904,4.5,3.9857142857142858,5.500974658869396,0
7,2018-01-04,2018-01-26,13,fdp,9.0,9.0,0.0,0.0,0.1568627450980392,0.4705882352941176,2.7777777777777777,0.1764705882352941,0.2352941176470588,0.0588235294117647,4.166666666666667,3.125,0.5,1.75,1.9,6,8,2,4,10,17,15,641.5882352941177,True,False,3.0,FDP,0.3529411764705882,0.4705882352941176,0.1176470588235294,0.2352941176470588,0.5882352941176471,127,25,48,15,38,72,0.0472440944881889,0.0629921259842519,0.0157480314960629,0.0314960629921259,0.0787401574803149,0.24,0.1666666666666666,0.1333333333333333,0.1052631578947368,0.1388888888888889,Opposition,0.0,1.0,19.0,WP19,2018,1,22,1.1587301587301586,3.4761904761904763,8.033333333333333,1.0952380952380951,1.4761904761904765,0.9047619047619048,7.4,8.571428571428571,8.25,7.7,8.31578947368421,21,20,5,14,8,10,19,0.238095238095238,0.6666666666666666,0.3809523809523809,0.4761904761904761,0.9047619047619048,1.0018674136321195,3.0056022408963585,5.255555555555556,0.9187675070028012,1.2408963585434174,0.84593837535014,3.2333333333333334,5.446428571428571,7.75,5.95,6.41578947368421,1
7,2018-01-04,2018-01-26,13,grüne,11.0,12.0,-1.0,1.0,0.4313725490196078,1.2941176470588236,0.7307692307692307,0.3529411764705882,0.6470588235294118,0.2941176470588235,1.1666666666666667,0.8,0.3333333333333333,0.75,0.25,6,5,3,8,8,17,13,658.6470588235294,True,False,1.0,Bündnis 90/Die Grünen,0.3529411764705882,0.2941176470588235,0.1764705882352941,0.4705882352941176,0.4705882352941176,127,25,48,15,38,72,0.0472440944881889,0.0393700787401574,0.0236220472440944,0.0629921259842519,0.0629921259842519,0.24,0.1041666666666666,0.2,0.2105263157894736,0.1111111111111111,Opposition,0.0,1.0,19.0,WP19,2018,1,22,1.1587301587301586,3.4761904761904763,8.033333333333333,1.0952380952380951,1.4761904761904765,0.9047619047619048,7.4,8.571428571428571,8.25,7.7,8.31578947368421,21,20,5,14,8,10,19,0.238095238095238,0.6666666666666666,0.3809523809523809,0.4761904761904761,0.9047619047619048,0.7273576097105507,2.182072829131653,7.302564102564102,0.742296918767507,0.8291316526610645,0.6106442577030813,6.233333333333333,7.771428571428571,7.916666666666667,6.95,8.06578947368421,2
7,2018-01-04,2018-01-26,13,linke,9.0,9.0,0.0,0.0,0.5789473684210527,1.736842105263158,1.761904761904762,0.5263157894736842,1.0526315789473684,0.1578947368421052,1.6,1.4285714285714286,1.0,0.75,1.3333333333333333,5,7,1,4,9,19,14,583.578947368421,True,False,0.0,Die Linke,0.2631578947368421,0.3684210526315789,0.0526315789473684,0.2105263157894736,0.4736842105263157,127,25,48,15,38,72,0.0393700787401574,0.0551181102362204,0.0078740157480314,0.0314960629921259,0.0708661417322834,0.2,0.1458333333333333,0.0666666666666666,0.1052631578947368,0.125,Opposition,0.0,1.0,19.0,WP19,2018,1,22,1.1587301587301586,3.4761904761904763,8.033333333333333,1.0952380952380951,1.4761904761904765,0.9047619047619048,7.4,8.571428571428571,8.25,7.7,8.31578947368421,21,20,5,14,8,10,19,0.238095238095238,0.6666666666666666,0.3809523809523809,0.4761904761904761,0.9047619047619048,0.579782790309106,1.7393483709273183,6.271428571428571,0.5689223057644112,0.4235588972431079,0.7468671679197996,5.800000000000001,7.142857142857142,7.25,6.95,6.982456140350878,3
7,2018-01-04,2018-01-26,13,spd,21.0,20.0,1.0,1.0,0.1777777777777777,0.5333333333333333,1.2575757575757576,0.1666666666666666,0.2666666666666666,0.1,1.5,1.9,0.4,1.75,1.0555555555555556,2,10,5,8,18,30,22,721.1666666666666,True,False,2.0,SPD,0.0666666666666666,0.3333333333333333,0.1666666666666666,0.2666666666666666,0.6,127,25,48,15,38,72,0.0157480314960629,0.0787401574803149,0.0393700787401574,0.0629921259842519,0.1417322834645669,0.08,0.2083333333333333,0.3333333333333333,0.2105263157894736,0.25,Regierung,1.0,0.0,19.0,WP19,2018,1,22,1.1587301587301586,3.4761904761904763,8.033333333333333,1.0952380952380951,1.4761904761904765,0.9047619047619048,7.4,8.571428571428571,8.25,7.7,8.31578947368421,21,20,5,14,8,10,19,0.238095238095238,0.6666666666666666,0.3809523809523809,0.4761904761904761,0.9047619047619048,0.9809523809523808,2.942857142857143,6.775757575757575,0.9285714285714288,1.2095238095238097,0.8047619047619048,5.9,6.671428571428571,7.85,5.95,7.260233918128655,4
8,2018-01-26,2018-02-01,12,cdu/csu,33.0,33.0,0.0,0.0,0.0833333333333333,0.25,2.5,0.0,0.0,0.25,,,,2.0,2.25,0,0,0,1,4,4,4,687.5,True,False,4.0,CDU/CSU,0.0,0.0,0.0,0.25,1.0,11,0,0,0,1,11,0.0,0.0,0.0,0.0909090909090909,0.3636363636363636,,,,1.0,0.3636363636363636,Regierung,1.0,0.0,19.0,WP19,2018,1,6,1.5,4.5,9.5,1.5,2.0,1.0,,,,,9.5,2,2,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,1.4166666666666667,4.25,7.0,1.5,2.0,0.75,,,,,7.25,0
8,2018-01-26,2018-02-01,12,fdp,10.0,9.0,1.0,1.0,0.1666666666666666,0.5,4.0,0.0,0.5,0.0,,,,,4.0,0,0,0,0,2,2,2,763.0,True,False,3.0,FDP,0.0,0.0,0.0,0.0,1.0,11,0,0,0,1,11,0.0,0.0,0.0,0.0,0.1818181818181818,,,,0.0,0.1818181818181818,Opposition,0.0,1.0,19.0,WP19,2018,1,6,1.5,4.5,9.5,1.5,2.0,1.0,,,,,9.5,2,2,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,4.0,5.5,1.5,1.5,1.0,,,,,5.5,1
8,2018-01-26,2018-02-01,12,grüne,11.0,11.0,0.0,0.0,0.3333333333333333,1.0,2.0,0.0,1.0,0.0,,,,,2.0,0,0,0,0,1,1,1,752.0,True,False,1.0,Bündnis 90/Die Grünen,0.0,0.0,0.0,0.0,1.0,11,0,0,0,1,11,0.0,0.0,0.0,0.0,0.0909090909090909,,,,0.0,0.0909090909090909,Opposition,0.0,1.0,19.0,WP19,2018,1,6,1.5,4.5,9.5,1.5,2.0,1.0,,,,,9.5,2,2,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,1.1666666666666667,3.5,7.5,1.5,1.0,1.0,,,,,7.5,2
8,2018-01-26,2018-02-01,12,linke,10.0,9.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,,,,,3.0,0,0,0,0,1,1,1,628.0,True,False,0.0,Die Linke,0.0,0.0,0.0,0.0,1.0,11,0,0,0,1,11,0.0,0.0,0.0,0.0,0.0909090909090909,,,,0.0,0.0909090909090909,Opposition,0.0,1.0,19.0,WP19,2018,1,6,1.5,4.5,9.5,1.5,2.0,1.0,,,,,9.5,2,2,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.5,1.5,6.5,0.5,0.0,1.0,,,,,6.5,3
8,2018-01-26,2018-02-01,12,spd,19.0,21.0,-2.0,2.0,0.1111111111111111,0.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,0.0,,,,,1.6666666666666667,0,0,0,0,3,3,3,615.6666666666666,True,False,2.0,SPD,0.0,0.0,0.0,0.0,1.0,11,0,0,0,1,11,0.0,0.0,0.0,0.0,0.2727272727272727,,,,0.0,0.2727272727272727,Regierung,1.0,0.0,19.0,WP19,2018,1,6,1.5,4.5,9.5,1.5,2.0,1.0,,,,,9.5,2,2,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,1.3888888888888888,4.166666666666667,7.833333333333333,1.5,1.6666666666666667,1.0,,,,,7.833333333333333,4
9,2018-02-01,2018-02-15,14,cdu/csu,33.0,33.0,0.0,0.0,0.2936507936507936,0.8809523809523809,4.046296296296296,0.2142857142857142,0.3333333333333333,0.3333333333333333,3.8333333333333335,6.9,5.428571428571429,4.384615384615385,3.5384615384615383,6,10,7,13,26,42,36,834.2380952380952,True,False,4.0,CDU/CSU,0.1428571428571428,0.238095238095238,0.1666666666666666,0.3095238095238095,0.6190476190476191,137,19,44,19,36,73,0.0437956204379562,0.072992700729927,0.0510948905109489,0.0948905109489051,0.1897810218978102,0.3157894736842105,0.2272727272727272,0.3684210526315789,0.3611111111111111,0.3561643835616438,Regierung,1.0,0.0,19.0,WP19,2018,2,14,1.1296296296296295,3.388888888888889,7.234375,1.0,1.5555555555555556,0.8333333333333334,6.75,8.375,8.0,6.777777777777778,7.769230769230769,18,16,4,8,5,9,13,0.2222222222222222,0.4444444444444444,0.2777777777777778,0.5,0.7222222222222222,0.8359788359788358,2.507936507936508,3.188078703703704,0.7857142857142857,1.2222222222222223,0.5,2.9166666666666665,1.4749999999999996,2.571428571428571,2.3931623931623927,4.230769230769231,0
9,2018-02-01,2018-02-15,14,fdp,10.0,10.0,0.0,0.0,0.1568627450980392,0.4705882352941176,3.0,0.0588235294117647,0.2941176470588235,0.1176470588235294,6.0,3.5,2.0,2.75,1.625,2,4,1,4,8,17,14,587.0,True,False,3.0,FDP,0.1176470588235294,0.2352941176470588,0.0588235294117647,0.2352941176470588,0.4705882352941176,137,19,44,19,36,73,0.0145985401459854,0.0291970802919708,0.0072992700729927,0.0291970802919708,0.0583941605839416,0.1052631578947368,0.0909090909090909,0.0526315789473684,0.1111111111111111,0.1095890410958904,Opposition,0.0,1.0,19.0,WP19,2018,2,14,1.1296296296296295,3.388888888888889,7.234375,1.0,1.5555555555555556,0.8333333333333334,6.75,8.375,8.0,6.777777777777778,7.769230769230769,18,16,4,8,5,9,13,0.2222222222222222,0.4444444444444444,0.2777777777777778,0.5,0.7222222222222222,0.9727668845315904,2.918300653594771,4.234375,0.9411764705882352,1.261437908496732,0.7156862745098039,0.75,4.875,6.0,4.027777777777778,6.144230769230769,1
9,2018-02-01,2018-02-15,14,grüne,11.0,11.0,0.0,0.0,0.392156862745098,1.1764705882352942,0.8833333333333333,0.4117647058823529,0.7058823529411765,0.0588235294117647,1.5,0.75,0.6666666666666666,0.4,0.4444444444444444,4,4,3,5,9,17,15,683.7647058823529,True,False,1.0,Bündnis 90/Die Grünen,0.2352941176470588,0.2352941176470588,0.1764705882352941,0.2941176470588235,0.5294117647058824,137,19,44,19,36,73,0.0291970802919708,0.0291970802919708,0.0218978102189781,0.0364963503649635,0.0656934306569343,0.2105263157894736,0.0909090909090909,0.1578947368421052,0.1388888888888889,0.1232876712328767,Opposition,0.0,1.0,19.0,WP19,2018,2,14,1.1296296296296295,3.388888888888889,7.234375,1.0,1.5555555555555556,0.8333333333333334,6.75,8.375,8.0,6.777777777777778,7.769230769230769,18,16,4,8,5,9,13,0.2222222222222222,0.4444444444444444,0.2777777777777778,0.5,0.7222222222222222,0.7374727668845316,2.212418300653595,6.351041666666667,0.5882352941176471,0.8496732026143791,0.7745098039215687,5.25,7.625,7.333333333333333,6.377777777777777,7.324786324786324,2
