hypothesis,level,operationalization,model_label,model,outcome,predictor,expected_direction,hac_lag,coefficient,standard_error,test_statistic,p_value,ci_95_low,ci_95_high,n_observations,n_periods,r_squared,adjusted_r_squared,supported,interpretation
H2,mainstream_polling_interval,distance_to_afd,Rhetorische Distanz zur AfD,wahlperiode_fixed_effects,populism_distance_to_afd,afd_support_t,negative,4,0.007,0.005,1.435,0.154,-0.003,0.017,150,3,0.044,0.024,False,Rhetorische Distanz zur AfD: Der Koeffizient weist nicht in die erwartete Richtung und ist nicht statistisch signifikant.
