hypothesis,operationalization,model_label,model,outcome,predictor,moderator,interaction,expected_direction,coefficient,cluster_robust_se,t_value,p_value,ci_95_low,ci_95_high,n_observations,n_clusters,n_periods,r_squared,adjusted_r_squared,afd_support_mean,proximity_mean,supported,interpretation
H2a,distance,Rhetorische Distanz zur AfD,party_and_period_fixed_effects,populism_distance_to_afd,afd_support_t,afd_proximity_ordinal,afd_x_proximity,negative,-0.001,0.002,-0.469,0.664,-0.006,0.004,739,5,3,0.341,0.334,14.563,1.993,False,"Rhetorische Distanz zur AfD: Der Interaktionseffekt weist in die erwartete Richtung, ist aber nicht statistisch signifikant."
