afd_support_t,afd_proximity_ordinal,party_clean,wahlperiode_cat,afd_support_c,proximity_c,afd_x_proximity,predicted_distance,ci_95_low,ci_95_high
13.293,0.000,cdu/csu,WP19,-1.270,-1.993,2.531,0.712,0.679,0.744
13.465,0.000,cdu/csu,WP19,-1.098,-1.993,2.189,0.713,0.681,0.746
13.636,0.000,cdu/csu,WP19,-0.927,-1.993,1.847,0.714,0.682,0.747
13.808,0.000,cdu/csu,WP19,-0.755,-1.993,1.505,0.716,0.683,0.749
13.980,0.000,cdu/csu,WP19,-0.583,-1.993,1.162,0.717,0.684,0.750
14.152,0.000,cdu/csu,WP19,-0.411,-1.993,0.820,0.719,0.686,0.751
14.323,0.000,cdu/csu,WP19,-0.240,-1.993,0.478,0.720,0.687,0.753
14.495,0.000,cdu/csu,WP19,-0.068,-1.993,0.135,0.721,0.688,0.755
14.667,0.000,cdu/csu,WP19,0.104,-1.993,-0.207,0.723,0.689,0.756
14.838,0.000,cdu/csu,WP19,0.275,-1.993,-0.549,0.724,0.690,0.758
15.010,0.000,cdu/csu,WP19,0.447,-1.993,-0.891,0.725,0.691,0.760
15.182,0.000,cdu/csu,WP19,0.619,-1.993,-1.234,0.727,0.692,0.761
15.354,0.000,cdu/csu,WP19,0.791,-1.993,-1.576,0.728,0.693,0.763
15.525,0.000,cdu/csu,WP19,0.962,-1.993,-1.918,0.730,0.694,0.765
15.697,0.000,cdu/csu,WP19,1.134,-1.993,-2.260,0.731,0.695,0.767
15.869,0.000,cdu/csu,WP19,1.306,-1.993,-2.603,0.732,0.696,0.768
16.040,0.000,cdu/csu,WP19,1.477,-1.993,-2.945,0.734,0.697,0.770
16.212,0.000,cdu/csu,WP19,1.649,-1.993,-3.287,0.735,0.698,0.772
16.384,0.000,cdu/csu,WP19,1.821,-1.993,-3.630,0.736,0.699,0.774
16.556,0.000,cdu/csu,WP19,1.993,-1.993,-3.972,0.738,0.699,0.776
16.727,0.000,cdu/csu,WP19,2.164,-1.993,-4.314,0.739,0.700,0.778
16.899,0.000,cdu/csu,WP19,2.336,-1.993,-4.656,0.740,0.701,0.780
17.071,0.000,cdu/csu,WP19,2.508,-1.993,-4.999,0.742,0.701,0.782
17.242,0.000,cdu/csu,WP19,2.680,-1.993,-5.341,0.743,0.702,0.784
17.414,0.000,cdu/csu,WP19,2.851,-1.993,-5.683,0.745,0.703,0.786
17.586,0.000,cdu/csu,WP19,3.023,-1.993,-6.025,0.746,0.703,0.788
17.758,0.000,cdu/csu,WP19,3.195,-1.993,-6.368,0.747,0.704,0.790
17.929,0.000,cdu/csu,WP19,3.366,-1.993,-6.710,0.749,0.705,0.792
18.101,0.000,cdu/csu,WP19,3.538,-1.993,-7.052,0.750,0.705,0.795
18.273,0.000,cdu/csu,WP19,3.710,-1.993,-7.395,0.751,0.706,0.797
18.444,0.000,cdu/csu,WP19,3.882,-1.993,-7.737,0.753,0.706,0.799
18.616,0.000,cdu/csu,WP19,4.053,-1.993,-8.079,0.754,0.707,0.801
18.788,0.000,cdu/csu,WP19,4.225,-1.993,-8.421,0.755,0.708,0.803
18.960,0.000,cdu/csu,WP19,4.397,-1.993,-8.764,0.757,0.708,0.806
19.131,0.000,cdu/csu,WP19,4.568,-1.993,-9.106,0.758,0.709,0.808
19.303,0.000,cdu/csu,WP19,4.740,-1.993,-9.448,0.760,0.709,0.810
19.475,0.000,cdu/csu,WP19,4.912,-1.993,-9.790,0.761,0.710,0.812
19.646,0.000,cdu/csu,WP19,5.084,-1.993,-10.133,0.762,0.710,0.814
19.818,0.000,cdu/csu,WP19,5.255,-1.993,-10.475,0.764,0.710,0.817
19.990,0.000,cdu/csu,WP19,5.427,-1.993,-10.817,0.765,0.711,0.819
20.162,0.000,cdu/csu,WP19,5.599,-1.993,-11.160,0.766,0.711,0.821
20.333,0.000,cdu/csu,WP19,5.770,-1.993,-11.502,0.768,0.712,0.824
20.505,0.000,cdu/csu,WP19,5.942,-1.993,-11.844,0.769,0.712,0.826
20.677,0.000,cdu/csu,WP19,6.114,-1.993,-12.186,0.770,0.713,0.828
20.848,0.000,cdu/csu,WP19,6.286,-1.993,-12.529,0.772,0.713,0.830
21.020,0.000,cdu/csu,WP19,6.457,-1.993,-12.871,0.773,0.714,0.833
21.192,0.000,cdu/csu,WP19,6.629,-1.993,-13.213,0.775,0.714,0.835
21.364,0.000,cdu/csu,WP19,6.801,-1.993,-13.555,0.776,0.714,0.837
21.535,0.000,cdu/csu,WP19,6.972,-1.993,-13.898,0.777,0.715,0.840
21.707,0.000,cdu/csu,WP19,7.144,-1.993,-14.240,0.779,0.715,0.842
21.879,0.000,cdu/csu,WP19,7.316,-1.993,-14.582,0.780,0.716,0.844
22.051,0.000,cdu/csu,WP19,7.488,-1.993,-14.925,0.781,0.716,0.847
22.222,0.000,cdu/csu,WP19,7.659,-1.993,-15.267,0.783,0.716,0.849
22.394,0.000,cdu/csu,WP19,7.831,-1.993,-15.609,0.784,0.717,0.851
22.566,0.000,cdu/csu,WP19,8.003,-1.993,-15.951,0.785,0.717,0.854
22.737,0.000,cdu/csu,WP19,8.174,-1.993,-16.294,0.787,0.717,0.856
22.909,0.000,cdu/csu,WP19,8.346,-1.993,-16.636,0.788,0.718,0.859
23.081,0.000,cdu/csu,WP19,8.518,-1.993,-16.978,0.790,0.718,0.861
23.253,0.000,cdu/csu,WP19,8.690,-1.993,-17.320,0.791,0.718,0.863
23.424,0.000,cdu/csu,WP19,8.861,-1.993,-17.663,0.792,0.719,0.866
23.596,0.000,cdu/csu,WP19,9.033,-1.993,-18.005,0.794,0.719,0.868
23.768,0.000,cdu/csu,WP19,9.205,-1.993,-18.347,0.795,0.719,0.871
23.939,0.000,cdu/csu,WP19,9.376,-1.993,-18.690,0.796,0.720,0.873
24.111,0.000,cdu/csu,WP19,9.548,-1.993,-19.032,0.798,0.720,0.875
24.283,0.000,cdu/csu,WP19,9.720,-1.993,-19.374,0.799,0.720,0.878
24.455,0.000,cdu/csu,WP19,9.892,-1.993,-19.716,0.800,0.721,0.880
24.626,0.000,cdu/csu,WP19,10.063,-1.993,-20.059,0.802,0.721,0.883
24.798,0.000,cdu/csu,WP19,10.235,-1.993,-20.401,0.803,0.721,0.885
24.970,0.000,cdu/csu,WP19,10.407,-1.993,-20.743,0.805,0.722,0.887
25.141,0.000,cdu/csu,WP19,10.578,-1.993,-21.085,0.806,0.722,0.890
25.313,0.000,cdu/csu,WP19,10.750,-1.993,-21.428,0.807,0.722,0.892
25.485,0.000,cdu/csu,WP19,10.922,-1.993,-21.770,0.809,0.723,0.895
25.657,0.000,cdu/csu,WP19,11.094,-1.993,-22.112,0.810,0.723,0.897
25.828,0.000,cdu/csu,WP19,11.265,-1.993,-22.454,0.811,0.723,0.899
26.000,0.000,cdu/csu,WP19,11.437,-1.993,-22.797,0.813,0.724,0.902
9.000,1.000,cdu/csu,WP19,-5.563,-0.993,5.525,0.682,0.644,0.721
9.172,1.000,cdu/csu,WP19,-5.391,-0.993,5.355,0.683,0.646,0.721
9.343,1.000,cdu/csu,WP19,-5.219,-0.993,5.184,0.685,0.647,0.722
9.515,1.000,cdu/csu,WP19,-5.048,-0.993,5.014,0.686,0.649,0.723
9.687,1.000,cdu/csu,WP19,-4.876,-0.993,4.843,0.687,0.651,0.724
9.859,1.000,cdu/csu,WP19,-4.704,-0.993,4.673,0.688,0.652,0.724
10.030,1.000,cdu/csu,WP19,-4.533,-0.993,4.502,0.690,0.654,0.725
10.202,1.000,cdu/csu,WP19,-4.361,-0.993,4.331,0.691,0.655,0.726
10.374,1.000,cdu/csu,WP19,-4.189,-0.993,4.161,0.692,0.657,0.727
10.545,1.000,cdu/csu,WP19,-4.017,-0.993,3.990,0.693,0.659,0.728
10.717,1.000,cdu/csu,WP19,-3.846,-0.993,3.820,0.694,0.660,0.729
10.889,1.000,cdu/csu,WP19,-3.674,-0.993,3.649,0.696,0.662,0.730
11.061,1.000,cdu/csu,WP19,-3.502,-0.993,3.479,0.697,0.663,0.731
11.232,1.000,cdu/csu,WP19,-3.331,-0.993,3.308,0.698,0.665,0.732
11.404,1.000,cdu/csu,WP19,-3.159,-0.993,3.138,0.699,0.666,0.733
11.576,1.000,cdu/csu,WP19,-2.987,-0.993,2.967,0.701,0.668,0.734
11.747,1.000,cdu/csu,WP19,-2.815,-0.993,2.796,0.702,0.669,0.735
11.919,1.000,cdu/csu,WP19,-2.644,-0.993,2.626,0.703,0.670,0.736
12.091,1.000,cdu/csu,WP19,-2.472,-0.993,2.455,0.704,0.672,0.737
12.263,1.000,cdu/csu,WP19,-2.300,-0.993,2.285,0.705,0.673,0.738
12.434,1.000,cdu/csu,WP19,-2.129,-0.993,2.114,0.707,0.674,0.739
12.606,1.000,cdu/csu,WP19,-1.957,-0.993,1.944,0.708,0.676,0.740
12.778,1.000,cdu/csu,WP19,-1.785,-0.993,1.773,0.709,0.677,0.741
12.949,1.000,cdu/csu,WP19,-1.613,-0.993,1.603,0.710,0.678,0.743
13.121,1.000,cdu/csu,WP19,-1.442,-0.993,1.432,0.712,0.679,0.744
13.293,1.000,cdu/csu,WP19,-1.270,-0.993,1.261,0.713,0.680,0.745
13.465,1.000,cdu/csu,WP19,-1.098,-0.993,1.091,0.714,0.682,0.746
13.636,1.000,cdu/csu,WP19,-0.927,-0.993,0.920,0.715,0.683,0.748
13.808,1.000,cdu/csu,WP19,-0.755,-0.993,0.750,0.716,0.684,0.749
13.980,1.000,cdu/csu,WP19,-0.583,-0.993,0.579,0.718,0.685,0.750
14.152,1.000,cdu/csu,WP19,-0.411,-0.993,0.409,0.719,0.686,0.752
14.323,1.000,cdu/csu,WP19,-0.240,-0.993,0.238,0.720,0.687,0.753
14.495,1.000,cdu/csu,WP19,-0.068,-0.993,0.068,0.721,0.688,0.755
14.667,1.000,cdu/csu,WP19,0.104,-0.993,-0.103,0.723,0.689,0.756
14.838,1.000,cdu/csu,WP19,0.275,-0.993,-0.274,0.724,0.690,0.758
15.010,1.000,cdu/csu,WP19,0.447,-0.993,-0.444,0.725,0.691,0.759
15.182,1.000,cdu/csu,WP19,0.619,-0.993,-0.615,0.726,0.692,0.761
15.354,1.000,cdu/csu,WP19,0.791,-0.993,-0.785,0.727,0.693,0.762
15.525,1.000,cdu/csu,WP19,0.962,-0.993,-0.956,0.729,0.694,0.764
15.697,1.000,cdu/csu,WP19,1.134,-0.993,-1.126,0.730,0.695,0.765
15.869,1.000,cdu/csu,WP19,1.306,-0.993,-1.297,0.731,0.695,0.767
16.040,1.000,cdu/csu,WP19,1.477,-0.993,-1.467,0.732,0.696,0.768
16.212,1.000,cdu/csu,WP19,1.649,-0.993,-1.638,0.734,0.697,0.770
16.384,1.000,cdu/csu,WP19,1.821,-0.993,-1.809,0.735,0.698,0.772
16.556,1.000,cdu/csu,WP19,1.993,-0.993,-1.979,0.736,0.699,0.773
16.727,1.000,cdu/csu,WP19,2.164,-0.993,-2.150,0.737,0.699,0.775
16.899,1.000,cdu/csu,WP19,2.336,-0.993,-2.320,0.738,0.700,0.777
17.071,1.000,cdu/csu,WP19,2.508,-0.993,-2.491,0.740,0.701,0.779
17.242,1.000,cdu/csu,WP19,2.680,-0.993,-2.661,0.741,0.702,0.780
17.414,1.000,cdu/csu,WP19,2.851,-0.993,-2.832,0.742,0.702,0.782
17.586,1.000,cdu/csu,WP19,3.023,-0.993,-3.002,0.743,0.703,0.784
17.758,1.000,cdu/csu,WP19,3.195,-0.993,-3.173,0.745,0.704,0.786
17.929,1.000,cdu/csu,WP19,3.366,-0.993,-3.344,0.746,0.704,0.787
18.101,1.000,cdu/csu,WP19,3.538,-0.993,-3.514,0.747,0.705,0.789
18.273,1.000,cdu/csu,WP19,3.710,-0.993,-3.685,0.748,0.706,0.791
18.444,1.000,cdu/csu,WP19,3.882,-0.993,-3.855,0.749,0.706,0.793
18.616,1.000,cdu/csu,WP19,4.053,-0.993,-4.026,0.751,0.707,0.795
18.788,1.000,cdu/csu,WP19,4.225,-0.993,-4.196,0.752,0.708,0.796
18.960,1.000,cdu/csu,WP19,4.397,-0.993,-4.367,0.753,0.708,0.798
19.131,1.000,cdu/csu,WP19,4.568,-0.993,-4.537,0.754,0.709,0.800
19.303,1.000,cdu/csu,WP19,4.740,-0.993,-4.708,0.756,0.709,0.802
19.475,1.000,cdu/csu,WP19,4.912,-0.993,-4.879,0.757,0.710,0.804
19.646,1.000,cdu/csu,WP19,5.084,-0.993,-5.049,0.758,0.710,0.806
19.818,1.000,cdu/csu,WP19,5.255,-0.993,-5.220,0.759,0.711,0.808
19.990,1.000,cdu/csu,WP19,5.427,-0.993,-5.390,0.760,0.712,0.809
20.162,1.000,cdu/csu,WP19,5.599,-0.993,-5.561,0.762,0.712,0.811
20.333,1.000,cdu/csu,WP19,5.770,-0.993,-5.731,0.763,0.713,0.813
20.505,1.000,cdu/csu,WP19,5.942,-0.993,-5.902,0.764,0.713,0.815
20.677,1.000,cdu/csu,WP19,6.114,-0.993,-6.072,0.765,0.714,0.817
20.848,1.000,cdu/csu,WP19,6.286,-0.993,-6.243,0.767,0.714,0.819
21.020,1.000,cdu/csu,WP19,6.457,-0.993,-6.414,0.768,0.715,0.821
21.192,1.000,cdu/csu,WP19,6.629,-0.993,-6.584,0.769,0.715,0.823
21.364,1.000,cdu/csu,WP19,6.801,-0.993,-6.755,0.770,0.716,0.825
21.535,1.000,cdu/csu,WP19,6.972,-0.993,-6.925,0.772,0.716,0.827
21.707,1.000,cdu/csu,WP19,7.144,-0.993,-7.096,0.773,0.717,0.829
21.879,1.000,cdu/csu,WP19,7.316,-0.993,-7.266,0.774,0.717,0.831
22.051,1.000,cdu/csu,WP19,7.488,-0.993,-7.437,0.775,0.718,0.833
22.222,1.000,cdu/csu,WP19,7.659,-0.993,-7.607,0.776,0.718,0.835
22.394,1.000,cdu/csu,WP19,7.831,-0.993,-7.778,0.778,0.719,0.837
22.566,1.000,cdu/csu,WP19,8.003,-0.993,-7.949,0.779,0.719,0.839
22.737,1.000,cdu/csu,WP19,8.174,-0.993,-8.119,0.780,0.720,0.841
22.909,1.000,cdu/csu,WP19,8.346,-0.993,-8.290,0.781,0.720,0.843
23.081,1.000,cdu/csu,WP19,8.518,-0.993,-8.460,0.783,0.721,0.845
23.253,1.000,cdu/csu,WP19,8.690,-0.993,-8.631,0.784,0.721,0.846
23.424,1.000,cdu/csu,WP19,8.861,-0.993,-8.801,0.785,0.721,0.848
23.596,1.000,cdu/csu,WP19,9.033,-0.993,-8.972,0.786,0.722,0.850
23.768,1.000,cdu/csu,WP19,9.205,-0.993,-9.142,0.787,0.722,0.852
23.939,1.000,cdu/csu,WP19,9.376,-0.993,-9.313,0.789,0.723,0.854
24.111,1.000,cdu/csu,WP19,9.548,-0.993,-9.484,0.790,0.723,0.856
24.283,1.000,cdu/csu,WP19,9.720,-0.993,-9.654,0.791,0.724,0.859
24.455,1.000,cdu/csu,WP19,9.892,-0.993,-9.825,0.792,0.724,0.861
24.626,1.000,cdu/csu,WP19,10.063,-0.993,-9.995,0.794,0.724,0.863
24.798,1.000,cdu/csu,WP19,10.235,-0.993,-10.166,0.795,0.725,0.865
24.970,1.000,cdu/csu,WP19,10.407,-0.993,-10.336,0.796,0.725,0.867
25.141,1.000,cdu/csu,WP19,10.578,-0.993,-10.507,0.797,0.726,0.869
25.313,1.000,cdu/csu,WP19,10.750,-0.993,-10.677,0.798,0.726,0.871
25.485,1.000,cdu/csu,WP19,10.922,-0.993,-10.848,0.800,0.727,0.873
25.657,1.000,cdu/csu,WP19,11.094,-0.993,-11.019,0.801,0.727,0.875
25.828,1.000,cdu/csu,WP19,11.265,-0.993,-11.189,0.802,0.727,0.877
26.000,1.000,cdu/csu,WP19,11.437,-0.993,-11.360,0.803,0.728,0.879
9.000,2.000,cdu/csu,WP19,-5.563,0.007,-0.038,0.687,0.651,0.723
9.172,2.000,cdu/csu,WP19,-5.391,0.007,-0.036,0.688,0.652,0.724
9.343,2.000,cdu/csu,WP19,-5.219,0.007,-0.035,0.689,0.653,0.725
9.515,2.000,cdu/csu,WP19,-5.048,0.007,-0.034,0.690,0.655,0.725
9.687,2.000,cdu/csu,WP19,-4.876,0.007,-0.033,0.691,0.656,0.726
9.859,2.000,cdu/csu,WP19,-4.704,0.007,-0.032,0.692,0.658,0.727
10.030,2.000,cdu/csu,WP19,-4.533,0.007,-0.031,0.693,0.659,0.728
10.202,2.000,cdu/csu,WP19,-4.361,0.007,-0.030,0.694,0.660,0.728
10.374,2.000,cdu/csu,WP19,-4.189,0.007,-0.028,0.695,0.662,0.729
10.545,2.000,cdu/csu,WP19,-4.017,0.007,-0.027,0.697,0.663,0.730
10.717,2.000,cdu/csu,WP19,-3.846,0.007,-0.026,0.698,0.664,0.731
10.889,2.000,cdu/csu,WP19,-3.674,0.007,-0.025,0.699,0.666,0.732
11.061,2.000,cdu/csu,WP19,-3.502,0.007,-0.024,0.700,0.667,0.733
11.232,2.000,cdu/csu,WP19,-3.331,0.007,-0.023,0.701,0.668,0.734
11.404,2.000,cdu/csu,WP19,-3.159,0.007,-0.021,0.702,0.669,0.735
11.576,2.000,cdu/csu,WP19,-2.987,0.007,-0.020,0.703,0.671,0.736
11.747,2.000,cdu/csu,WP19,-2.815,0.007,-0.019,0.704,0.672,0.737
11.919,2.000,cdu/csu,WP19,-2.644,0.007,-0.018,0.705,0.673,0.738
12.091,2.000,cdu/csu,WP19,-2.472,0.007,-0.017,0.706,0.674,0.739
12.263,2.000,cdu/csu,WP19,-2.300,0.007,-0.016,0.707,0.675,0.740
12.434,2.000,cdu/csu,WP19,-2.129,0.007,-0.014,0.708,0.676,0.741
12.606,2.000,cdu/csu,WP19,-1.957,0.007,-0.013,0.710,0.677,0.742
12.778,2.000,cdu/csu,WP19,-1.785,0.007,-0.012,0.711,0.678,0.743
12.949,2.000,cdu/csu,WP19,-1.613,0.007,-0.011,0.712,0.680,0.744
13.121,2.000,cdu/csu,WP19,-1.442,0.007,-0.010,0.713,0.681,0.745
13.293,2.000,cdu/csu,WP19,-1.270,0.007,-0.009,0.714,0.682,0.746
13.465,2.000,cdu/csu,WP19,-1.098,0.007,-0.007,0.715,0.683,0.747
13.636,2.000,cdu/csu,WP19,-0.927,0.007,-0.006,0.716,0.684,0.748
13.808,2.000,cdu/csu,WP19,-0.755,0.007,-0.005,0.717,0.685,0.750
13.980,2.000,cdu/csu,WP19,-0.583,0.007,-0.004,0.718,0.685,0.751
14.152,2.000,cdu/csu,WP19,-0.411,0.007,-0.003,0.719,0.686,0.752
14.323,2.000,cdu/csu,WP19,-0.240,0.007,-0.002,0.720,0.687,0.753
14.495,2.000,cdu/csu,WP19,-0.068,0.007,-0.000,0.721,0.688,0.755
14.667,2.000,cdu/csu,WP19,0.104,0.007,0.001,0.723,0.689,0.756
14.838,2.000,cdu/csu,WP19,0.275,0.007,0.002,0.724,0.690,0.757
15.010,2.000,cdu/csu,WP19,0.447,0.007,0.003,0.725,0.691,0.759
15.182,2.000,cdu/csu,WP19,0.619,0.007,0.004,0.726,0.692,0.760
15.354,2.000,cdu/csu,WP19,0.791,0.007,0.005,0.727,0.692,0.761
15.525,2.000,cdu/csu,WP19,0.962,0.007,0.007,0.728,0.693,0.763
15.697,2.000,cdu/csu,WP19,1.134,0.007,0.008,0.729,0.694,0.764
15.869,2.000,cdu/csu,WP19,1.306,0.007,0.009,0.730,0.695,0.766
16.040,2.000,cdu/csu,WP19,1.477,0.007,0.010,0.731,0.695,0.767
16.212,2.000,cdu/csu,WP19,1.649,0.007,0.011,0.732,0.696,0.768
16.384,2.000,cdu/csu,WP19,1.821,0.007,0.012,0.733,0.697,0.770
16.556,2.000,cdu/csu,WP19,1.993,0.007,0.013,0.734,0.697,0.771
16.727,2.000,cdu/csu,WP19,2.164,0.007,0.015,0.735,0.698,0.773
16.899,2.000,cdu/csu,WP19,2.336,0.007,0.016,0.737,0.699,0.774
17.071,2.000,cdu/csu,WP19,2.508,0.007,0.017,0.738,0.699,0.776
17.242,2.000,cdu/csu,WP19,2.680,0.007,0.018,0.739,0.700,0.777
17.414,2.000,cdu/csu,WP19,2.851,0.007,0.019,0.740,0.701,0.779
17.586,2.000,cdu/csu,WP19,3.023,0.007,0.020,0.741,0.701,0.780
17.758,2.000,cdu/csu,WP19,3.195,0.007,0.022,0.742,0.702,0.782
17.929,2.000,cdu/csu,WP19,3.366,0.007,0.023,0.743,0.703,0.784
18.101,2.000,cdu/csu,WP19,3.538,0.007,0.024,0.744,0.703,0.785
18.273,2.000,cdu/csu,WP19,3.710,0.007,0.025,0.745,0.704,0.787
18.444,2.000,cdu/csu,WP19,3.882,0.007,0.026,0.746,0.704,0.788
18.616,2.000,cdu/csu,WP19,4.053,0.007,0.027,0.747,0.705,0.790
18.788,2.000,cdu/csu,WP19,4.225,0.007,0.029,0.748,0.705,0.791
18.960,2.000,cdu/csu,WP19,4.397,0.007,0.030,0.750,0.706,0.793
19.131,2.000,cdu/csu,WP19,4.568,0.007,0.031,0.751,0.707,0.795
19.303,2.000,cdu/csu,WP19,4.740,0.007,0.032,0.752,0.707,0.796
19.475,2.000,cdu/csu,WP19,4.912,0.007,0.033,0.753,0.708,0.798
19.646,2.000,cdu/csu,WP19,5.084,0.007,0.034,0.754,0.708,0.800
19.818,2.000,cdu/csu,WP19,5.255,0.007,0.036,0.755,0.709,0.801
19.990,2.000,cdu/csu,WP19,5.427,0.007,0.037,0.756,0.709,0.803
20.162,2.000,cdu/csu,WP19,5.599,0.007,0.038,0.757,0.710,0.805
20.333,2.000,cdu/csu,WP19,5.770,0.007,0.039,0.758,0.710,0.806
20.505,2.000,cdu/csu,WP19,5.942,0.007,0.040,0.759,0.711,0.808
20.677,2.000,cdu/csu,WP19,6.114,0.007,0.041,0.760,0.711,0.810
20.848,2.000,cdu/csu,WP19,6.286,0.007,0.043,0.761,0.712,0.811
21.020,2.000,cdu/csu,WP19,6.457,0.007,0.044,0.763,0.712,0.813
21.192,2.000,cdu/csu,WP19,6.629,0.007,0.045,0.764,0.713,0.815
21.364,2.000,cdu/csu,WP19,6.801,0.007,0.046,0.765,0.713,0.816
21.535,2.000,cdu/csu,WP19,6.972,0.007,0.047,0.766,0.713,0.818
21.707,2.000,cdu/csu,WP19,7.144,0.007,0.048,0.767,0.714,0.820
21.879,2.000,cdu/csu,WP19,7.316,0.007,0.049,0.768,0.714,0.822
22.051,2.000,cdu/csu,WP19,7.488,0.007,0.051,0.769,0.715,0.823
22.222,2.000,cdu/csu,WP19,7.659,0.007,0.052,0.770,0.715,0.825
22.394,2.000,cdu/csu,WP19,7.831,0.007,0.053,0.771,0.716,0.827
22.566,2.000,cdu/csu,WP19,8.003,0.007,0.054,0.772,0.716,0.828
22.737,2.000,cdu/csu,WP19,8.174,0.007,0.055,0.773,0.717,0.830
22.909,2.000,cdu/csu,WP19,8.346,0.007,0.056,0.774,0.717,0.832
23.081,2.000,cdu/csu,WP19,8.518,0.007,0.058,0.776,0.717,0.834
23.253,2.000,cdu/csu,WP19,8.690,0.007,0.059,0.777,0.718,0.835
23.424,2.000,cdu/csu,WP19,8.861,0.007,0.060,0.778,0.718,0.837
23.596,2.000,cdu/csu,WP19,9.033,0.007,0.061,0.779,0.719,0.839
23.768,2.000,cdu/csu,WP19,9.205,0.007,0.062,0.780,0.719,0.841
23.939,2.000,cdu/csu,WP19,9.376,0.007,0.063,0.781,0.719,0.842
24.111,2.000,cdu/csu,WP19,9.548,0.007,0.065,0.782,0.720,0.844
24.283,2.000,cdu/csu,WP19,9.720,0.007,0.066,0.783,0.720,0.846
24.455,2.000,cdu/csu,WP19,9.892,0.007,0.067,0.784,0.721,0.848
24.626,2.000,cdu/csu,WP19,10.063,0.007,0.068,0.785,0.721,0.849
24.798,2.000,cdu/csu,WP19,10.235,0.007,0.069,0.786,0.721,0.851
24.970,2.000,cdu/csu,WP19,10.407,0.007,0.070,0.787,0.722,0.853
25.141,2.000,cdu/csu,WP19,10.578,0.007,0.072,0.788,0.722,0.855
25.313,2.000,cdu/csu,WP19,10.750,0.007,0.073,0.790,0.723,0.857
25.485,2.000,cdu/csu,WP19,10.922,0.007,0.074,0.791,0.723,0.858
25.657,2.000,cdu/csu,WP19,11.094,0.007,0.075,0.792,0.723,0.860
25.828,2.000,cdu/csu,WP19,11.265,0.007,0.076,0.793,0.724,0.862
26.000,2.000,cdu/csu,WP19,11.437,0.007,0.077,0.794,0.724,0.864
9.000,3.000,cdu/csu,WP19,-5.563,1.007,-5.601,0.691,0.653,0.730
9.172,3.000,cdu/csu,WP19,-5.391,1.007,-5.428,0.692,0.654,0.731
9.343,3.000,cdu/csu,WP19,-5.219,1.007,-5.255,0.693,0.655,0.731
9.515,3.000,cdu/csu,WP19,-5.048,1.007,-5.082,0.694,0.657,0.732
9.687,3.000,cdu/csu,WP19,-4.876,1.007,-4.909,0.695,0.658,0.732
9.859,3.000,cdu/csu,WP19,-4.704,1.007,-4.736,0.696,0.660,0.733
10.030,3.000,cdu/csu,WP19,-4.533,1.007,-4.563,0.697,0.661,0.733
10.202,3.000,cdu/csu,WP19,-4.361,1.007,-4.390,0.698,0.662,0.734
10.374,3.000,cdu/csu,WP19,-4.189,1.007,-4.218,0.699,0.663,0.734
10.545,3.000,cdu/csu,WP19,-4.017,1.007,-4.045,0.700,0.665,0.735
