hypothesis,operationalization,model_label,model,outcome,predictor,moderator,interaction,expected_direction,coefficient,cluster_robust_se,t_value,p_value,ci_95_low,ci_95_high,n_observations,n_clusters,n_periods,r_squared,adjusted_r_squared,afd_support_mean,proximity_mean,supported,interpretation
H2a,absolute,Absoluter Populismus,party_and_period_fixed_effects,mean_populism_score,afd_support_t,afd_proximity_ordinal,afd_x_proximity,positive,0.000,0.002,0.264,0.805,-0.005,0.006,739,5,3,0.536,0.531,14.563,1.993,False,"Absoluter Populismus: Der Interaktionseffekt weist in die erwartete Richtung, ist aber nicht statistisch signifikant."
