poll_interval_id,poll_date,next_poll_date,afd_support_t,mean_populism_score,mean_populism_sum,mean_gal_tan_score,mean_P1_people,mean_P2_anti_elite,mean_P3_outgroup,mean_G1_environment,mean_G2_migration,mean_G3_society,mean_G4_civil_rights,mean_G5_cosmopolitanism,n_speeches_environment,n_speeches_migration,n_speeches_society,n_speeches_civil_rights,n_speeches_cosmopolitanism,n_speeches,n_speeches_with_gal_tan,mean_word_count,share_environment_of_mainstream_speeches,share_migration_of_mainstream_speeches,share_society_of_mainstream_speeches,share_civil_rights_of_mainstream_speeches,share_cosmopolitanism_of_mainstream_speeches,unit,wahlperiode,poll_year,poll_month,interval_length_days,wahlperiode_cat,afd_mean_populism_score,afd_mean_populism_sum,afd_mean_gal_tan_score,afd_mean_P1_people,afd_mean_P2_anti_elite,afd_mean_P3_outgroup,afd_mean_G1_environment,afd_mean_G2_migration,afd_mean_G3_society,afd_mean_G4_civil_rights,afd_mean_G5_cosmopolitanism,afd_n_speeches,afd_n_speeches_with_gal_tan,afd_n_speeches_environment,afd_n_speeches_migration,afd_n_speeches_society,afd_n_speeches_civil_rights,afd_n_speeches_cosmopolitanism,afd_share_environment_of_party_speeches,afd_share_migration_of_party_speeches,afd_share_society_of_party_speeches,afd_share_civil_rights_of_party_speeches,afd_share_cosmopolitanism_of_party_speeches,populism_distance_to_afd,populism_sum_distance_to_afd,gal_tan_distance_to_afd,P1_people_distance_to_afd,P2_anti_elite_distance_to_afd,P3_outgroup_distance_to_afd,G1_environment_distance_to_afd,G2_migration_distance_to_afd,G3_society_distance_to_afd,G4_civil_rights_distance_to_afd,G5_cosmopolitanism_distance_to_afd
30,2018-12-06,2018-12-14,14,0.18933333333333333,0.568,1.5,0.152,0.392,0.024,1.75,1.0,1.5,1.3255813953488371,1.375,4,5,38,43,40,125,78,679.432,0.032,0.04,0.304,0.344,0.32,mainstream_all,19,2018,12,8,WP19,0.9166666666666666,2.75,6.6157407407407405,0.9,1.3,0.55,,7.75,7.25,7.285714285714286,6.615384615384615,20,18,0,8,8,7,13,0.0,0.4,0.4,0.35,0.65,0.7273333333333333,2.182,5.1157407407407405,0.748,0.908,0.526,,6.75,5.75,5.960132890365449,5.240384615384615
31,2018-12-14,2019-01-10,13,0.16981132075471697,0.5094339622641509,1.5933333333333335,0.1509433962264151,0.32075471698113206,0.03773584905660377,2.7142857142857144,1.5,0.0,1.8333333333333333,1.1764705882352942,7,4,2,12,17,53,25,757.5283018867924,0.1320754716981132,0.07547169811320754,0.03773584905660377,0.22641509433962265,0.32075471698113206,mainstream_all,19,2018,12,27,WP19,0.9333333333333332,2.8,6.925925925925926,0.7,1.2,0.9,8.0,7.333333333333333,7.5,7.6,6.714285714285714,10,9,1,3,4,5,7,0.1,0.3,0.4,0.5,0.7,0.7635220125786163,2.2905660377358488,5.332592592592592,0.5490566037735849,0.879245283018868,0.8622641509433963,5.285714285714286,5.833333333333333,7.5,5.766666666666667,5.53781512605042
32,2019-01-10,2019-01-25,14,0.2240143369175627,0.6720430107526881,2.0864427860696515,0.1827956989247312,0.3817204301075269,0.10752688172043011,1.6415094339622642,4.085714285714285,0.8571428571428571,2.709090909090909,1.5121951219512195,53,35,7,55,82,186,134,685.9193548387096,0.2849462365591398,0.1881720430107527,0.03763440860215054,0.2956989247311828,0.44086021505376344,mainstream_all,19,2019,1,15,WP19,0.7604166666666666,2.28125,6.490384615384615,0.71875,1.15625,0.40625,6.166666666666667,7.181818181818182,7.5,5.6,7.136363636363637,32,26,6,11,2,10,22,0.1875,0.34375,0.0625,0.3125,0.6875,0.536402329749104,1.609206989247312,4.403941829314963,0.5359543010752688,0.7745295698924731,0.2987231182795699,4.5251572327044025,3.0961038961038962,6.642857142857143,2.8909090909090907,5.624168514412418
33,2019-01-25,2019-02-14,15,0.20588235294117646,0.6176470588235294,2.125514403292181,0.14215686274509803,0.4411764705882353,0.03431372549019608,2.7777777777777777,4.368421052631579,0.2857142857142857,2.203125,1.6311475409836065,63,19,7,64,122,204,162,675.3039215686274,0.3088235294117647,0.09313725490196079,0.03431372549019608,0.3137254901960784,0.5980392156862745,mainstream_all,19,2019,1,20,WP19,0.7156862745098039,2.1470588235294117,6.5234375,0.7352941176470589,1.2058823529411764,0.20588235294117646,7.833333333333333,9.0,8.0,5.769230769230769,6.428571428571429,34,32,12,5,4,13,28,0.35294117647058826,0.14705882352941177,0.11764705882352941,0.38235294117647056,0.8235294117647058,0.5098039215686274,1.5294117647058822,4.397923096707819,0.5931372549019609,0.7647058823529411,0.1715686274509804,5.055555555555555,4.631578947368421,7.714285714285714,3.566105769230769,4.797423887587822
34,2019-02-14,2019-02-22,13,0.23634651600753293,0.7090395480225988,1.873015873015873,0.22033898305084745,0.4322033898305085,0.05649717514124294,2.5,3.0869565217391304,1.9069767441860466,1.694736842105263,1.3877551020408163,54,46,43,95,147,354,231,634.7316384180791,0.15254237288135594,0.12994350282485875,0.12146892655367232,0.268361581920904,0.4152542372881356,mainstream_all,19,2019,2,8,WP19,0.7966101694915254,2.389830508474576,7.021317829457365,0.711864406779661,1.2881355932203389,0.3898305084745763,7.444444444444445,7.1,8.7,6.944444444444445,7.228571428571429,59,43,9,20,10,18,35,0.15254237288135594,0.3389830508474576,0.1694915254237288,0.3050847457627119,0.5932203389830508,0.5602636534839924,1.6807909604519773,5.148301956441491,0.4915254237288136,0.8559322033898304,0.33333333333333337,4.944444444444445,4.013043478260869,6.793023255813953,5.249707602339182,5.840816326530613
35,2019-02-22,2019-03-15,12,0.22338568935427572,0.6701570680628273,2.080623306233062,0.16753926701570682,0.45549738219895286,0.04712041884816754,2.6136363636363638,3.4705882352941178,0.625,2.0392156862745097,1.726027397260274,44,17,16,51,73,191,123,624.5287958115183,0.23036649214659685,0.08900523560209424,0.08376963350785341,0.2670157068062827,0.38219895287958117,mainstream_all,19,2019,2,21,WP19,0.9375,2.8125,6.895061728395062,0.75,1.5,0.5625,8.666666666666666,8.88888888888889,8.333333333333334,5.642857142857143,7.3478260869565215,32,27,6,9,6,14,23,0.1875,0.28125,0.1875,0.4375,0.71875,0.7141143106457243,2.142342931937173,4.814438422162,0.5824607329842932,1.0445026178010473,0.5153795811518325,6.053030303030303,5.4183006535947715,7.708333333333334,3.6036414565826336,5.621798689696248
36,2019-03-15,2019-03-22,13,0.196078431372549,0.5882352941176471,1.280473372781065,0.17647058823529413,0.39819004524886875,0.013574660633484163,1.2745098039215685,3.7777777777777777,0.7777777777777778,1.06,1.1858407079646018,51,18,27,50,113,221,169,662.4434389140272,0.23076923076923078,0.08144796380090498,0.12217194570135746,0.22624434389140272,0.5113122171945701,mainstream_all,19,2019,3,7,WP19,0.75,2.25,6.387096774193548,0.7222222222222222,1.25,0.2777777777777778,8.142857142857142,8.833333333333334,8.5,5.8,6.296296296296297,36,31,7,6,4,10,27,0.19444444444444445,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.75,0.553921568627451,1.6617647058823528,5.106623401412483,0.545751633986928,0.8518099547511313,0.2642031171442936,6.868347338935574,5.055555555555556,7.722222222222222,4.74,5.110455588331694
37,2019-03-22,2019-04-04,12,0.1616161616161616,0.48484848484848486,1.9429012345679013,0.06060606060606061,0.30303030303030304,0.12121212121212122,1.1666666666666667,4.3,1.5217391304347827,2.41025641025641,2.625,6,10,23,39,16,66,54,681.1818181818181,0.09090909090909091,0.15151515151515152,0.3484848484848485,0.5909090909090909,0.24242424242424243,mainstream_all,19,2019,3,13,WP19,0.9696969696969696,2.909090909090909,6.9,0.8181818181818182,1.1818181818181819,0.9090909090909091,5.0,8.8,7.5,6.5,9.0,11,10,1,5,6,8,4,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.7272727272727273,0.36363636363636365,0.808080808080808,2.4242424242424243,4.957098765432099,0.7575757575757576,0.8787878787878789,0.7878787878787878,3.833333333333333,4.500000000000001,5.978260869565217,4.089743589743589,6.375
38,2019-04-04,2019-04-18,12,0.21898355754857995,0.6569506726457399,1.885793172690763,0.17040358744394618,0.42376681614349776,0.06278026905829596,2.1052631578947367,3.347826086956522,0.9,1.6405228758169934,1.865979381443299,76,46,50,153,194,446,332,622.0807174887892,0.17040358744394618,0.1031390134529148,0.11210762331838565,0.3430493273542601,0.4349775784753363,mainstream_all,19,2019,4,14,WP19,0.7647058823529411,2.2941176470588234,6.489080459770115,0.7058823529411765,1.1764705882352942,0.4117647058823529,8.666666666666666,8.0,6.214285714285714,4.96,7.0,68,58,15,23,14,25,44,0.22058823529411764,0.3382352941176471,0.20588235294117646,0.36764705882352944,0.6470588235294118,0.5457223248043612,1.6371669744130835,4.603287287079352,0.5354787654972304,0.7527037720917964,0.34898443682405694,6.56140350877193,4.6521739130434785,5.314285714285714,3.3194771241830066,5.1340206185567006
39,2019-04-18,2019-05-02,13,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2019,4,14,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
40,2019-05-02,2019-05-17,12,0.22141706924315618,0.6642512077294686,1.8548387096774193,0.1956521739130435,0.4106280193236715,0.057971014492753624,1.5526315789473684,3.3176470588235296,1.8,2.0353982300884956,1.8026905829596414,76,85,25,113,223,414,310,642.9468599033817,0.18357487922705315,0.20531400966183574,0.06038647342995169,0.27294685990338163,0.538647342995169,mainstream_all,19,2019,5,15,WP19,0.8737373737373737,2.621212121212121,6.536163522012579,0.8939393939393939,1.3484848484848484,0.3787878787878788,9.125,7.9,7.555555555555555,5.583333333333333,7.170212765957447,66,53,8,20,9,24,47,0.12121212121212122,0.30303030303030304,0.13636363636363635,0.36363636363636365,0.7121212121212122,0.6523203044942175,1.9569609134826527,4.68132481233516,0.6982872200263505,0.9378568291611769,0.3208168642951252,7.572368421052632,4.58235294117647,5.7555555555555555,3.5479351032448374,5.3675221829978055
41,2019-05-17,2019-06-06,13,0.18604651162790697,0.5581395348837209,1.8132530120481927,0.08139534883720931,0.4186046511627907,0.05813953488372093,2.3225806451612905,3.7142857142857144,0.3333333333333333,1.7419354838709677,1.4833333333333334,31,7,12,31,60,86,83,691.8372093023256,0.36046511627906974,0.08139534883720931,0.13953488372093023,0.36046511627906974,0.6976744186046512,mainstream_all,19,2019,5,20,WP19,1.1111111111111112,3.3333333333333335,8.044444444444444,0.9333333333333333,1.6,0.8,8.333333333333334,9.0,9.5,7.0,8.083333333333334,15,15,6,4,2,5,12,0.4,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.8,0.9250645994832042,2.7751937984496124,6.231191432396251,0.851937984496124,1.1813953488372093,0.7418604651162791,6.010752688172044,5.285714285714286,9.166666666666666,5.258064516129032,6.6000000000000005
42,2019-06-06,2019-06-28,13,0.23555555555555555,0.7066666666666667,1.9009229098805647,0.18,0.3844444444444444,0.14222222222222222,2.0,3.217391304347826,1.1964285714285714,2.0056818181818183,1.8647058823529412,67,92,56,176,170,450,307,630.6133333333333,0.14888888888888888,0.20444444444444446,0.12444444444444444,0.39111111111111113,0.37777777777777777,mainstream_all,19,2019,6,22,WP19,0.9452054794520548,2.835616438356164,7.156089743589744,0.9041095890410958,1.356164383561644,0.5753424657534246,8.545454545454545,8.185185185185185,8.176470588235293,6.266666666666667,7.613636363636363,73,52,11,27,17,30,44,0.1506849315068493,0.3698630136986301,0.2328767123287671,0.410958904109589,0.6027397260273972,0.7096499238964993,2.1289497716894976,5.255166833709179,0.7241095890410958,0.9717199391171996,0.4331202435312024,6.545454545454545,4.967793880837359,6.980042016806722,4.260984848484848,5.748930481283422
43,2019-06-28,2019-07-04,12,0.15555555555555556,0.4666666666666667,1.5542635658914727,0.14666666666666667,0.28,0.04,1.7894736842105263,2.5714285714285716,0.0,0.6,1.85,19,7,4,10,20,75,43,667.7333333333333,0.25333333333333335,0.09333333333333334,0.05333333333333334,0.13333333333333333,0.26666666666666666,mainstream_all,19,2019,6,6,WP19,0.611111111111111,1.8333333333333333,6.8,0.6666666666666666,0.75,0.4166666666666667,7.6,9.5,8.0,2.0,7.5,12,10,5,2,1,2,6,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.5,0.4555555555555555,1.3666666666666667,5.245736434108527,0.52,0.47,0.3766666666666667,5.810526315789473,6.928571428571429,8.0,1.4,5.65
44,2019-07-04,2019-07-26,13,0.1111111111111111,0.3333333333333333,2.25,0.0,0.3333333333333333,0.0,0.0,,,2.0,2.3333333333333335,1,0,0,2,6,9,6,789.6666666666666,0.1111111111111111,0.0,0.0,0.2222222222222222,0.6666666666666666,mainstream_all,19,2019,7,22,WP19,1.0,3.0,,1.0,2.0,0.0,,,,,,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,2.6666666666666665,,1.0,1.6666666666666667,0.0,,,,,
45,2019-07-26,2019-08-01,12,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2019,7,6,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
46,2019-08-01,2019-08-23,14,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2019,8,22,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
47,2019-08-23,2019-09-05,14,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2019,8,13,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
48,2019-09-05,2019-09-20,15,0.2585669781931464,0.7757009345794392,1.867283950617284,0.22429906542056074,0.5186915887850467,0.03271028037383177,2.048076923076923,3.0555555555555554,0.8695652173913043,1.6511627906976745,1.4578313253012047,104,18,23,43,83,214,162,790.0373831775701,0.48598130841121495,0.08411214953271028,0.10747663551401869,0.20093457943925233,0.3878504672897196,mainstream_all,19,2019,9,15,WP19,1.0350877192982457,3.1052631578947367,7.588571428571429,0.9736842105263158,1.5263157894736843,0.6052631578947368,7.5,8.117647058823529,8.375,7.3076923076923075,7.724137931034483,38,35,20,17,8,13,29,0.5263157894736842,0.4473684210526316,0.21052631578947367,0.34210526315789475,0.7631578947368421,0.7765207411050994,2.3295622233152975,5.721287477954145,0.749385145105755,1.0076242006886376,0.5725528775209051,5.451923076923077,5.062091503267974,7.505434782608695,5.656529516994633,6.266306605733279
49,2019-09-20,2019-10-11,14,0.2247765006385696,0.6743295019157088,1.5908045977011493,0.19923371647509577,0.4061302681992337,0.06896551724137931,1.6451612903225807,3.28,0.6666666666666666,1.15,1.4142857142857144,62,25,18,40,70,261,145,592.8390804597701,0.23754789272030652,0.09578544061302682,0.06896551724137931,0.1532567049808429,0.2681992337164751,mainstream_all,19,2019,9,21,WP19,0.8333333333333334,2.5,6.645161290322581,0.9047619047619048,1.2619047619047619,0.3333333333333333,8.142857142857142,7.090909090909091,6.0,5.7,7.173913043478261,42,31,14,11,4,10,23,0.3333333333333333,0.2619047619047619,0.09523809523809523,0.23809523809523808,0.5476190476190477,0.6085568326947638,1.8256704980842913,5.054356692621432,0.705528188286809,0.8557744937055282,0.26436781609195403,6.497695852534561,3.810909090909091,5.333333333333333,4.550000000000001,5.759627329192546
50,2019-10-11,2019-10-18,14,0.2,0.6,1.7272727272727273,0.12432432432432433,0.3783783783783784,0.0972972972972973,1.8181818181818181,2.7058823529411766,0.46153846153846156,1.847457627118644,1.293103448275862,44,17,13,59,58,185,121,597.0054054054054,0.23783783783783785,0.0918918918918919,0.07027027027027027,0.31891891891891894,0.31351351351351353,mainstream_all,19,2019,10,7,WP19,0.9285714285714286,2.7857142857142856,6.481060606060606,0.9285714285714286,1.3214285714285714,0.5357142857142857,8.333333333333334,7.25,6.0,5.5,7.222222222222222,28,22,6,12,5,12,18,0.21428571428571427,0.42857142857142855,0.17857142857142858,0.42857142857142855,0.6428571428571429,0.7285714285714286,2.1857142857142855,4.753787878787879,0.8042471042471042,0.943050193050193,0.4384169884169884,6.515151515151516,4.544117647058823,5.538461538461538,3.652542372881356,5.92911877394636
51,2019-10-18,2019-11-07,14,0.2314225053078556,0.6942675159235668,1.8435672514619883,0.20063694267515925,0.4140127388535032,0.07961783439490445,1.9682539682539681,2.88,0.5,1.75,1.6282051282051282,63,25,12,68,78,314,171,628.8694267515923,0.20063694267515925,0.07961783439490445,0.03821656050955414,0.21656050955414013,0.2484076433121019,mainstream_all,19,2019,10,20,WP19,0.8867924528301887,2.660377358490566,7.285714285714286,0.9245283018867925,1.320754716981132,0.41509433962264153,7.666666666666667,7.928571428571429,8.090909090909092,7.5,7.363636363636363,53,42,12,14,11,20,33,0.22641509433962265,0.2641509433962264,0.20754716981132076,0.37735849056603776,0.6226415094339622,0.6553699475223331,1.9661098425669992,5.442147034252297,0.7238913592116332,0.9067419781276288,0.3354765052277371,5.698412698412699,5.048571428571429,7.590909090909092,5.75,5.735431235431236
52,2019-11-07,2019-11-15,14,0.19594067135050738,0.5878220140515222,2.0602477477477477,0.14988290398126464,0.3700234192037471,0.06791569086651054,2.336734693877551,3.3255813953488373,0.4666666666666667,2.0272108843537415,1.628930817610063,98,43,45,147,159,427,296,618.311475409836,0.22950819672131148,0.10070257611241218,0.1053864168618267,0.3442622950819672,0.37236533957845436,mainstream_all,19,2019,11,8,WP19,0.817351598173516,2.452054794520548,6.612962962962963,0.821917808219178,1.2054794520547945,0.4246575342465753,7.421052631578948,7.9523809523809526,7.4,6.0,7.162790697674419,73,54,19,21,15,29,43,0.2602739726027397,0.2876712328767123,0.2054794520547945,0.3972602739726027,0.589041095890411,0.6214109268230086,1.8642327804690257,4.5527152152152155,0.6720349042379135,0.8354560328510474,0.35674184338006476,5.084317937701397,4.626799557032115,6.933333333333334,3.9727891156462585,5.533859880064356
53,2019-11-15,2019-12-05,14,0.22070534698521044,0.6621160409556314,1.9965753424657535,0.17064846416382254,0.4539249146757679,0.03754266211604096,2.1353383458646618,2.586206896551724,1.2,2.1515151515151514,1.6333333333333333,133,29,20,66,120,293,219,750.1740614334472,0.4539249146757679,0.09897610921501707,0.06825938566552901,0.22525597269624573,0.40955631399317405,mainstream_all,19,2019,11,20,WP19,0.9753086419753086,2.925925925925926,6.777777777777779,0.9259259259259259,1.5185185185185186,0.48148148148148145,7.615384615384615,8.05,7.75,5.3125,6.9743589743589745,54,51,26,20,8,16,39,0.48148148148148145,0.37037037037037035,0.14814814814814814,0.2962962962962963,0.7222222222222222,0.7546032949900983,2.2638098849702946,4.781202435312025,0.7552774617621034,1.0645936038427508,0.4439388193654405,5.480046269519953,5.4637931034482765,6.55,3.1609848484848486,5.341025641025642
54,2019-12-05,2019-12-13,15,0.22666666666666666,0.68,1.4029166666666666,0.2,0.4066666666666667,0.07333333333333333,2.0588235294117645,0.75,0.9615384615384616,0.9795918367346939,0.8695652173913043,17,16,26,49,46,150,80,590.22,0.11333333333333333,0.10666666666666667,0.17333333333333334,0.32666666666666666,0.30666666666666664,mainstream_all,19,2019,12,8,WP19,0.6666666666666667,2.0,5.5740740740740735,0.68,1.12,0.2,5.75,7.4,6.333333333333333,3.7142857142857144,6.2,25,18,4,5,3,7,15,0.16,0.2,0.12,0.28,0.6,0.44000000000000006,1.3199999999999998,4.1711574074074065,0.48000000000000004,0.7133333333333334,0.12666666666666668,3.6911764705882355,6.65,5.371794871794871,2.7346938775510203,5.3304347826086955
55,2019-12-13,2020-01-09,15,0.22580645161290322,0.6774193548387096,2.290453074433657,0.16451612903225807,0.4161290322580645,0.0967741935483871,2.371794871794872,1.96875,0.6666666666666666,2.6363636363636362,1.537037037037037,78,32,21,99,108,310,206,608.0774193548388,0.25161290322580643,0.1032258064516129,0.06774193548387097,0.3193548387096774,0.34838709677419355,mainstream_all,19,2019,12,27,WP19,0.9411764705882353,2.823529411764706,7.060606060606061,0.8627450980392157,1.3137254901960784,0.6470588235294118,7.882352941176471,8.45,7.857142857142857,6.0,7.8,51,44,17,20,7,21,35,0.3333333333333333,0.39215686274509803,0.13725490196078433,0.4117647058823529,0.6862745098039216,0.715370018975332,2.1461100569259965,4.770152986172405,0.6982289690069576,0.8975964579380139,0.5502846299810247,5.510558069381599,6.481249999999999,7.19047619047619,3.3636363636363638,6.262962962962963
56,2020-01-09,2020-01-24,14,0.13692946058091288,0.4107883817427386,1.987711213517665,0.1078838174273859,0.26141078838174275,0.04149377593360996,2.5454545454545454,3.3157894736842106,0.6923076923076923,1.982905982905983,1.651685393258427,77,19,26,117,89,241,217,607.7634854771784,0.31950207468879666,0.07883817427385892,0.1078838174273859,0.4854771784232365,0.36929460580912865,mainstream_all,19,2020,1,15,WP19,0.8070175438596492,2.4210526315789473,6.30787037037037,0.7631578947368421,1.368421052631579,0.2894736842105263,8.571428571428571,9.333333333333334,6.5,4.95,7.375,38,36,14,6,4,20,24,0.3684210526315789,0.15789473684210525,0.10526315789473684,0.5263157894736842,0.631578947368421,0.6700880832787364,2.010264249836209,4.320159156852705,0.6552740773094563,1.1070102642498363,0.24797990827691638,6.025974025974026,6.017543859649123,5.8076923076923075,2.967094017094017,5.723314606741573
57,2020-01-24,2020-02-06,14,0.211340206185567,0.634020618556701,1.8280361757105943,0.18041237113402062,0.422680412371134,0.030927835051546393,1.9642857142857142,1.7777777777777777,0.5263157894736842,1.706896551724138,1.5454545454545454,56,18,19,58,66,194,129,594.3711340206186,0.28865979381443296,0.09278350515463918,0.0979381443298969,0.29896907216494845,0.3402061855670103,mainstream_all,19,2020,1,13,WP19,0.6206896551724138,1.8620689655172413,7.619047619047619,0.4482758620689655,1.1724137931034482,0.2413793103448276,8.625,6.75,7.666666666666667,7.25,7.6875,29,21,8,4,6,8,16,0.27586206896551724,0.13793103448275862,0.20689655172413793,0.27586206896551724,0.5517241379310345,0.4093494489868468,1.2280483469605403,5.791011443337024,0.2678634909349449,0.7497333807323141,0.2104514752932812,6.660714285714286,4.972222222222222,7.140350877192983,5.543103448275862,6.142045454545455
58,2020-02-06,2020-02-13,14,0.15833333333333333,0.475,1.0268817204301075,0.15,0.25,0.075,1.0,1.0,0.0,0.3333333333333333,1.0,7,4,1,6,29,40,31,547.6,0.175,0.1,0.025,0.15,0.725,mainstream_all,19,2020,2,7,WP19,0.5238095238095238,1.5714285714285714,4.309523809523809,0.42857142857142855,0.8571428571428571,0.2857142857142857,,9.0,,4.666666666666667,4.285714285714286,7,7,0,1,0,3,7,0.0,0.14285714285714285,0.0,0.42857142857142855,1.0,0.3654761904761905,1.0964285714285715,3.282642089093702,0.2785714285714286,0.6071428571428571,0.2107142857142857,,8.0,,4.333333333333334,3.2857142857142856
59,2020-02-13,2020-03-05,14,0.20420420420420418,0.6126126126126126,1.847777777777778,0.15765765765765766,0.35135135135135137,0.1036036036036036,2.1777777777777776,3.0555555555555554,1.6111111111111112,1.4210526315789473,1.7142857142857142,45,36,18,57,98,222,150,588.6981981981982,0.20270270270270271,0.16216216216216217,0.08108108108108109,0.25675675675675674,0.44144144144144143,mainstream_all,19,2020,2,21,WP19,0.8787878787878788,2.6363636363636362,6.872222222222223,0.7575757575757576,1.303030303030303,0.5757575757575758,7.0,7.166666666666667,6.625,6.75,6.85,33,27,9,12,8,12,20,0.2727272727272727,0.36363636363636365,0.24242424242424243,0.36363636363636365,0.6060606060606061,0.6745836745836746,2.0237510237510237,5.024444444444445,0.5999180999181,0.9516789516789517,0.4721539721539722,4.822222222222223,4.111111111111112,5.013888888888889,5.328947368421053,5.135714285714285
60,2020-03-05,2020-03-20,12,0.2078853046594982,0.6236559139784946,1.6820866141732282,0.13709677419354838,0.3951612903225806,0.0913978494623656,1.8059701492537314,2.464788732394366,0.5306122448979592,1.7352941176470589,1.3421052631578947,67,71,49,102,152,372,254,590.2177419354839,0.18010752688172044,0.19086021505376344,0.13172043010752688,0.27419354838709675,0.40860215053763443,mainstream_all,19,2020,3,15,WP19,0.7570621468926553,2.2711864406779663,6.52689393939394,0.6949152542372882,1.152542372881356,0.423728813559322,7.363636363636363,7.473684210526316,8.4,6.45,6.545454545454546,59,44,11,19,5,20,33,0.1864406779661017,0.3220338983050847,0.0847457627118644,0.3389830508474576,0.559322033898305,0.5491768422331571,1.6475305266994718,4.844807325220712,0.5578184800437398,0.7573810825587753,0.3323309640969564,5.557666214382632,5.00889547813195,7.869387755102041,4.714705882352941,5.203349282296651
61,2020-03-20,2020-04-02,10,0.12056737588652482,0.3617021276595745,1.5456989247311828,0.19148936170212766,0.1276595744680851,0.0425531914893617,1.0,4.0,0.0,1.6956521739130435,1.2777777777777777,2,2,1,23,18,47,31,645.531914893617,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.48936170212765956,0.3829787234042553,mainstream_all,19,2020,3,13,WP19,0.38095238095238093,1.1428571428571428,4.545454545454546,0.42857142857142855,0.5714285714285714,0.14285714285714285,,10.0,10.0,3.111111111111111,7.4,14,11,0,1,1,9,5,0.0,0.07142857142857142,0.07142857142857142,0.6428571428571429,0.35714285714285715,0.2603850050658561,0.7811550151975684,2.999755620723363,0.2370820668693009,0.44376899696048633,0.10030395136778114,,6.0,10.0,1.4154589371980677,6.122222222222223
62,2020-04-02,2020-04-17,10,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,mainstream_all,,2020,4,15,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
63,2020-04-17,2020-05-07,9,0.17964071856287425,0.5389221556886228,1.8333333333333335,0.17964071856287425,0.33532934131736525,0.023952095808383235,1.59375,3.4375,0.9,2.0681818181818183,1.7636363636363637,32,16,10,44,55,167,106,596.5269461077844,0.19161676646706588,0.09580838323353294,0.059880239520958084,0.2634730538922156,0.32934131736526945,mainstream_all,19,2020,4,20,WP19,0.8589743589743589,2.576923076923077,7.132575757575757,0.9230769230769231,1.4230769230769231,0.23076923076923078,8.0,8.833333333333334,7.666666666666667,5.7,7.583333333333333,26,22,6,6,3,10,12,0.23076923076923078,0.23076923076923078,0.11538461538461539,0.38461538461538464,0.46153846153846156,0.6793336404114847,2.0380009212344543,5.299242424242424,0.7434362045140489,1.0877475817595579,0.20681713496084755,6.40625,5.395833333333334,6.766666666666667,3.631818181818182,5.819696969696969
64,2020-05-07,2020-05-15,9,0.17982456140350878,0.5394736842105263,1.7130584192439862,0.15789473684210525,0.34210526315789475,0.039473684210526314,1.5813953488372092,3.0,0.7777777777777778,1.6741573033707866,1.6181818181818182,43,28,18,89,110,304,194,582.6578947368421,0.14144736842105263,0.09210526315789473,0.05921052631578947,0.29276315789473684,0.3618421052631579,mainstream_all,19,2020,5,8,WP19,0.8592592592592592,2.577777777777778,6.894715447154471,0.8444444444444444,1.4444444444444444,0.28888888888888886,8.285714285714286,8.2,8.25,6.166666666666667,7.3,45,41,7,10,8,24,30,0.15555555555555556,0.2222222222222222,0.17777777777777778,0.5333333333333333,0.6666666666666666,0.6794346978557504,2.038304093567252,5.181657027910485,0.6865497076023392,1.1023391812865497,0.24941520467836253,6.704318936877077,5.199999999999999,7.472222222222222,4.492509363295881,5.681818181818182
65,2020-05-15,2020-06-04,10,0.17019133937562939,0.5105740181268882,1.5166666666666666,0.13293051359516617,0.32628398791540786,0.0513595166163142,1.875,2.566666666666667,0.9607843137254902,1.4615384615384615,0.993103448275862,64,30,51,104,145,331,232,611.2930513595167,0.1933534743202417,0.09063444108761329,0.1540785498489426,0.31419939577039274,0.4380664652567976,mainstream_all,19,2020,5,20,WP19,0.75,2.25,6.519629629629629,0.6964285714285714,1.2857142857142858,0.26785714285714285,7.583333333333333,8.125,6.714285714285714,5.666666666666667,7.206896551724138,56,45,12,8,7,21,29,0.21428571428571427,0.14285714285714285,0.125,0.375,0.5178571428571429,0.5798086606243706,1.739425981873112,5.002962962962963,0.5634980578334052,0.959430297798878,0.21649762624082863,5.708333333333333,5.558333333333334,5.753501400560224,4.205128205128205,6.213793103448276
