poll_interval_id,poll_date,next_poll_date,afd_support_t,party_clean,party_support_t,party_support_t_minus_1,party_support_change,party_support_change_abs,mean_populism_score,mean_populism_sum,mean_gal_tan_score,mean_P1_people,mean_P2_anti_elite,mean_P3_outgroup,mean_G1_environment,mean_G2_migration,mean_G3_society,mean_G4_civil_rights,mean_G5_cosmopolitanism,n_speeches_environment,n_speeches_migration,n_speeches_society,n_speeches_civil_rights,n_speeches_cosmopolitanism,n_speeches,n_speeches_with_gal_tan,mean_word_count,is_mainstream_party,is_afd,afd_proximity_ordinal,afd_proximity_label,share_environment_of_party_speeches,share_migration_of_party_speeches,share_society_of_party_speeches,share_civil_rights_of_party_speeches,share_cosmopolitanism_of_party_speeches,n_mainstream_speeches,n_mainstream_speeches_environment,n_mainstream_speeches_migration,n_mainstream_speeches_society,n_mainstream_speeches_civil_rights,n_mainstream_speeches_cosmopolitanism,share_environment_of_mainstream_speeches,share_migration_of_mainstream_speeches,share_society_of_mainstream_speeches,share_civil_rights_of_mainstream_speeches,share_cosmopolitanism_of_mainstream_speeches,share_party_of_mainstream_environment_speeches,share_party_of_mainstream_migration_speeches,share_party_of_mainstream_society_speeches,share_party_of_mainstream_civil_rights_speeches,share_party_of_mainstream_cosmopolitanism_speeches,government_label_interval,is_government,is_opposition,wahlperiode,wahlperiode_cat,poll_year,poll_month,interval_length_days
34,2019-02-14,2019-02-22,13,grüne,19.0,20.0,-1.0,1.0,0.2866666666666666,0.86,1.0789473684210527,0.2,0.58,0.08,0.75,1.125,0.8181818181818182,1.25,0.68,12,8,11,16,25,50,38,603.5,True,False,1.0,Bündnis 90/Die Grünen,0.24,0.16,0.22,0.32,0.5,354,54,46,43,95,147,0.03389830508474576,0.022598870056497175,0.031073446327683617,0.04519774011299435,0.07062146892655367,0.2222222222222222,0.17391304347826086,0.2558139534883721,0.16842105263157894,0.17006802721088435,Opposition,0.0,1.0,19,WP19,2019,2,8
34,2019-02-14,2019-02-22,13,linke,8.0,8.0,0.0,0.0,0.4962962962962963,1.488888888888889,0.9023809523809524,0.5555555555555556,0.9111111111111111,0.022222222222222223,0.14285714285714285,1.0,0.3333333333333333,0.9473684210526315,0.9230769230769231,7,7,6,19,26,45,35,601.1555555555556,True,False,0.0,Die Linke,0.15555555555555556,0.15555555555555556,0.13333333333333333,0.4222222222222222,0.5777777777777777,354,54,46,43,95,147,0.01977401129943503,0.01977401129943503,0.01694915254237288,0.05367231638418079,0.07344632768361582,0.12962962962962962,0.15217391304347827,0.13953488372093023,0.2,0.17687074829931973,Opposition,0.0,1.0,19,WP19,2019,2,8
34,2019-02-14,2019-02-22,13,spd,17.0,15.0,2.0,2.0,0.19047619047619047,0.5714285714285714,1.3594771241830064,0.21428571428571427,0.30952380952380953,0.047619047619047616,1.5,3.0,1.7,0.7368421052631579,1.1428571428571428,12,9,10,19,28,84,51,649.6190476190476,True,False,2.0,SPD,0.14285714285714285,0.10714285714285714,0.11904761904761904,0.2261904761904762,0.3333333333333333,354,54,46,43,95,147,0.03389830508474576,0.025423728813559324,0.02824858757062147,0.05367231638418079,0.07909604519774012,0.2222222222222222,0.1956521739130435,0.23255813953488372,0.2,0.19047619047619047,Regierung,1.0,0.0,19,WP19,2019,2,8
35,2019-02-22,2019-03-15,12,afd,12.0,13.0,-1.0,1.0,0.9375,2.8125,6.895061728395062,0.75,1.5,0.5625,8.666666666666666,8.88888888888889,8.333333333333334,5.642857142857143,7.3478260869565215,6,9,6,14,23,32,27,562.875,False,True,,,0.1875,0.28125,0.1875,0.4375,0.71875,191,44,17,16,51,73,0.031413612565445025,0.04712041884816754,0.031413612565445025,0.07329842931937172,0.12041884816753927,0.13636363636363635,0.5294117647058824,0.375,0.27450980392156865,0.3150684931506849,Opposition,0.0,1.0,19,WP19,2019,2,21
35,2019-02-22,2019-03-15,12,cdu/csu,30.0,29.0,1.0,1.0,0.12307692307692308,0.36923076923076925,2.9625,0.07692307692307693,0.2,0.09230769230769231,3.5714285714285716,4.571428571428571,1.2,3.533333333333333,2.727272727272727,14,7,5,15,22,65,40,720.3384615384615,True,False,4.0,CDU/CSU,0.2153846153846154,0.1076923076923077,0.07692307692307693,0.23076923076923078,0.3384615384615385,191,44,17,16,51,73,0.07329842931937172,0.03664921465968586,0.02617801047120419,0.07853403141361257,0.11518324607329843,0.3181818181818182,0.4117647058823529,0.3125,0.29411764705882354,0.3013698630136986,Regierung,1.0,0.0,19,WP19,2019,2,21
35,2019-02-22,2019-03-15,12,fdp,8.0,9.0,-1.0,1.0,0.2738095238095238,0.8214285714285714,3.5104166666666665,0.14285714285714285,0.6428571428571429,0.03571428571428571,6.5,7.0,1.0,3.0,2.4545454545454546,4,1,1,7,11,28,16,513.8928571428571,True,False,3.0,FDP,0.14285714285714285,0.03571428571428571,0.03571428571428571,0.25,0.39285714285714285,191,44,17,16,51,73,0.020942408376963352,0.005235602094240838,0.005235602094240838,0.03664921465968586,0.05759162303664921,0.09090909090909091,0.058823529411764705,0.0625,0.13725490196078433,0.1506849315068493,Opposition,0.0,1.0,19,WP19,2019,2,21
35,2019-02-22,2019-03-15,12,grüne,18.0,19.0,-1.0,1.0,0.264367816091954,0.7931034482758621,0.9833333333333334,0.20689655172413793,0.5862068965517241,0.0,1.0,2.0,0.3333333333333333,1.1111111111111112,0.8461538461538461,9,1,3,9,13,29,20,561.3448275862069,True,False,1.0,Bündnis 90/Die Grünen,0.3103448275862069,0.034482758620689655,0.10344827586206896,0.3103448275862069,0.4482758620689655,191,44,17,16,51,73,0.04712041884816754,0.005235602094240838,0.015706806282722512,0.04712041884816754,0.06806282722513089,0.20454545454545456,0.058823529411764705,0.1875,0.17647058823529413,0.1780821917808219,Opposition,0.0,1.0,19,WP19,2019,2,21
35,2019-02-22,2019-03-15,12,linke,8.0,8.0,0.0,0.0,0.48717948717948717,1.4615384615384615,1.1403508771929824,0.4230769230769231,1.0,0.038461538461538464,1.4285714285714286,3.3333333333333335,0.0,0.8888888888888888,1.0,7,3,2,9,11,26,19,555.6153846153846,True,False,0.0,Die Linke,0.2692307692307692,0.11538461538461539,0.07692307692307693,0.34615384615384615,0.4230769230769231,191,44,17,16,51,73,0.03664921465968586,0.015706806282722512,0.010471204188481676,0.04712041884816754,0.05759162303664921,0.1590909090909091,0.17647058823529413,0.125,0.17647058823529413,0.1506849315068493,Opposition,0.0,1.0,19,WP19,2019,2,21
35,2019-02-22,2019-03-15,12,spd,18.0,17.0,1.0,1.0,0.15503875968992248,0.46511627906976744,1.425595238095238,0.13953488372093023,0.3023255813953488,0.023255813953488372,2.0,1.6,0.4,1.0909090909090908,1.0625,10,5,5,11,16,43,28,636.0232558139535,True,False,2.0,SPD,0.23255813953488372,0.11627906976744186,0.11627906976744186,0.2558139534883721,0.37209302325581395,191,44,17,16,51,73,0.05235602094240838,0.02617801047120419,0.02617801047120419,0.05759162303664921,0.08376963350785341,0.22727272727272727,0.29411764705882354,0.3125,0.21568627450980393,0.2191780821917808,Regierung,1.0,0.0,19,WP19,2019,2,21
36,2019-03-15,2019-03-22,13,afd,13.0,12.0,1.0,1.0,0.75,2.25,6.387096774193548,0.7222222222222222,1.25,0.2777777777777778,8.142857142857142,8.833333333333334,8.5,5.8,6.296296296296297,7,6,4,10,27,36,31,649.6111111111111,False,True,,,0.19444444444444445,0.16666666666666666,0.1111111111111111,0.2777777777777778,0.75,221,51,18,27,50,113,0.03167420814479638,0.027149321266968326,0.01809954751131222,0.04524886877828054,0.12217194570135746,0.13725490196078433,0.3333333333333333,0.14814814814814814,0.2,0.23893805309734514,Opposition,0.0,1.0,19,WP19,2019,3,7
36,2019-03-15,2019-03-22,13,cdu/csu,29.0,30.0,-1.0,1.0,0.10683760683760682,0.32051282051282054,1.3375000000000001,0.10256410256410256,0.20512820512820512,0.01282051282051282,1.5,3.0,0.875,1.3529411764705883,1.135135135135135,14,6,8,17,37,78,56,711.9871794871794,True,False,4.0,CDU/CSU,0.1794871794871795,0.07692307692307693,0.10256410256410256,0.21794871794871795,0.47435897435897434,221,51,18,27,50,113,0.06334841628959276,0.027149321266968326,0.03619909502262444,0.07692307692307693,0.167420814479638,0.27450980392156865,0.3333333333333333,0.2962962962962963,0.34,0.3274336283185841,Regierung,1.0,0.0,19,WP19,2019,3,7
36,2019-03-15,2019-03-22,13,fdp,8.0,8.0,0.0,0.0,0.2222222222222222,0.6666666666666666,1.52,0.1,0.5666666666666667,0.0,3.25,3.0,0.0,1.3333333333333333,1.4210526315789473,4,1,4,6,19,30,25,608.7,True,False,3.0,FDP,0.13333333333333333,0.03333333333333333,0.13333333333333333,0.2,0.6333333333333333,221,51,18,27,50,113,0.01809954751131222,0.004524886877828055,0.01809954751131222,0.027149321266968326,0.08597285067873303,0.0784313725490196,0.05555555555555555,0.14814814814814814,0.12,0.168141592920354,Opposition,0.0,1.0,19,WP19,2019,3,7
36,2019-03-15,2019-03-22,13,grüne,19.0,18.0,1.0,1.0,0.3020833333333333,0.90625,1.05,0.28125,0.625,0.0,0.7692307692307693,4.0,0.0,0.75,1.2777777777777777,13,3,3,8,18,32,25,643.84375,True,False,1.0,Bündnis 90/Die Grünen,0.40625,0.09375,0.09375,0.25,0.5625,221,51,18,27,50,113,0.058823529411764705,0.013574660633484163,0.013574660633484163,0.03619909502262444,0.08144796380090498,0.2549019607843137,0.16666666666666666,0.1111111111111111,0.16,0.1592920353982301,Opposition,0.0,1.0,19,WP19,2019,3,7
36,2019-03-15,2019-03-22,13,linke,9.0,8.0,1.0,1.0,0.4047619047619047,1.2142857142857142,1.869047619047619,0.35714285714285715,0.8214285714285714,0.03571428571428571,1.5,6.25,1.5,1.0,1.8461538461538463,6,4,6,6,13,28,21,623.0714285714286,True,False,0.0,Die Linke,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.4642857142857143,221,51,18,27,50,113,0.027149321266968326,0.01809954751131222,0.027149321266968326,0.027149321266968326,0.058823529411764705,0.11764705882352941,0.2222222222222222,0.2222222222222222,0.12,0.11504424778761062,Opposition,0.0,1.0,19,WP19,2019,3,7
36,2019-03-15,2019-03-22,13,spd,17.0,18.0,-1.0,1.0,0.13836477987421383,0.41509433962264153,0.9047619047619048,0.16981132075471697,0.22641509433962265,0.018867924528301886,0.8571428571428571,2.5,0.8333333333333334,0.7692307692307693,0.6923076923076923,14,4,6,13,26,53,42,651.9811320754717,True,False,2.0,SPD,0.2641509433962264,0.07547169811320754,0.11320754716981132,0.24528301886792453,0.49056603773584906,221,51,18,27,50,113,0.06334841628959276,0.01809954751131222,0.027149321266968326,0.058823529411764705,0.11764705882352941,0.27450980392156865,0.2222222222222222,0.2222222222222222,0.26,0.23008849557522124,Regierung,1.0,0.0,19,WP19,2019,3,7
37,2019-03-22,2019-04-04,12,afd,12.0,13.0,-1.0,1.0,0.9696969696969696,2.909090909090909,6.9,0.8181818181818182,1.1818181818181819,0.9090909090909091,5.0,8.8,7.5,6.5,9.0,1,5,6,8,4,11,10,628.0909090909091,False,True,,,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.7272727272727273,0.36363636363636365,66,6,10,23,39,16,0.015151515151515152,0.07575757575757576,0.09090909090909091,0.12121212121212122,0.06060606060606061,0.16666666666666666,0.5,0.2608695652173913,0.20512820512820512,0.25,Opposition,0.0,1.0,19,WP19,2019,3,13
37,2019-03-22,2019-04-04,12,cdu/csu,29.0,29.0,0.0,0.0,0.20634920634920634,0.6190476190476191,3.4411764705882355,0.14285714285714285,0.2857142857142857,0.19047619047619047,1.5,5.8,3.1,4.909090909090909,3.75,2,5,10,11,8,21,17,825.5238095238095,True,False,4.0,CDU/CSU,0.09523809523809523,0.23809523809523808,0.47619047619047616,0.5238095238095238,0.38095238095238093,66,6,10,23,39,16,0.030303030303030304,0.07575757575757576,0.15151515151515152,0.16666666666666666,0.12121212121212122,0.3333333333333333,0.5,0.43478260869565216,0.28205128205128205,0.5,Regierung,1.0,0.0,19,WP19,2019,3,13
37,2019-03-22,2019-04-04,12,fdp,9.0,8.0,1.0,1.0,0.14814814814814814,0.4444444444444444,1.3611111111111114,0.0,0.3333333333333333,0.1111111111111111,0.0,7.0,0.5,1.5,3.0,1,1,2,4,2,9,6,579.0,True,False,3.0,FDP,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.2222222222222222,66,6,10,23,39,16,0.015151515151515152,0.015151515151515152,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.16666666666666666,0.1,0.08695652173913043,0.10256410256410256,0.125,Opposition,0.0,1.0,19,WP19,2019,3,13
37,2019-03-22,2019-04-04,12,grüne,19.0,19.0,0.0,0.0,0.20833333333333331,0.625,0.7142857142857143,0.125,0.375,0.125,1.0,,0.0,0.6666666666666666,,1,0,3,6,0,8,7,683.375,True,False,1.0,Bündnis 90/Die Grünen,0.125,0.0,0.375,0.75,0.0,66,6,10,23,39,16,0.015151515151515152,0.0,0.045454545454545456,0.09090909090909091,0.0,0.16666666666666666,0.0,0.13043478260869565,0.15384615384615385,0.0,Opposition,0.0,1.0,19,WP19,2019,3,13
37,2019-03-22,2019-04-04,12,linke,8.0,9.0,-1.0,1.0,0.3333333333333333,1.0,1.15625,0.0,0.7777777777777778,0.2222222222222222,1.0,1.75,0.0,1.1666666666666667,0.3333333333333333,1,4,2,6,3,9,8,580.3333333333334,True,False,0.0,Die Linke,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.3333333333333333,66,6,10,23,39,16,0.015151515151515152,0.06060606060606061,0.030303030303030304,0.09090909090909091,0.045454545454545456,0.16666666666666666,0.4,0.08695652173913043,0.15384615384615385,0.1875,Opposition,0.0,1.0,19,WP19,2019,3,13
37,2019-03-22,2019-04-04,12,spd,18.0,17.0,1.0,1.0,0.017543859649122806,0.05263157894736842,1.5,0.0,0.05263157894736842,0.0,2.0,,0.5,1.9166666666666667,1.6666666666666667,1,0,6,12,3,19,16,616.8947368421053,True,False,2.0,SPD,0.05263157894736842,0.0,0.3157894736842105,0.631578947368421,0.15789473684210525,66,6,10,23,39,16,0.015151515151515152,0.0,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.16666666666666666,0.0,0.2608695652173913,0.3076923076923077,0.1875,Regierung,1.0,0.0,19,WP19,2019,3,13
38,2019-04-04,2019-04-18,12,afd,12.0,12.0,0.0,0.0,0.7647058823529411,2.2941176470588234,6.489080459770115,0.7058823529411765,1.1764705882352942,0.4117647058823529,8.666666666666666,8.0,6.214285714285714,4.96,7.0,15,23,14,25,44,68,58,624.6470588235294,False,True,,,0.22058823529411764,0.3382352941176471,0.20588235294117646,0.36764705882352944,0.6470588235294118,446,76,46,50,153,194,0.033632286995515695,0.0515695067264574,0.03139013452914798,0.05605381165919283,0.09865470852017937,0.19736842105263158,0.5,0.28,0.16339869281045752,0.2268041237113402,Opposition,0.0,1.0,19,WP19,2019,4,14
38,2019-04-04,2019-04-18,12,cdu/csu,29.0,29.0,0.0,0.0,0.12236286919831223,0.3670886075949367,2.4572649572649574,0.0759493670886076,0.22151898734177214,0.06962025316455696,3.3181818181818183,4.136363636363637,1.2272727272727273,2.418181818181818,2.391891891891892,22,22,22,55,74,158,117,669.6708860759494,True,False,4.0,CDU/CSU,0.13924050632911392,0.13924050632911392,0.13924050632911392,0.34810126582278483,0.46835443037974683,446,76,46,50,153,194,0.04932735426008968,0.04932735426008968,0.04932735426008968,0.12331838565022421,0.16591928251121077,0.2894736842105263,0.4782608695652174,0.44,0.35947712418300654,0.38144329896907214,Regierung,1.0,0.0,19,WP19,2019,4,14
38,2019-04-04,2019-04-18,12,fdp,9.0,9.0,0.0,0.0,0.23529411764705882,0.7058823529411765,2.57,0.16176470588235295,0.5147058823529411,0.029411764705882353,4.777777777777778,4.0,1.3333333333333333,1.391304347826087,2.212121212121212,9,3,3,23,33,68,50,566.1176470588235,True,False,3.0,FDP,0.1323529411764706,0.04411764705882353,0.04411764705882353,0.3382352941176471,0.4852941176470588,446,76,46,50,153,194,0.020179372197309416,0.006726457399103139,0.006726457399103139,0.0515695067264574,0.07399103139013453,0.11842105263157894,0.06521739130434782,0.06,0.1503267973856209,0.17010309278350516,Opposition,0.0,1.0,19,WP19,2019,4,14
38,2019-04-04,2019-04-18,12,grüne,20.0,19.0,1.0,1.0,0.2804232804232804,0.8412698412698413,1.2534013605442176,0.15873015873015872,0.6031746031746031,0.07936507936507936,0.875,1.75,0.2222222222222222,1.0952380952380953,1.4615384615384615,16,4,9,21,26,63,49,575.8095238095239,True,False,1.0,Bündnis 90/Die Grünen,0.25396825396825395,0.06349206349206349,0.14285714285714285,0.3333333333333333,0.4126984126984127,446,76,46,50,153,194,0.03587443946188341,0.008968609865470852,0.020179372197309416,0.04708520179372197,0.05829596412556054,0.21052631578947367,0.08695652173913043,0.18,0.13725490196078433,0.13402061855670103,Opposition,0.0,1.0,19,WP19,2019,4,14
38,2019-04-04,2019-04-18,12,linke,8.0,8.0,0.0,0.0,0.4971751412429378,1.4915254237288136,1.2259259259259259,0.4576271186440678,0.9491525423728814,0.0847457627118644,0.6363636363636364,2.4,0.6,1.0952380952380953,1.3478260869565217,11,5,5,21,23,59,45,551.2542372881356,True,False,0.0,Die Linke,0.1864406779661017,0.0847457627118644,0.0847457627118644,0.3559322033898305,0.3898305084745763,446,76,46,50,153,194,0.02466367713004484,0.011210762331838564,0.011210762331838564,0.04708520179372197,0.0515695067264574,0.14473684210526316,0.10869565217391304,0.1,0.13725490196078433,0.11855670103092783,Opposition,0.0,1.0,19,WP19,2019,4,14
38,2019-04-04,2019-04-18,12,spd,17.0,18.0,-1.0,1.0,0.15646258503401358,0.46938775510204084,1.3169014084507042,0.16326530612244897,0.25510204081632654,0.05102040816326531,1.2777777777777777,2.6666666666666665,0.8181818181818182,1.2121212121212122,1.131578947368421,18,12,11,33,38,98,71,656.5714285714286,True,False,2.0,SPD,0.1836734693877551,0.12244897959183673,0.11224489795918367,0.336734693877551,0.3877551020408163,446,76,46,50,153,194,0.04035874439461883,0.026905829596412557,0.02466367713004484,0.07399103139013453,0.08520179372197309,0.23684210526315788,0.2608695652173913,0.22,0.21568627450980393,0.1958762886597938,Regierung,1.0,0.0,19,WP19,2019,4,14
39,2019-04-18,2019-05-02,13,afd,13.0,12.0,1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,False,True,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2019,4,14
39,2019-04-18,2019-05-02,13,cdu/csu,29.0,29.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,4.0,CDU/CSU,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2019,4,14
39,2019-04-18,2019-05-02,13,fdp,8.0,9.0,-1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,3.0,FDP,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2019,4,14
39,2019-04-18,2019-05-02,13,grüne,21.0,20.0,1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,1.0,Bündnis 90/Die Grünen,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2019,4,14
39,2019-04-18,2019-05-02,13,linke,8.0,8.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,0.0,Die Linke,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2019,4,14
39,2019-04-18,2019-05-02,13,spd,16.0,17.0,-1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,2.0,SPD,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2019,4,14
40,2019-05-02,2019-05-17,12,afd,12.0,13.0,-1.0,1.0,0.8737373737373737,2.621212121212121,6.536163522012579,0.8939393939393939,1.3484848484848484,0.3787878787878788,9.125,7.9,7.555555555555555,5.583333333333333,7.170212765957447,8,20,9,24,47,66,53,651.560606060606,False,True,,,0.12121212121212122,0.30303030303030304,0.13636363636363635,0.36363636363636365,0.7121212121212122,414,76,85,25,113,223,0.01932367149758454,0.04830917874396135,0.021739130434782608,0.057971014492753624,0.11352657004830918,0.10526315789473684,0.23529411764705882,0.36,0.21238938053097345,0.21076233183856502,Opposition,0.0,1.0,19,WP19,2019,5,15
40,2019-05-02,2019-05-17,12,cdu/csu,28.0,29.0,-1.0,1.0,0.10714285714285714,0.32142857142857145,2.608910891089109,0.07857142857142857,0.15714285714285714,0.08571428571428572,2.590909090909091,4.580645161290323,3.5714285714285716,3.212121212121212,2.4125,22,31,7,33,80,140,101,694.4857142857143,True,False,4.0,CDU/CSU,0.15714285714285714,0.22142857142857142,0.05,0.2357142857142857,0.5714285714285714,414,76,85,25,113,223,0.05314009661835749,0.0748792270531401,0.016908212560386472,0.07971014492753623,0.1932367149758454,0.2894736842105263,0.36470588235294116,0.28,0.2920353982300885,0.35874439461883406,Regierung,1.0,0.0,19,WP19,2019,5,15
40,2019-05-02,2019-05-17,12,fdp,8.0,8.0,0.0,0.0,0.25,0.75,2.3682170542635657,0.109375,0.546875,0.09375,2.8333333333333335,4.357142857142857,3.5,2.2666666666666666,2.15625,6,14,2,15,32,64,43,559.515625,True,False,3.0,FDP,0.09375,0.21875,0.03125,0.234375,0.5,414,76,85,25,113,223,0.014492753623188406,0.033816425120772944,0.004830917874396135,0.036231884057971016,0.07729468599033816,0.07894736842105263,0.16470588235294117,0.08,0.13274336283185842,0.14349775784753363,Opposition,0.0,1.0,19,WP19,2019,5,15
40,2019-05-02,2019-05-17,12,grüne,20.0,21.0,-1.0,1.0,0.3333333333333333,1.0,1.1145833333333333,0.3157894736842105,0.631578947368421,0.05263157894736842,0.6666666666666666,1.9090909090909092,0.5,1.1176470588235294,1.0666666666666667,18,11,2,17,30,57,48,618.9824561403509,True,False,1.0,Bündnis 90/Die Grünen,0.3157894736842105,0.19298245614035087,0.03508771929824561,0.2982456140350877,0.5263157894736842,414,76,85,25,113,223,0.043478260869565216,0.026570048309178744,0.004830917874396135,0.04106280193236715,0.07246376811594203,0.23684210526315788,0.12941176470588237,0.08,0.1504424778761062,0.13452914798206278,Opposition,0.0,1.0,19,WP19,2019,5,15
40,2019-05-02,2019-05-17,12,linke,9.0,8.0,1.0,1.0,0.47023809523809523,1.4107142857142858,1.2604166666666667,0.48214285714285715,0.9107142857142857,0.017857142857142856,0.8181818181818182,1.6153846153846154,0.0,1.5454545454545454,1.303030303030303,11,13,3,22,33,56,48,550.9642857142857,True,False,0.0,Die Linke,0.19642857142857142,0.23214285714285715,0.05357142857142857,0.39285714285714285,0.5892857142857143,414,76,85,25,113,223,0.026570048309178744,0.03140096618357488,0.007246376811594203,0.05314009661835749,0.07971014492753623,0.14473684210526316,0.15294117647058825,0.12,0.19469026548672566,0.14798206278026907,Opposition,0.0,1.0,19,WP19,2019,5,15
40,2019-05-02,2019-05-17,12,spd,18.0,16.0,2.0,2.0,0.15807560137457044,0.4742268041237113,1.3666666666666667,0.18556701030927836,0.26804123711340205,0.020618556701030927,1.2105263157894737,2.3125,1.0909090909090908,1.4230769230769231,1.3541666666666667,19,16,11,26,48,97,70,690.7938144329897,True,False,2.0,SPD,0.1958762886597938,0.16494845360824742,0.1134020618556701,0.26804123711340205,0.4948453608247423,414,76,85,25,113,223,0.04589371980676329,0.03864734299516908,0.026570048309178744,0.06280193236714976,0.11594202898550725,0.25,0.18823529411764706,0.44,0.23008849557522124,0.21524663677130046,Regierung,1.0,0.0,19,WP19,2019,5,15
41,2019-05-17,2019-06-06,13,afd,13.0,12.0,1.0,1.0,1.1111111111111112,3.3333333333333335,8.044444444444444,0.9333333333333333,1.6,0.8,8.333333333333334,9.0,9.5,7.0,8.083333333333334,6,4,2,5,12,15,15,561.3333333333334,False,True,,,0.4,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.8,86,31,7,12,31,60,0.06976744186046512,0.046511627906976744,0.023255813953488372,0.05813953488372093,0.13953488372093023,0.1935483870967742,0.5714285714285714,0.16666666666666666,0.16129032258064516,0.2,Opposition,0.0,1.0,19,WP19,2019,5,20
41,2019-05-17,2019-06-06,13,cdu/csu,29.0,28.0,1.0,1.0,0.11827956989247311,0.3548387096774194,2.3225806451612905,0.06451612903225806,0.22580645161290322,0.06451612903225806,3.3636363636363638,4.333333333333333,0.75,2.909090909090909,1.5454545454545454,11,3,4,11,22,31,31,702.1935483870968,True,False,4.0,CDU/CSU,0.3548387096774194,0.0967741935483871,0.12903225806451613,0.3548387096774194,0.7096774193548387,86,31,7,12,31,60,0.12790697674418605,0.03488372093023256,0.046511627906976744,0.12790697674418605,0.2558139534883721,0.3548387096774194,0.42857142857142855,0.3333333333333333,0.3548387096774194,0.36666666666666664,Regierung,1.0,0.0,19,WP19,2019,5,20
41,2019-05-17,2019-06-06,13,fdp,8.0,8.0,0.0,0.0,0.23076923076923078,0.6923076923076923,2.474358974358974,0.0,0.6153846153846154,0.07692307692307693,4.0,4.5,0.0,2.5,1.5833333333333333,5,2,2,4,12,13,13,609.1538461538462,True,False,3.0,FDP,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.9230769230769231,86,31,7,12,31,60,0.05813953488372093,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.13953488372093023,0.16129032258064516,0.2857142857142857,0.16666666666666666,0.12903225806451613,0.2,Opposition,0.0,1.0,19,WP19,2019,5,20
41,2019-05-17,2019-06-06,13,grüne,18.0,20.0,-2.0,2.0,0.23809523809523808,0.7142857142857143,0.9615384615384616,0.14285714285714285,0.5,0.07142857142857142,0.8333333333333334,,0.0,0.8333333333333334,1.2222222222222223,6,0,2,6,9,14,13,613.3571428571429,True,False,1.0,Bündnis 90/Die Grünen,0.42857142857142855,0.0,0.14285714285714285,0.42857142857142855,0.6428571428571429,86,31,7,12,31,60,0.06976744186046512,0.0,0.023255813953488372,0.06976744186046512,0.10465116279069768,0.1935483870967742,0.0,0.16666666666666666,0.1935483870967742,0.15,Opposition,0.0,1.0,19,WP19,2019,5,20
41,2019-05-17,2019-06-06,13,linke,8.0,9.0,-1.0,1.0,0.3333333333333333,1.0,1.7333333333333332,0.3,0.7,0.0,1.0,2.0,0.0,0.75,1.875,3,2,1,4,8,10,10,641.4,True,False,0.0,Die Linke,0.3,0.2,0.1,0.4,0.8,86,31,7,12,31,60,0.03488372093023256,0.023255813953488372,0.011627906976744186,0.046511627906976744,0.09302325581395349,0.0967741935483871,0.2857142857142857,0.08333333333333333,0.12903225806451613,0.13333333333333333,Opposition,0.0,1.0,19,WP19,2019,5,20
41,2019-05-17,2019-06-06,13,spd,17.0,18.0,-1.0,1.0,0.14814814814814814,0.4444444444444444,1.03125,0.0,0.3888888888888889,0.05555555555555555,1.1666666666666667,,0.3333333333333333,0.6666666666666666,1.1111111111111112,6,0,3,6,9,18,16,822.7777777777778,True,False,2.0,SPD,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.5,86,31,7,12,31,60,0.06976744186046512,0.0,0.03488372093023256,0.06976744186046512,0.10465116279069768,0.1935483870967742,0.0,0.25,0.1935483870967742,0.15,Regierung,1.0,0.0,19,WP19,2019,5,20
42,2019-06-06,2019-06-28,13,afd,13.0,13.0,0.0,0.0,0.9452054794520548,2.835616438356164,7.156089743589744,0.9041095890410958,1.356164383561644,0.5753424657534246,8.545454545454545,8.185185185185185,8.176470588235293,6.266666666666667,7.613636363636363,11,27,17,30,44,73,52,612.917808219178,False,True,,,0.1506849315068493,0.3698630136986301,0.2328767123287671,0.410958904109589,0.6027397260273972,450,67,92,56,176,170,0.024444444444444446,0.06,0.03777777777777778,0.06666666666666667,0.09777777777777778,0.16417910447761194,0.29347826086956524,0.30357142857142855,0.17045454545454544,0.25882352941176473,Opposition,0.0,1.0,19,WP19,2019,6,22
