poll_interval_id,poll_date,next_poll_date,afd_support_t,party_clean,party_support_t,party_support_t_minus_1,party_support_change,party_support_change_abs,mean_populism_score,mean_populism_sum,mean_gal_tan_score,mean_P1_people,mean_P2_anti_elite,mean_P3_outgroup,mean_G1_environment,mean_G2_migration,mean_G3_society,mean_G4_civil_rights,mean_G5_cosmopolitanism,n_speeches_environment,n_speeches_migration,n_speeches_society,n_speeches_civil_rights,n_speeches_cosmopolitanism,n_speeches,n_speeches_with_gal_tan,mean_word_count,is_mainstream_party,is_afd,afd_proximity_ordinal,afd_proximity_label,share_environment_of_party_speeches,share_migration_of_party_speeches,share_society_of_party_speeches,share_civil_rights_of_party_speeches,share_cosmopolitanism_of_party_speeches,n_mainstream_speeches,n_mainstream_speeches_environment,n_mainstream_speeches_migration,n_mainstream_speeches_society,n_mainstream_speeches_civil_rights,n_mainstream_speeches_cosmopolitanism,share_environment_of_mainstream_speeches,share_migration_of_mainstream_speeches,share_society_of_mainstream_speeches,share_civil_rights_of_mainstream_speeches,share_cosmopolitanism_of_mainstream_speeches,share_party_of_mainstream_environment_speeches,share_party_of_mainstream_migration_speeches,share_party_of_mainstream_society_speeches,share_party_of_mainstream_civil_rights_speeches,share_party_of_mainstream_cosmopolitanism_speeches,government_label_interval,is_government,is_opposition,wahlperiode,wahlperiode_cat,poll_year,poll_month,interval_length_days,afd_mean_populism_score,afd_mean_populism_sum,afd_mean_gal_tan_score,afd_mean_P1_people,afd_mean_P2_anti_elite,afd_mean_P3_outgroup,afd_mean_G1_environment,afd_mean_G2_migration,afd_mean_G3_society,afd_mean_G4_civil_rights,afd_mean_G5_cosmopolitanism,afd_n_speeches,afd_n_speeches_with_gal_tan,afd_n_speeches_environment,afd_n_speeches_migration,afd_n_speeches_society,afd_n_speeches_civil_rights,afd_n_speeches_cosmopolitanism,afd_share_environment_of_party_speeches,afd_share_migration_of_party_speeches,afd_share_society_of_party_speeches,afd_share_civil_rights_of_party_speeches,afd_share_cosmopolitanism_of_party_speeches,populism_distance_to_afd,populism_sum_distance_to_afd,gal_tan_distance_to_afd,P1_people_distance_to_afd,P2_anti_elite_distance_to_afd,P3_outgroup_distance_to_afd,G1_environment_distance_to_afd,G2_migration_distance_to_afd,G3_society_distance_to_afd,G4_civil_rights_distance_to_afd,G5_cosmopolitanism_distance_to_afd
18,2018-06-14,2018-06-28,15,grüne,13.0,13.0,0.0,0.0,0.33333333333333326,1.0,1.1666666666666665,0.28,0.68,0.04,0.5,2.6666666666666665,0.25,0.8,1.0,6,6,4,10,15,25,19,611.36,True,False,1.0,Bündnis 90/Die Grünen,0.24,0.24,0.16,0.4,0.6,194,17,62,15,73,107,0.030927835051546393,0.030927835051546393,0.020618556701030927,0.05154639175257732,0.07731958762886598,0.35294117647058826,0.0967741935483871,0.26666666666666666,0.136986301369863,0.14018691588785046,Opposition,0.0,1.0,19,WP19,2018,6,14,1.1888888888888889,3.566666666666667,7.373333333333334,1.1333333333333333,1.5666666666666667,0.8666666666666667,8.0,8.857142857142858,7.75,7.0,7.458333333333333,30,25,1,14,8,15,24,0.03333333333333333,0.4666666666666667,0.26666666666666666,0.5,0.8,0.8555555555555556,2.566666666666667,6.206666666666667,0.8533333333333333,0.8866666666666666,0.8266666666666667,7.5,6.190476190476192,7.5,6.2,6.458333333333333
18,2018-06-14,2018-06-28,15,linke,10.0,10.0,0.0,0.0,0.5733333333333333,1.72,1.4523809523809523,0.56,1.04,0.12,0.0,1.5555555555555556,0.0,1.3125,1.4615384615384615,1,9,1,16,13,25,21,624.04,True,False,0.0,Die Linke,0.04,0.36,0.04,0.64,0.52,194,17,62,15,73,107,0.005154639175257732,0.04639175257731959,0.005154639175257732,0.08247422680412371,0.06701030927835051,0.058823529411764705,0.14516129032258066,0.06666666666666667,0.2191780821917808,0.12149532710280374,Opposition,0.0,1.0,19,WP19,2018,6,14,1.1888888888888889,3.566666666666667,7.373333333333334,1.1333333333333333,1.5666666666666667,0.8666666666666667,8.0,8.857142857142858,7.75,7.0,7.458333333333333,30,25,1,14,8,15,24,0.03333333333333333,0.4666666666666667,0.26666666666666666,0.5,0.8,0.6155555555555556,1.846666666666667,5.920952380952381,0.5733333333333333,0.5266666666666666,0.7466666666666667,8.0,7.301587301587302,7.75,5.6875,5.996794871794871
18,2018-06-14,2018-06-28,15,spd,18.0,17.0,1.0,1.0,0.15277777777777776,0.4583333333333333,1.236842105263158,0.16666666666666666,0.2708333333333333,0.020833333333333332,1.25,1.7894736842105263,1.0,0.9333333333333333,0.76,4,19,4,15,25,48,38,677.9166666666666,True,False,2.0,SPD,0.08333333333333333,0.3958333333333333,0.08333333333333333,0.3125,0.5208333333333334,194,17,62,15,73,107,0.020618556701030927,0.0979381443298969,0.020618556701030927,0.07731958762886598,0.12886597938144329,0.23529411764705882,0.3064516129032258,0.26666666666666666,0.2054794520547945,0.2336448598130841,Regierung,1.0,0.0,19,WP19,2018,6,14,1.1888888888888889,3.566666666666667,7.373333333333334,1.1333333333333333,1.5666666666666667,0.8666666666666667,8.0,8.857142857142858,7.75,7.0,7.458333333333333,30,25,1,14,8,15,24,0.03333333333333333,0.4666666666666667,0.26666666666666666,0.5,0.8,1.0361111111111112,3.1083333333333334,6.1364912280701756,0.9666666666666667,1.2958333333333334,0.8458333333333333,6.75,7.067669172932331,6.75,6.066666666666666,6.698333333333333
19,2018-06-28,2018-07-05,14,cdu/csu,32.0,31.0,1.0,1.0,0.0790960451977401,0.23728813559322035,2.2745726495726495,0.06779661016949153,0.1440677966101695,0.025423728813559324,2.5555555555555554,3.888888888888889,1.8571428571428572,2.1739130434782608,1.5555555555555556,27,18,7,23,54,118,78,814.2542372881356,True,False,4.0,CDU/CSU,0.2288135593220339,0.15254237288135594,0.059322033898305086,0.19491525423728814,0.4576271186440678,358,99,61,28,83,156,0.07541899441340782,0.05027932960893855,0.019553072625698324,0.06424581005586592,0.15083798882681565,0.2727272727272727,0.29508196721311475,0.25,0.27710843373493976,0.34615384615384615,Regierung,1.0,0.0,19,WP19,2018,6,7,0.8833333333333333,2.65,7.056,0.8166666666666667,1.3333333333333333,0.5,7.277777777777778,8.24,7.75,6.2631578947368425,7.357142857142857,60,50,18,25,16,19,42,0.3,0.4166666666666667,0.26666666666666666,0.31666666666666665,0.7,0.8042372881355933,2.4127118644067798,4.78142735042735,0.7488700564971751,1.1892655367231637,0.4745762711864407,4.722222222222222,4.351111111111111,5.892857142857142,4.089244851258582,5.801587301587301
19,2018-06-28,2018-07-05,14,fdp,8.0,8.0,0.0,0.0,0.25157232704402516,0.7547169811320755,3.0925925925925926,0.20754716981132076,0.5094339622641509,0.03773584905660377,3.933333333333333,4.25,2.0,2.6666666666666665,2.15,15,8,1,12,20,53,36,680.622641509434,True,False,3.0,FDP,0.2830188679245283,0.1509433962264151,0.018867924528301886,0.22641509433962265,0.37735849056603776,358,99,61,28,83,156,0.04189944134078212,0.0223463687150838,0.002793296089385475,0.0335195530726257,0.055865921787709494,0.15151515151515152,0.13114754098360656,0.03571428571428571,0.14457831325301204,0.1282051282051282,Opposition,0.0,1.0,19,WP19,2018,6,7,0.8833333333333333,2.65,7.056,0.8166666666666667,1.3333333333333333,0.5,7.277777777777778,8.24,7.75,6.2631578947368425,7.357142857142857,60,50,18,25,16,19,42,0.3,0.4166666666666667,0.26666666666666666,0.31666666666666665,0.7,0.6317610062893082,1.8952830188679244,3.9634074074074075,0.6091194968553459,0.8238993710691823,0.46226415094339623,3.3444444444444446,3.99,5.75,3.596491228070176,5.207142857142857
19,2018-06-28,2018-07-05,14,grüne,13.0,13.0,0.0,0.0,0.29559748427672955,0.8867924528301887,1.2396825396825397,0.20754716981132076,0.6226415094339622,0.05660377358490566,1.2083333333333333,2.2,1.5,1.1428571428571428,0.9230769230769231,24,10,6,14,26,53,42,674.811320754717,True,False,1.0,Bündnis 90/Die Grünen,0.4528301886792453,0.18867924528301888,0.11320754716981132,0.2641509433962264,0.49056603773584906,358,99,61,28,83,156,0.0670391061452514,0.027932960893854747,0.01675977653631285,0.03910614525139665,0.07262569832402235,0.24242424242424243,0.16393442622950818,0.21428571428571427,0.1686746987951807,0.16666666666666666,Opposition,0.0,1.0,19,WP19,2018,6,7,0.8833333333333333,2.65,7.056,0.8166666666666667,1.3333333333333333,0.5,7.277777777777778,8.24,7.75,6.2631578947368425,7.357142857142857,60,50,18,25,16,19,42,0.3,0.4166666666666667,0.26666666666666666,0.31666666666666665,0.7,0.5877358490566038,1.7632075471698112,5.81631746031746,0.6091194968553459,0.710691823899371,0.44339622641509435,6.069444444444445,6.04,6.25,5.1203007518797,6.434065934065933
19,2018-06-28,2018-07-05,14,linke,9.0,10.0,-1.0,1.0,0.4423076923076923,1.3269230769230769,1.252991452991453,0.4230769230769231,0.8076923076923077,0.09615384615384616,0.5714285714285714,2.75,0.2857142857142857,1.1818181818181819,1.1904761904761905,14,12,7,11,21,52,39,632.7115384615385,True,False,0.0,Die Linke,0.2692307692307692,0.23076923076923078,0.1346153846153846,0.21153846153846154,0.40384615384615385,358,99,61,28,83,156,0.03910614525139665,0.0335195530726257,0.019553072625698324,0.030726256983240222,0.05865921787709497,0.1414141414141414,0.19672131147540983,0.25,0.13253012048192772,0.1346153846153846,Opposition,0.0,1.0,19,WP19,2018,6,7,0.8833333333333333,2.65,7.056,0.8166666666666667,1.3333333333333333,0.5,7.277777777777778,8.24,7.75,6.2631578947368425,7.357142857142857,60,50,18,25,16,19,42,0.3,0.4166666666666667,0.26666666666666666,0.31666666666666665,0.7,0.441025641025641,1.323076923076923,5.803008547008547,0.3935897435897436,0.5256410256410255,0.40384615384615385,6.7063492063492065,5.49,7.464285714285714,5.081339712918661,6.166666666666666
19,2018-06-28,2018-07-05,14,spd,19.0,18.0,1.0,1.0,0.09349593495934959,0.2804878048780488,1.2077380952380952,0.06097560975609756,0.1951219512195122,0.024390243902439025,1.4736842105263157,1.2307692307692308,0.7142857142857143,0.9565217391304348,0.8285714285714286,19,13,7,23,35,82,56,741.9024390243902,True,False,2.0,SPD,0.23170731707317074,0.15853658536585366,0.08536585365853659,0.2804878048780488,0.4268292682926829,358,99,61,28,83,156,0.05307262569832402,0.036312849162011177,0.019553072625698324,0.06424581005586592,0.09776536312849161,0.1919191919191919,0.21311475409836064,0.25,0.27710843373493976,0.22435897435897437,Regierung,1.0,0.0,19,WP19,2018,6,7,0.8833333333333333,2.65,7.056,0.8166666666666667,1.3333333333333333,0.5,7.277777777777778,8.24,7.75,6.2631578947368425,7.357142857142857,60,50,18,25,16,19,42,0.3,0.4166666666666667,0.26666666666666666,0.31666666666666665,0.7,0.7898373983739837,2.369512195121951,5.848261904761905,0.755691056910569,1.1382113821138211,0.47560975609756095,5.804093567251462,7.009230769230769,7.035714285714286,5.306636155606408,6.5285714285714285
20,2018-07-05,2018-07-27,16,cdu/csu,30.0,32.0,-2.0,2.0,0.08333333333333333,0.25,2.6302083333333335,0.125,0.041666666666666664,0.08333333333333333,3.75,4.0,3.0,3.142857142857143,1.5454545454545454,4,7,2,7,11,24,16,916.7916666666666,True,False,4.0,CDU/CSU,0.16666666666666666,0.2916666666666667,0.08333333333333333,0.2916666666666667,0.4583333333333333,79,18,22,10,25,30,0.05063291139240506,0.08860759493670886,0.02531645569620253,0.08860759493670886,0.13924050632911392,0.2222222222222222,0.3181818181818182,0.2,0.28,0.36666666666666664,Regierung,1.0,0.0,19,WP19,2018,7,22,1.2307692307692308,3.6923076923076925,7.564102564102565,1.1538461538461537,1.6923076923076923,0.8461538461538461,,8.444444444444445,7.8,8.0,7.615384615384615,13,13,0,9,5,4,13,0.0,0.6923076923076923,0.38461538461538464,0.3076923076923077,1.0,1.1474358974358976,3.4423076923076925,4.933894230769232,1.0288461538461537,1.6506410256410255,0.7628205128205128,,4.444444444444445,4.8,4.857142857142858,6.06993006993007
20,2018-07-05,2018-07-27,16,fdp,8.0,8.0,0.0,0.0,0.3333333333333333,1.0,3.625,0.35714285714285715,0.6428571428571429,0.0,7.0,4.6,,2.4,3.5,1,5,0,5,4,14,8,694.4285714285714,True,False,3.0,FDP,0.07142857142857142,0.35714285714285715,0.0,0.35714285714285715,0.2857142857142857,79,18,22,10,25,30,0.012658227848101266,0.06329113924050633,0.0,0.06329113924050633,0.05063291139240506,0.05555555555555555,0.22727272727272727,0.0,0.2,0.13333333333333333,Opposition,0.0,1.0,19,WP19,2018,7,22,1.2307692307692308,3.6923076923076925,7.564102564102565,1.1538461538461537,1.6923076923076923,0.8461538461538461,,8.444444444444445,7.8,8.0,7.615384615384615,13,13,0,9,5,4,13,0.0,0.6923076923076923,0.38461538461538464,0.3076923076923077,1.0,0.8974358974358976,2.6923076923076925,3.9391025641025648,0.7967032967032965,1.0494505494505493,0.8461538461538461,,3.844444444444445,,5.6,4.115384615384615
20,2018-07-05,2018-07-27,16,grüne,14.0,13.0,1.0,1.0,0.48717948717948717,1.4615384615384615,2.591666666666667,0.38461538461538464,0.8461538461538461,0.23076923076923078,1.4,6.25,0.0,2.5,2.75,5,4,2,4,4,13,10,691.9230769230769,True,False,1.0,Bündnis 90/Die Grünen,0.38461538461538464,0.3076923076923077,0.15384615384615385,0.3076923076923077,0.3076923076923077,79,18,22,10,25,30,0.06329113924050633,0.05063291139240506,0.02531645569620253,0.05063291139240506,0.05063291139240506,0.2777777777777778,0.18181818181818182,0.2,0.16,0.13333333333333333,Opposition,0.0,1.0,19,WP19,2018,7,22,1.2307692307692308,3.6923076923076925,7.564102564102565,1.1538461538461537,1.6923076923076923,0.8461538461538461,,8.444444444444445,7.8,8.0,7.615384615384615,13,13,0,9,5,4,13,0.0,0.6923076923076923,0.38461538461538464,0.3076923076923077,1.0,0.7435897435897436,2.230769230769231,4.972435897435898,0.7692307692307692,0.8461538461538461,0.6153846153846154,,2.1944444444444446,7.8,5.5,4.865384615384615
20,2018-07-05,2018-07-27,16,linke,9.0,9.0,0.0,0.0,0.6969696969696969,2.090909090909091,1.6833333333333333,0.7272727272727273,1.1818181818181819,0.18181818181818182,1.3333333333333333,3.0,0.0,2.8333333333333335,1.0,3,3,4,6,6,11,8,672.6363636363636,True,False,0.0,Die Linke,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.5454545454545454,0.5454545454545454,79,18,22,10,25,30,0.0379746835443038,0.0379746835443038,0.05063291139240506,0.0759493670886076,0.0759493670886076,0.16666666666666666,0.13636363636363635,0.4,0.24,0.2,Opposition,0.0,1.0,19,WP19,2018,7,22,1.2307692307692308,3.6923076923076925,7.564102564102565,1.1538461538461537,1.6923076923076923,0.8461538461538461,,8.444444444444445,7.8,8.0,7.615384615384615,13,13,0,9,5,4,13,0.0,0.6923076923076923,0.38461538461538464,0.3076923076923077,1.0,0.5337995337995339,1.6013986013986017,5.880769230769231,0.42657342657342645,0.5104895104895104,0.6643356643356644,,5.444444444444445,7.8,5.166666666666666,6.615384615384615
20,2018-07-05,2018-07-27,16,spd,18.0,19.0,-1.0,1.0,0.058823529411764705,0.17647058823529413,1.3484848484848484,0.0,0.11764705882352941,0.058823529411764705,1.2,2.0,0.5,2.3333333333333335,0.8,5,3,2,3,5,17,11,756.0588235294117,True,False,2.0,SPD,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.29411764705882354,79,18,22,10,25,30,0.06329113924050633,0.0379746835443038,0.02531645569620253,0.0379746835443038,0.06329113924050633,0.2777777777777778,0.13636363636363635,0.2,0.12,0.16666666666666666,Regierung,1.0,0.0,19,WP19,2018,7,22,1.2307692307692308,3.6923076923076925,7.564102564102565,1.1538461538461537,1.6923076923076923,0.8461538461538461,,8.444444444444445,7.8,8.0,7.615384615384615,13,13,0,9,5,4,13,0.0,0.6923076923076923,0.38461538461538464,0.3076923076923077,1.0,1.1719457013574661,3.5158371040723986,6.215617715617716,1.1538461538461537,1.5746606334841629,0.7873303167420814,,6.444444444444445,7.3,5.666666666666666,6.815384615384615
21,2018-07-27,2018-08-02,16,cdu/csu,30.0,30.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,4.0,CDU/CSU,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,7,6,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
21,2018-07-27,2018-08-02,16,fdp,8.0,8.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,3.0,FDP,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,7,6,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
21,2018-07-27,2018-08-02,16,grüne,15.0,14.0,1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,1.0,Bündnis 90/Die Grünen,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,7,6,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
21,2018-07-27,2018-08-02,16,linke,8.0,9.0,-1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,0.0,Die Linke,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,7,6,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
21,2018-07-27,2018-08-02,16,spd,18.0,18.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,2.0,SPD,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,7,6,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
22,2018-08-02,2018-08-24,17,cdu/csu,29.0,30.0,-1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,4.0,CDU/CSU,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,8,22,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
22,2018-08-02,2018-08-24,17,fdp,7.0,8.0,-1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,3.0,FDP,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,8,22,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
22,2018-08-02,2018-08-24,17,grüne,15.0,15.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,1.0,Bündnis 90/Die Grünen,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,8,22,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
22,2018-08-02,2018-08-24,17,linke,9.0,8.0,1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,0.0,Die Linke,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,8,22,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
22,2018-08-02,2018-08-24,17,spd,18.0,18.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,2.0,SPD,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,8,22,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
23,2018-08-24,2018-09-06,17,cdu/csu,29.0,29.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,4.0,CDU/CSU,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,8,13,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
23,2018-08-24,2018-09-06,17,fdp,8.0,7.0,1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,3.0,FDP,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,8,13,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
23,2018-08-24,2018-09-06,17,grüne,14.0,15.0,-1.0,1.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,1.0,Bündnis 90/Die Grünen,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,8,13,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
23,2018-08-24,2018-09-06,17,linke,9.0,9.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,0.0,Die Linke,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,8,13,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
23,2018-08-24,2018-09-06,17,spd,18.0,18.0,0.0,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,True,False,2.0,SPD,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,2018,8,13,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
24,2018-09-06,2018-09-21,16,cdu/csu,29.0,29.0,0.0,0.0,0.09523809523809523,0.2857142857142857,2.5833333333333335,0.12698412698412698,0.09523809523809523,0.06349206349206349,2.8125,5.3,2.3333333333333335,3.0,2.111111111111111,16,10,6,16,36,63,48,936.7460317460317,True,False,4.0,CDU/CSU,0.25396825396825395,0.15873015873015872,0.09523809523809523,0.25396825396825395,0.5714285714285714,215,65,41,16,57,105,0.07441860465116279,0.046511627906976744,0.027906976744186046,0.07441860465116279,0.16744186046511628,0.24615384615384617,0.24390243902439024,0.375,0.2807017543859649,0.34285714285714286,Regierung,1.0,0.0,19,WP19,2018,9,15,1.2439024390243902,3.731707317073171,7.6938095238095245,1.2439024390243902,1.6097560975609757,0.8780487804878049,7.916666666666667,8.409090909090908,8.090909090909092,7.352941176470588,7.866666666666666,41,35,12,22,11,17,30,0.2926829268292683,0.5365853658536586,0.2682926829268293,0.4146341463414634,0.7317073170731707,1.1486643437862951,3.4459930313588854,5.1104761904761915,1.1169183120402633,1.5145180023228804,0.8145567169957414,5.104166666666667,3.1090909090909085,5.757575757575758,4.352941176470588,5.755555555555555
24,2018-09-06,2018-09-21,16,fdp,8.0,8.0,0.0,0.0,0.36363636363636365,1.0909090909090908,2.7698412698412698,0.24242424242424243,0.7878787878787878,0.06060606060606061,3.375,4.428571428571429,2.0,2.5714285714285716,2.533333333333333,8,7,1,7,15,33,21,793.5151515151515,True,False,3.0,FDP,0.24242424242424243,0.21212121212121213,0.030303030303030304,0.21212121212121213,0.45454545454545453,215,65,41,16,57,105,0.037209302325581395,0.03255813953488372,0.004651162790697674,0.03255813953488372,0.06976744186046512,0.12307692307692308,0.17073170731707318,0.0625,0.12280701754385964,0.14285714285714285,Opposition,0.0,1.0,19,WP19,2018,9,15,1.2439024390243902,3.731707317073171,7.6938095238095245,1.2439024390243902,1.6097560975609757,0.8780487804878049,7.916666666666667,8.409090909090908,8.090909090909092,7.352941176470588,7.866666666666666,41,35,12,22,11,17,30,0.2926829268292683,0.5365853658536586,0.2682926829268293,0.4146341463414634,0.7317073170731707,0.8802660753880266,2.64079822616408,4.923968253968255,1.0014781966001478,0.8218773096821879,0.8174427198817442,4.541666666666667,3.9805194805194795,6.090909090909092,4.781512605042016,5.333333333333333
24,2018-09-06,2018-09-21,16,grüne,14.0,14.0,0.0,0.0,0.41414141414141414,1.2424242424242424,1.4400000000000002,0.36363636363636365,0.7878787878787878,0.09090909090909091,1.0,3.25,1.3333333333333333,1.7,1.411764705882353,17,8,3,10,17,33,30,725.2727272727273,True,False,1.0,Bündnis 90/Die Grünen,0.5151515151515151,0.24242424242424243,0.09090909090909091,0.30303030303030304,0.5151515151515151,215,65,41,16,57,105,0.07906976744186046,0.037209302325581395,0.013953488372093023,0.046511627906976744,0.07906976744186046,0.26153846153846155,0.1951219512195122,0.1875,0.17543859649122806,0.1619047619047619,Opposition,0.0,1.0,19,WP19,2018,9,15,1.2439024390243902,3.731707317073171,7.6938095238095245,1.2439024390243902,1.6097560975609757,0.8780487804878049,7.916666666666667,8.409090909090908,8.090909090909092,7.352941176470588,7.866666666666666,41,35,12,22,11,17,30,0.2926829268292683,0.5365853658536586,0.2682926829268293,0.4146341463414634,0.7317073170731707,0.8297610248829761,2.4892830746489283,6.253809523809524,0.8802660753880266,0.8218773096821879,0.7871396895787139,6.916666666666667,5.159090909090908,6.757575757575759,5.652941176470588,6.454901960784313
24,2018-09-06,2018-09-21,16,linke,10.0,9.0,1.0,1.0,0.6060606060606061,1.8181818181818181,1.796,0.6363636363636364,1.0303030303030303,0.15151515151515152,1.1111111111111112,3.6,0.6666666666666666,1.4444444444444444,1.9375,9,5,3,9,16,33,25,680.2121212121212,True,False,0.0,Die Linke,0.2727272727272727,0.15151515151515152,0.09090909090909091,0.2727272727272727,0.48484848484848486,215,65,41,16,57,105,0.04186046511627907,0.023255813953488372,0.013953488372093023,0.04186046511627907,0.07441860465116279,0.13846153846153847,0.12195121951219512,0.1875,0.15789473684210525,0.1523809523809524,Opposition,0.0,1.0,19,WP19,2018,9,15,1.2439024390243902,3.731707317073171,7.6938095238095245,1.2439024390243902,1.6097560975609757,0.8780487804878049,7.916666666666667,8.409090909090908,8.090909090909092,7.352941176470588,7.866666666666666,41,35,12,22,11,17,30,0.2926829268292683,0.5365853658536586,0.2682926829268293,0.4146341463414634,0.7317073170731707,0.6378418329637842,1.9135254988913528,5.897809523809524,0.6075388026607539,0.5794530672579454,0.7265336289726534,6.805555555555555,4.809090909090909,7.424242424242425,5.908496732026143,5.929166666666666
24,2018-09-06,2018-09-21,16,spd,18.0,18.0,0.0,0.0,0.220125786163522,0.660377358490566,1.7222222222222223,0.20754716981132076,0.2641509433962264,0.18867924528301888,1.9333333333333333,2.8181818181818183,1.0,1.8,1.4285714285714286,15,11,3,15,21,53,39,778.3962264150944,True,False,2.0,SPD,0.2830188679245283,0.20754716981132076,0.05660377358490566,0.2830188679245283,0.39622641509433965,215,65,41,16,57,105,0.06976744186046512,0.05116279069767442,0.013953488372093023,0.06976744186046512,0.09767441860465116,0.23076923076923078,0.2682926829268293,0.1875,0.2631578947368421,0.2,Regierung,1.0,0.0,19,WP19,2018,9,15,1.2439024390243902,3.731707317073171,7.6938095238095245,1.2439024390243902,1.6097560975609757,0.8780487804878049,7.916666666666667,8.409090909090908,8.090909090909092,7.352941176470588,7.866666666666666,41,35,12,22,11,17,30,0.2926829268292683,0.5365853658536586,0.2682926829268293,0.4146341463414634,0.7317073170731707,1.0237766528608683,3.071329958582605,5.971587301587302,1.0363552692130695,1.3456051541647494,0.6893695352047859,5.983333333333333,5.59090909090909,7.090909090909092,5.552941176470588,6.438095238095237
25,2018-09-21,2018-10-11,18,cdu/csu,28.0,29.0,-1.0,1.0,0.12916666666666665,0.3875,3.371527777777778,0.1125,0.2375,0.0375,4.0,4.636363636363637,3.3333333333333335,3.6875,3.0384615384615383,18,11,3,16,26,80,48,718.9875,True,False,4.0,CDU/CSU,0.225,0.1375,0.0375,0.2,0.325,242,61,34,13,60,81,0.0743801652892562,0.045454545454545456,0.012396694214876033,0.06611570247933884,0.10743801652892562,0.29508196721311475,0.3235294117647059,0.23076923076923078,0.26666666666666666,0.32098765432098764,Regierung,1.0,0.0,19,WP19,2018,9,20,0.9147286821705427,2.744186046511628,7.13063063063063,0.8604651162790697,1.3953488372093024,0.4883720930232558,7.6923076923076925,8.058823529411764,7.857142857142857,6.5,7.275862068965517,43,37,13,17,7,16,29,0.3023255813953488,0.3953488372093023,0.16279069767441862,0.37209302325581395,0.6744186046511628,0.785562015503876,2.3566860465116277,3.7591028528528523,0.7479651162790697,1.1578488372093023,0.4508720930232558,3.6923076923076925,3.422459893048128,4.523809523809524,2.8125,4.237400530503979
