hypothesis,operationalization,model_label,model,outcome,predictor,moderator,interaction,expected_direction,coefficient,cluster_robust_se,t_value,p_value,ci_95_low,ci_95_high,n_observations,n_clusters,n_periods,r_squared,adjusted_r_squared,afd_support_mean,supported,interpretation
H2c,absolute,Absoluter Populismus,party_and_period_fixed_effects,mean_populism_score,afd_support_t,is_opposition,afd_x_opposition,positive,0.007,0.004,2.011,0.115,-0.003,0.017,739,5,3,0.627,0.623,14.563,False,"Absoluter Populismus: Der Interaktionseffekt weist in die erwartete Richtung, ist aber nicht statistisch signifikant."
