hypothesis,operationalization,model_label,model,outcome,predictor,moderator,interaction,expected_direction,coefficient,cluster_robust_se,t_value,p_value,ci_95_low,ci_95_high,n_observations,n_clusters,n_periods,r_squared,adjusted_r_squared,afd_support_mean,supported,interpretation
H2c,distance,Rhetorische Distanz zur AfD,party_and_period_fixed_effects,populism_distance_to_afd,afd_support_t,is_opposition,afd_x_opposition,negative,-0.007,0.002,-4.243,0.013,-0.012,-0.003,739,5,3,0.404,0.397,14.563,True,Rhetorische Distanz zur AfD: Der Interaktionseffekt weist in die erwartete Richtung und ist statistisch signifikant.
