afd_support_t,is_opposition,party_clean,wahlperiode_cat,afd_support_c,afd_x_opposition,status,predicted_distance,ci_95_low,ci_95_high
16.556,0,cdu/csu,WP19,1.993,0.000,Regierung,0.818,0.778,0.857
16.727,0,cdu/csu,WP19,2.164,0.000,Regierung,0.819,0.779,0.860
16.899,0,cdu/csu,WP19,2.336,0.000,Regierung,0.821,0.780,0.862
17.071,0,cdu/csu,WP19,2.508,0.000,Regierung,0.822,0.781,0.864
17.242,0,cdu/csu,WP19,2.680,0.000,Regierung,0.824,0.782,0.866
17.414,0,cdu/csu,WP19,2.851,0.000,Regierung,0.826,0.783,0.868
17.586,0,cdu/csu,WP19,3.023,0.000,Regierung,0.827,0.785,0.870
17.758,0,cdu/csu,WP19,3.195,0.000,Regierung,0.829,0.786,0.872
17.929,0,cdu/csu,WP19,3.366,0.000,Regierung,0.831,0.787,0.874
18.101,0,cdu/csu,WP19,3.538,0.000,Regierung,0.832,0.788,0.877
18.273,0,cdu/csu,WP19,3.710,0.000,Regierung,0.834,0.789,0.879
18.444,0,cdu/csu,WP19,3.882,0.000,Regierung,0.836,0.790,0.881
18.616,0,cdu/csu,WP19,4.053,0.000,Regierung,0.837,0.791,0.883
18.788,0,cdu/csu,WP19,4.225,0.000,Regierung,0.839,0.792,0.885
18.960,0,cdu/csu,WP19,4.397,0.000,Regierung,0.840,0.793,0.888
19.131,0,cdu/csu,WP19,4.568,0.000,Regierung,0.842,0.794,0.890
19.303,0,cdu/csu,WP19,4.740,0.000,Regierung,0.844,0.795,0.892
19.475,0,cdu/csu,WP19,4.912,0.000,Regierung,0.845,0.796,0.894
19.646,0,cdu/csu,WP19,5.084,0.000,Regierung,0.847,0.797,0.897
19.818,0,cdu/csu,WP19,5.255,0.000,Regierung,0.849,0.798,0.899
19.990,0,cdu/csu,WP19,5.427,0.000,Regierung,0.850,0.799,0.901
20.162,0,cdu/csu,WP19,5.599,0.000,Regierung,0.852,0.800,0.904
20.333,0,cdu/csu,WP19,5.770,0.000,Regierung,0.853,0.801,0.906
20.505,0,cdu/csu,WP19,5.942,0.000,Regierung,0.855,0.802,0.908
20.677,0,cdu/csu,WP19,6.114,0.000,Regierung,0.857,0.803,0.911
20.848,0,cdu/csu,WP19,6.286,0.000,Regierung,0.858,0.804,0.913
21.020,0,cdu/csu,WP19,6.457,0.000,Regierung,0.860,0.805,0.915
21.192,0,cdu/csu,WP19,6.629,0.000,Regierung,0.862,0.806,0.918
21.364,0,cdu/csu,WP19,6.801,0.000,Regierung,0.863,0.807,0.920
21.535,0,cdu/csu,WP19,6.972,0.000,Regierung,0.865,0.808,0.922
21.707,0,cdu/csu,WP19,7.144,0.000,Regierung,0.867,0.809,0.925
21.879,0,cdu/csu,WP19,7.316,0.000,Regierung,0.868,0.809,0.927
22.051,0,cdu/csu,WP19,7.488,0.000,Regierung,0.870,0.810,0.929
22.222,0,cdu/csu,WP19,7.659,0.000,Regierung,0.871,0.811,0.932
22.394,0,cdu/csu,WP19,7.831,0.000,Regierung,0.873,0.812,0.934
22.566,0,cdu/csu,WP19,8.003,0.000,Regierung,0.875,0.813,0.936
22.737,0,cdu/csu,WP19,8.174,0.000,Regierung,0.876,0.814,0.939
22.909,0,cdu/csu,WP19,8.346,0.000,Regierung,0.878,0.815,0.941
23.081,0,cdu/csu,WP19,8.518,0.000,Regierung,0.880,0.816,0.944
23.253,0,cdu/csu,WP19,8.690,0.000,Regierung,0.881,0.816,0.946
23.424,0,cdu/csu,WP19,8.861,0.000,Regierung,0.883,0.817,0.948
23.596,0,cdu/csu,WP19,9.033,0.000,Regierung,0.885,0.818,0.951
23.768,0,cdu/csu,WP19,9.205,0.000,Regierung,0.886,0.819,0.953
23.939,0,cdu/csu,WP19,9.376,0.000,Regierung,0.888,0.820,0.956
24.111,0,cdu/csu,WP19,9.548,0.000,Regierung,0.889,0.821,0.958
24.283,0,cdu/csu,WP19,9.720,0.000,Regierung,0.891,0.822,0.960
24.455,0,cdu/csu,WP19,9.892,0.000,Regierung,0.893,0.822,0.963
24.626,0,cdu/csu,WP19,10.063,0.000,Regierung,0.894,0.823,0.965
24.798,0,cdu/csu,WP19,10.235,0.000,Regierung,0.896,0.824,0.968
24.970,0,cdu/csu,WP19,10.407,0.000,Regierung,0.898,0.825,0.970
25.141,0,cdu/csu,WP19,10.578,0.000,Regierung,0.899,0.826,0.973
25.313,0,cdu/csu,WP19,10.750,0.000,Regierung,0.901,0.827,0.975
25.485,0,cdu/csu,WP19,10.922,0.000,Regierung,0.902,0.827,0.978
25.657,0,cdu/csu,WP19,11.094,0.000,Regierung,0.904,0.828,0.980
25.828,0,cdu/csu,WP19,11.265,0.000,Regierung,0.906,0.829,0.982
26.000,0,cdu/csu,WP19,11.437,0.000,Regierung,0.907,0.830,0.985
9.000,1,cdu/csu,WP19,-5.563,-5.563,Opposition,0.638,0.593,0.683
9.172,1,cdu/csu,WP19,-5.391,-5.391,Opposition,0.638,0.594,0.683
9.343,1,cdu/csu,WP19,-5.219,-5.219,Opposition,0.639,0.595,0.683
9.515,1,cdu/csu,WP19,-5.048,-5.048,Opposition,0.639,0.596,0.682
9.687,1,cdu/csu,WP19,-4.876,-4.876,Opposition,0.639,0.597,0.682
9.859,1,cdu/csu,WP19,-4.704,-4.704,Opposition,0.640,0.598,0.682
10.030,1,cdu/csu,WP19,-4.533,-4.533,Opposition,0.640,0.599,0.682
10.202,1,cdu/csu,WP19,-4.361,-4.361,Opposition,0.641,0.599,0.682
10.374,1,cdu/csu,WP19,-4.189,-4.189,Opposition,0.641,0.600,0.682
10.545,1,cdu/csu,WP19,-4.017,-4.017,Opposition,0.641,0.601,0.682
10.717,1,cdu/csu,WP19,-3.846,-3.846,Opposition,0.642,0.602,0.682
10.889,1,cdu/csu,WP19,-3.674,-3.674,Opposition,0.642,0.603,0.682
11.061,1,cdu/csu,WP19,-3.502,-3.502,Opposition,0.643,0.604,0.682
11.232,1,cdu/csu,WP19,-3.331,-3.331,Opposition,0.643,0.604,0.682
11.404,1,cdu/csu,WP19,-3.159,-3.159,Opposition,0.643,0.605,0.682
11.576,1,cdu/csu,WP19,-2.987,-2.987,Opposition,0.644,0.606,0.682
11.747,1,cdu/csu,WP19,-2.815,-2.815,Opposition,0.644,0.606,0.682
11.919,1,cdu/csu,WP19,-2.644,-2.644,Opposition,0.644,0.607,0.682
12.091,1,cdu/csu,WP19,-2.472,-2.472,Opposition,0.645,0.608,0.682
12.263,1,cdu/csu,WP19,-2.300,-2.300,Opposition,0.645,0.608,0.682
12.434,1,cdu/csu,WP19,-2.129,-2.129,Opposition,0.646,0.609,0.682
12.606,1,cdu/csu,WP19,-1.957,-1.957,Opposition,0.646,0.610,0.682
12.778,1,cdu/csu,WP19,-1.785,-1.785,Opposition,0.646,0.610,0.683
12.949,1,cdu/csu,WP19,-1.613,-1.613,Opposition,0.647,0.611,0.683
13.121,1,cdu/csu,WP19,-1.442,-1.442,Opposition,0.647,0.611,0.683
13.293,1,cdu/csu,WP19,-1.270,-1.270,Opposition,0.648,0.612,0.683
13.465,1,cdu/csu,WP19,-1.098,-1.098,Opposition,0.648,0.612,0.684
13.636,1,cdu/csu,WP19,-0.927,-0.927,Opposition,0.648,0.612,0.684
13.808,1,cdu/csu,WP19,-0.755,-0.755,Opposition,0.649,0.613,0.685
13.980,1,cdu/csu,WP19,-0.583,-0.583,Opposition,0.649,0.613,0.685
14.152,1,cdu/csu,WP19,-0.411,-0.411,Opposition,0.649,0.613,0.685
14.323,1,cdu/csu,WP19,-0.240,-0.240,Opposition,0.650,0.614,0.686
14.495,1,cdu/csu,WP19,-0.068,-0.068,Opposition,0.650,0.614,0.686
14.667,1,cdu/csu,WP19,0.104,0.104,Opposition,0.651,0.614,0.687
14.838,1,cdu/csu,WP19,0.275,0.275,Opposition,0.651,0.615,0.687
15.010,1,cdu/csu,WP19,0.447,0.447,Opposition,0.651,0.615,0.688
15.182,1,cdu/csu,WP19,0.619,0.619,Opposition,0.652,0.615,0.689
15.354,1,cdu/csu,WP19,0.791,0.791,Opposition,0.652,0.615,0.689
15.525,1,cdu/csu,WP19,0.962,0.962,Opposition,0.652,0.615,0.690
15.697,1,cdu/csu,WP19,1.134,1.134,Opposition,0.653,0.615,0.690
15.869,1,cdu/csu,WP19,1.306,1.306,Opposition,0.653,0.615,0.691
16.040,1,cdu/csu,WP19,1.477,1.477,Opposition,0.654,0.615,0.692
16.212,1,cdu/csu,WP19,1.649,1.649,Opposition,0.654,0.615,0.693
16.384,1,cdu/csu,WP19,1.821,1.821,Opposition,0.654,0.615,0.693
16.556,1,cdu/csu,WP19,1.993,1.993,Opposition,0.655,0.615,0.694
16.727,1,cdu/csu,WP19,2.164,2.164,Opposition,0.655,0.615,0.695
16.899,1,cdu/csu,WP19,2.336,2.336,Opposition,0.656,0.615,0.696
17.071,1,cdu/csu,WP19,2.508,2.508,Opposition,0.656,0.615,0.697
17.242,1,cdu/csu,WP19,2.680,2.680,Opposition,0.656,0.615,0.697
17.414,1,cdu/csu,WP19,2.851,2.851,Opposition,0.657,0.615,0.698
17.586,1,cdu/csu,WP19,3.023,3.023,Opposition,0.657,0.615,0.699
17.758,1,cdu/csu,WP19,3.195,3.195,Opposition,0.657,0.615,0.700
17.929,1,cdu/csu,WP19,3.366,3.366,Opposition,0.658,0.615,0.701
18.101,1,cdu/csu,WP19,3.538,3.538,Opposition,0.658,0.614,0.702
18.273,1,cdu/csu,WP19,3.710,3.710,Opposition,0.659,0.614,0.703
18.444,1,cdu/csu,WP19,3.882,3.882,Opposition,0.659,0.614,0.704
18.616,1,cdu/csu,WP19,4.053,4.053,Opposition,0.659,0.614,0.705
18.788,1,cdu/csu,WP19,4.225,4.225,Opposition,0.660,0.614,0.706
18.960,1,cdu/csu,WP19,4.397,4.397,Opposition,0.660,0.613,0.707
19.131,1,cdu/csu,WP19,4.568,4.568,Opposition,0.660,0.613,0.708
19.303,1,cdu/csu,WP19,4.740,4.740,Opposition,0.661,0.613,0.709
19.475,1,cdu/csu,WP19,4.912,4.912,Opposition,0.661,0.613,0.710
19.646,1,cdu/csu,WP19,5.084,5.084,Opposition,0.662,0.612,0.711
19.818,1,cdu/csu,WP19,5.255,5.255,Opposition,0.662,0.612,0.712
19.990,1,cdu/csu,WP19,5.427,5.427,Opposition,0.662,0.612,0.713
20.162,1,cdu/csu,WP19,5.599,5.599,Opposition,0.663,0.611,0.714
20.333,1,cdu/csu,WP19,5.770,5.770,Opposition,0.663,0.611,0.715
20.505,1,cdu/csu,WP19,5.942,5.942,Opposition,0.664,0.611,0.716
20.677,1,cdu/csu,WP19,6.114,6.114,Opposition,0.664,0.610,0.717
20.848,1,cdu/csu,WP19,6.286,6.286,Opposition,0.664,0.610,0.719
21.020,1,cdu/csu,WP19,6.457,6.457,Opposition,0.665,0.610,0.720
21.192,1,cdu/csu,WP19,6.629,6.629,Opposition,0.665,0.609,0.721
21.364,1,cdu/csu,WP19,6.801,6.801,Opposition,0.665,0.609,0.722
21.535,1,cdu/csu,WP19,6.972,6.972,Opposition,0.666,0.609,0.723
21.707,1,cdu/csu,WP19,7.144,7.144,Opposition,0.666,0.608,0.724
21.879,1,cdu/csu,WP19,7.316,7.316,Opposition,0.667,0.608,0.725
22.051,1,cdu/csu,WP19,7.488,7.488,Opposition,0.667,0.607,0.727
22.222,1,cdu/csu,WP19,7.659,7.659,Opposition,0.667,0.607,0.728
22.394,1,cdu/csu,WP19,7.831,7.831,Opposition,0.668,0.607,0.729
22.566,1,cdu/csu,WP19,8.003,8.003,Opposition,0.668,0.606,0.730
22.737,1,cdu/csu,WP19,8.174,8.174,Opposition,0.668,0.606,0.731
22.909,1,cdu/csu,WP19,8.346,8.346,Opposition,0.669,0.605,0.732
23.081,1,cdu/csu,WP19,8.518,8.518,Opposition,0.669,0.605,0.734
23.253,1,cdu/csu,WP19,8.690,8.690,Opposition,0.670,0.604,0.735
23.424,1,cdu/csu,WP19,8.861,8.861,Opposition,0.670,0.604,0.736
23.596,1,cdu/csu,WP19,9.033,9.033,Opposition,0.670,0.604,0.737
23.768,1,cdu/csu,WP19,9.205,9.205,Opposition,0.671,0.603,0.738
23.939,1,cdu/csu,WP19,9.376,9.376,Opposition,0.671,0.603,0.740
24.111,1,cdu/csu,WP19,9.548,9.548,Opposition,0.672,0.602,0.741
24.283,1,cdu/csu,WP19,9.720,9.720,Opposition,0.672,0.602,0.742
24.455,1,cdu/csu,WP19,9.892,9.892,Opposition,0.672,0.601,0.743
24.626,1,cdu/csu,WP19,10.063,10.063,Opposition,0.673,0.601,0.745
24.798,1,cdu/csu,WP19,10.235,10.235,Opposition,0.673,0.600,0.746
24.970,1,cdu/csu,WP19,10.407,10.407,Opposition,0.673,0.600,0.747
25.141,1,cdu/csu,WP19,10.578,10.578,Opposition,0.674,0.599,0.748
25.313,1,cdu/csu,WP19,10.750,10.750,Opposition,0.674,0.599,0.750
25.485,1,cdu/csu,WP19,10.922,10.922,Opposition,0.675,0.598,0.751
25.657,1,cdu/csu,WP19,11.094,11.094,Opposition,0.675,0.598,0.752
25.828,1,cdu/csu,WP19,11.265,11.265,Opposition,0.675,0.597,0.753
26.000,1,cdu/csu,WP19,11.437,11.437,Opposition,0.676,0.597,0.755
